DOCUMENT_ID,CLIENT_ID,POLICY_ID,DOCUMENT_TYPE,FILE_NAME,RECEIVED_DATE,SOURCE,INDEXED_BY,PAGES
DOC-CAS-P00012-POL,CAS-C0004,CAS-P00012,Policy,TRV-WC-3367833_Policy.pdf,2025-05-25,Carrier download,E006,43
DOC-CAS-P00013-POL,CAS-C0004,CAS-P00013,Policy,LIB-UMB-9341572_Policy.pdf,11/12/2025,Carrier download,E006,128
DOC-CAS-P00013-APP,CAS-C0004,CAS-P00013,ACORD 125 Application,CAS-C0004_ACORD125_2025.pdf ,"Jul 18, 2025",Email attachment,E006,12
DOC-CAS-P00014-POL,CAS-C0005,CAS-P00014,Policy,,2026-03-13,Carrier download,E006,132
DOC-CAS-P00014-APP,CAS-C0005,CAS-P00014,ACORD 125 Application ,CAS-C0005_ACORD125_2026.pdf,28-Nov-2025,Email attachment,E006,10
DOC-CAS-P00038-APP,CAS-C0014,CAS-P00038,ACORD 125 Application,CAS-C0014_ACORD125_2025.pdf,10/18/25,Email attachment,E006,12
DOC-CAS-P00015-POL,,CAS-P00015,Policy,ERI-WC-3994648_Policy.pdf,04/21/25,Carrier download ,E006,90
DOC-CAS-P00015-APP,CAS-C0005,CAS-P00015,ACORD 125 Application,CAS-C0005_ACORD125_2025.pdf,2025-01-14,Email attachment,E006,5
DOC-CAS-P00016-POL,CAS-C0006,CAS-P00016,Policy,GRD-WC-5336538_Policy.pdf,"Nov 10, 2025",Carrier download,E006,38
DOC-CAS-P00016-APP,CAS-C0006,CAS-P00016,ACORD 125 Application,CAS-C0006_ACORD125_2025.pdf,09/03/25,Email attachment,E006,7
DOC-CAS-P00003-APP,CAS-C0002,CAS-P00003,ACORD 125 Application,CAS-C0002_ACORD125_2026.pdf,01/15/2026,Email attachment,E007,11
DOC-CAS-P00017-POL,CAS-C0006,CAS-P00017,POLICY,TRV-UMB-1927088_Policy.pdf,2025-06-16,Carrier download,E006,51
DOC-CAS-P00017-APP,CAS-C0006,CAS-P00017,ACORD 125 Application,CAS-C0006_ACORD125_2025.pdf,2025-04-28,Email attachment,E006,7
DOC-CAS-P00002-POL,CAS-C0002,CAS-P00002,Policy,LIB-GL-2828024_Policy.pdf,2026-03-07,Email attachment,E007,88
DOC-CAS-P00018-POL,CAS-C0007,CAS-P00018 ,,LIB-GL-9162842_Policy.pdf,2026-02-18,Carrier download,E006,70
DOC-CAS-P00019-POL,CAS-C0008,CAS-P00019,Policy,ERI-GL-8435997_Policy.pdf,04/23/2026,Email attachment,E006,62
DOC-CAS-P00019-APP,CAS-C0008,CAS-P00019 ,ACORD 125 Application,CAS-C0008_ACORD125_2026.pdf,13-Feb-2026,Email attachment,E006,8
DOC-CAS-P00020-POL,CAS-C0009,,Policy,NAT-GL-6083262_Policy.pdf,"Feb 12, 2026",Carrier download,E005,89
DOC-CAS-P00020-APP,CAS-C0009,CAS-P00020,ACORD 125 Application,CAS-C0009_ACORD125_2025.pdf,2025-09-28,Email attachment,E005,11
DOC-CAS-P00021-POL,CAS-C0009,CAS-P00021,Policy,ERI-PROP-6483021_Policy.pdf,2025-07-27,Carrier download,E005,95
DOC-CAS-P00022-POL,CAS-C0009,CAS-P00022,Policy,NAT-WC-8842510_Policy.pdf,2025-11-09,Carrier download,E005,102
DOC-CAS-P00022-APP,CAS-C0009,CAS-P00022,ACORD 125 Application,CAS-C0009_ACORD125_2025.pdf,09/07/2025,Email attachment,E005,12
DOC-CAS-P00023-POL,CAS-C0009,CAS-P00023,Policy,TRV-AUTO-2207860_Policy.pdf ,08-Jul-2025,Carrier download,E005,100
DOC-CAS-P00024-POL,CAS-C0010,CAS-P00024,Policy,NAT-PROP-9767618_Policy.pdf,2025-10-31,Email attachment,E006,44
DOC-CAS-P00024-APP,CAS-C0010,CAS-P00024,ACORD 125 Application,CAS-C0010_ACORD125_2025.pdf,2025-07-08,EMAIL ATTACHMENT,E006,12
DOC-CAS-P00025-POL,CAS-C0010,CAS-P00025,Policy,ERI-GL-1961193_Policy.pdf,2025-09-11,Email attachment,E006,119
DOC-CAS-P00026-POL,CAS-C0010 ,CAS-P00026,Policy,TRV-WC-3800504_Policy.pdf,2025-08-03,Email attachment,E006,
DOC-CAS-P00026-APP,CAS-C0010,CAS-P00026,ACORD 125 Application,CAS-C0010_ACORD125_2025.pdf,2025-04-05,Email attachment,E006 ,6
DOC-CAS-P00027-POL,CAS-C0010,CAS-P00027,Policy,LIB-UMB-7090685_Policy.pdf,02/25/2026,Email attachment,E006,107
DOC-CAS-P00027-APP,CAS-C0010 ,CAS-P00027,ACORD 125 Application,CAS-C0010_ACORD125_2026.pdf,2025-11-18,Email attachment,E006,4
DOC-CAS-P00028-POL,CAS-C0011,CAS-P00028,Policy,TRV-AUTO-2977284_Policy.pdf,27-Aug-2025,Email attachment,E004,94
DOC-CAS-P00028-APP,CAS-C0011,CAS-P00028,ACORD 125 Application,CAS-C0011_ACORD125_2025.pdf,05/26/2025,Email attachment,E004,8
DOC-CAS-P00029-POL,CAS-C0011,CAS-P00029 ,Policy,ERI-GL-6126211_Policy.pdf,2025-07-11,Email attachment,E004,
DOC-CAS-P00029-APP,CAS-C0011,CAS-P00029,ACORD 125 Application,CAS-C0011_ACORD125_2025.pdf,03/08/2025,Email attachment,E004,7
DOC-CAS-P00030-POL,CAS-C0011,CAS-P00030,Policy,,"Sep 19, 2025 ",Carrier download,E004,48
DOC-CAS-P00020-POL,CAS-C0009,,Policy,NAT-GL-6083262_Policy.pdf,"Feb 12, 2026",Carrier download,E005,89
DOC-CAS-P00031-POL,CAS-C0012,CAS-P00031,Policy,NAT-PROP-3778921_Policy.pdf,2025-12-11,Carrier download,E006,65
DOC-CAS-P00032-POL,CAS-C0012,CAS-P00032,Policy,LIB-GL-4174606_Policy.pdf,2026-01-19,Carrier download,E006,29
DOC-CAS-P00032-APP,CAS-C0012,CAS-P00032,ACORD 125 Application,CAS-C0012_ACORD125_2025.PDF,10/13/25,Email attachment,E006,9
DOC-CAS-P00033-POL,CAS-C0012,CAS-P00033,Policy,TRV-AUTO-7879888_Policy.pdf,"Jun 09, 2025",Carrier download,E006,120
DOC-CAS-P00034-POL,CAS-C0012,CAS-P00034,Policy,HIG-WC-3453822_Policy.pdf,11/01/2025,Email attachment,E006,78
DOC-CAS-P00034-APP ,CAS-C0012,CAS-P00034,ACORD 125 Application,CAS-C0012_ACORD125_2025.pdf,19-Aug-2025,EMAIL ATTACHMENT,E006,6
DOC-CAS-P00035-POL,CAS-C0014,CAS-P00035,Policy,HIG-PROP-7997425_Policy.pdf,10/01/25,Email attachment,E006,38
DOC-CAS-P00035-APP,CAS-C0014,CAS-P00035,ACORD 125 Application,CAS-C0014_ACORD125_2025.pdf,08/02/2025 ,Email attachment,E006,11
DOC-CAS-P00036-POL,CAS-C0014,CAS-P00036,Policy,NAT-GL-3383546_Policy.pdf,,Carrier download,E006,81
DOC-CAS-P00036-APP,CAS-C0014,CAS-P00036,ACORD 125 Application,CAS-C0014_ACORD125_2026.pdf,01/05/2026,Email attachment ,E006,5
DOC-CAS-P00037-POL,CAS-C0014,CAS-P00037,Policy,TRV-WC-8472336_Policy.pdf,2026-03-29,Carrier download,E006,40
DOC-CAS-P00037-APP,CAS-C0014,CAS-P00037,ACORD 125 Application,CAS-C0014_ACORD125_2026.pdf,"Dec 28, 2025",Email attachment,E006,6
DOC-CAS-P00038-POL,CAS-C0014,CAS-P00038,Policy,LIB-AUTO-9355741_Policy.pdf,13-JAN-2026,Carrier download,E006,125
DOC-CAS-P00038-APP,CAS-C0014,CAS-P00038,ACORD 125 Application,CAS-C0014_ACORD125_2025.pdf,10/18/25,Email attachment,E006,12
DOC-CAS-P00039-POL ,CAS-C0014,CAS-P00039,Policy,TRV-UMB-8608009_Policy.pdf,2026-03-09,Carrier download,E006,136
DOC-CAS-P00040-POL,CAS-C0015,CAS-P00040,Policy,TRV-GL-1119985_Policy.pdf ,2025-07-06,Email attachment,E004,43
DOC-CAS-P00041-POL,CAS-C0015,CAS-P00041,Policy,ERI-WC-2932043_Policy.pdf,2026-01-14,Carrier download,E004,135
DOC-CAS-P00041-APP,CAS-C0015,CAS-P00041,ACORD 125 Application,CAS-C0015_ACORD125_2025.pdf,,Email attachment,E004,6
DOC-CAS-P00042-POL,CAS-C0015,CAS-P00042,Policy,ERI-AUTO-4921963_Policy.pdf,2025-12-02,Carrier download ,E004,35
DOC-CAS-P00043-POL,CAS-C0015,CAS-P00043,,TRV-UMB-2068601_Policy.pdf,2026-05-19,Carrier download,E004,119
DOC-CAS-P00044-POL,CAS-C0016,CAS-P00044,Policy,NAT-GL-2072790_Policy.pdf,10-May-2026,Email attachment,E005,94
DOC-CAS-P00044-APP,CAS-C0016 ,CAS-P00044,ACORD 125 Application,CAS-C0016_ACORD125_2026.pdf,2026-02-05,Email attachment,E005,10
DOC-CAS-P00045-POL,CAS-C0016,CAS-P00045,,TRV-PROP-1594768_Policy.pdf ,2025-11-09,Email attachment,E005,114
DOC-CAS-P00046-POL,CAS-C0016,,Policy,ERI-WC-6921723_Policy.pdf,2026-04-09,Carrier download,E005,89
DOC-CAS-P00047-POL,CAS-C0017,CAS-P00047,Policy,ERI-GL-5273326_Policy.pdf,2026-01-08,Carrier download,E006,70
DOC-CAS-P00048-POL,CAS-C0017,CAS-P00048,Policy,TRV-PROP-8017567_Policy.pdf,29-Apr-2025,Email attachment,E006,64
DOC-CAS-P00049-POL,CAS-C0017,CAS-P00049,Policy,ERI-WC-6806780_Policy.pdf,24-Aug-2025 ,Carrier download,E006,139
DOC-CAS-P00049-APP,CAS-C0017,CAS-P00049,ACORD 125 Application,CAS-C0017_ACORD125_2025.pdf,30-Apr-2025,Email attachment,E006,7
DOC-CAS-P00050-POL,CAS-C0017,CAS-P00050,Policy,TRV-AUTO-6925271_Policy.pdf,2025-11-15,Email attachment,E006,79
,CAS-C0017,CAS-P00050,ACORD 125 APPLICATION,CAS-C0017_ACORD125_2025.pdf,2025-08-25,Email attachment,E006,9
DOC-CAS-P00051-POL,CAS-C0018,CAS-P00051,Policy,HIG-GL-2724168_Policy.pdf ,06/29/2025,Carrier download,E007,110
DOC-CAS-P00052-POL,CAS-C0019,CAS-P00052,Policy,NAT-PROP-5671880_Policy.pdf,2026-05-09,Carrier download,E007,36
DOC-CAS-P00053-POL,CAS-C0019,CAS-P00053,Policy,NAT-AUTO-2685456_Policy.pdf,2025-11-08,Email attachment,E007,118
DOC-CAS-P00053-APP,CAS-C0019,CAS-P00053,ACORD 125 APPLICATION,CAS-C0019_ACORD125_2025.pdf,"Jul 17, 2025",Email attachment,E007,11
DOC-CAS-P00054-POL,CAS-C0020,CAS-P00054,POLICY,ERI-GL-4184125_POLICY.PDF,06/15/2025,Email attachment,E004,96
DOC-CAS-P00054-APP,CAS-C0020,CAS-P00054,ACORD 125 Application,CAS-C0020_ACORD125_2025.pdf,2025-02-05,Email attachment,E004,10
DOC-CAS-P00055-POL,CAS-C0020,CAS-P00055,Policy,TRV-AUTO-9457813_Policy.pdf,2025-11-05,Email attachment,E004,67
DOC-CAS-P00055-APP,CAS-C0020,CAS-P00055,ACORD 125 Application,CAS-C0020_ACORD125_2025.pdf,2025-08-14,EMAIL ATTACHMENT,E004,4
DOC-CAS-P00056-POL,CAS-C0020,CAS-P00056,Policy,LIB-WC-1094184_Policy.pdf,"May 01, 2026",Email attachment,E004,60
DOC-CAS-P00056-APP,CAS-C0020,CAS-P00056,ACORD 125 Application,CAS-C0020_ACORD125_2026.pdf,28-Jan-2026,Email attachment,E004,10
DOC-CAS-P00057-POL,CAS-C0021,CAS-P00057,Policy,NAT-GL-5884820_Policy.pdf,03/22/2026,Carrier download,E007,82
DOC-CAS-P00057-APP,CAS-C0021,CAS-P00057,ACORD 125 Application,,2025-12-13,Email attachment,E007,11
DOC-CAS-P00058-POL,CAS-C0021,CAS-P00058,Policy,NAT-PROP-1809479_Policy.pdf,2025-09-22,Carrier download,E007,100
DOC-CAS-P00059-POL,CAS-C0021,CAS-P00059,Policy,HIG-WC-1283863_Policy.pdf,2025-06-22,Carrier download,E007,37
DOC-CAS-P00060-POL,CAS-C0022,CAS-P00060,Policy,TRV-PROP-7590103_Policy.pdf,11/07/2025,Email attachment,E007,30
DOC-CAS-P00060-APP,CAS-C0022,CAS-P00060,ACORD 125 Application,CAS-C0022_ACORD125_2025.pdf,"Jun 19, 2025",Email attachment,E007 ,8
DOC-CAS-P00061-POL,CAS-C0022 ,CAS-P00061,Policy,TRV-GL-8922959_Policy.pdf,2025-04-16,Email attachment,E007,33
DOC-CAS-P00062-POL,CAS-C0022,CAS-P00062,Policy,ERI-WC-6419396_Policy.pdf,2025-06-25,Email attachment,E007,76
DOC-CAS-P00062-APP,CAS-C0022,CAS-P00062,ACORD 125 Application,CAS-C0022_ACORD125_2025.pdf,2025-03-27,Email attachment,E007,4
DOC-CAS-P00063-POL,CAS-C0023,CAS-P00063,Policy,PRG-AUTO-1557031_Policy.pdf,2026-02-11,Email attachment,E006,71
DOC-CAS-P00064-POL ,CAS-C0023,CAS-P00064,Policy,NAT-GL-4458082_Policy.pdf,23-Jan-2026,Carrier download,E006,35
DOC-CAS-P00065-POL,CAS-C0023,CAS-P00065,Policy,HIG-WC-6992973_Policy.pdf,05/17/26,Carrier download,E006,103
DOC-CAS-P00066-POL,CAS-C0023,CAS-P00066 ,Policy,TRV-UMB-2476169_Policy.pdf,10/26/25,Email attachment,E006,
DOC-CAS-P00066-APP,CAS-C0023,CAS-P00066,ACORD 125 Application,CAS-C0023_ACORD125_2025.pdf,08/06/25,Email attachment,E006,5
DOC-CAS-COI0001,CAS-C0004,,Certificate of Insurance (ACORD 25),CAS-COI0001_Kiewit.pdf,2026-02-06,Generated,E006,1
DOC-CAS-COI0002,CAS-C0017,,Certificate of Insurance (ACORD 25),,25-Dec-2025,Generated,E006,1
DOC-CAS-COI0004,CAS-C0004,,Certificate of Insurance (ACORD 25),CAS-COI0004_CBRE.pdf,2026-03-31,GENERATED,E006,1
DOC-CAS-COI0005,CAS-C0017,,Certificate of Insurance (ACORD 25),"CAS-COI0005_PROLOGIS,.PDF","Mar 27, 2026",Generated,E006,1
DOC-CAS-COI0006,CAS-C0009,,Certificate of Insurance (ACORD 25),CAS-COI0006_Whiting-Turner.pdf,2026-03-17,GENERATED,E005,1
DOC-CAS-COI0008,CAS-C0004,,Certificate of Insurance (ACORD 25),CAS-COI0008_State.pdf,2025-12-08,Generated,E006,1
DOC-CAS-COI0011,CAS-C0012,,Certificate of Insurance (ACORD 25),CAS-COI0011_JLL.pdf,2026-02-24,Generated,E006 ,1
DOC-CAS-COI0014,CAS-C0023,,Certificate of Insurance (ACORD 25),CAS-COI0014_Gilbane.pdf ,20-Jan-2026,Generated,E006,1
DOC-CAS-COI0016,CAS-C0018,,Certificate of Insurance (ACORD 25),CAS-COI0016_CBRE.pdf,2025-12-22 ,Generated,,1
DOC-CAS-COI0018,CAS-C0016,,Certificate of Insurance (ACORD 25),CAS-COI0018_JLL.pdf,01/03/26,Generated,E005,1
