DATE,DESCRIPTION,DEBIT,CREDIT,BALANCE
2025-06-29 ,Check EFT MCMASTER-CARR ,2618.5,,2685852.15
2025-06-30,ACH DEPOSIT 745749,,13917.54,343814.47
2025-06-30,ACH DEPOSIT 174787,,18772.61,362587.08
2025-06-30,GUSTO PAYROLL,104015.8,,"$915,341.55"
2025-07-01 ,,,2673.58,"$365,260.66"
07/01/2025,Check DEPOSIT 531625,,5587.16,"$370,847.82"
07/04/2025,ACH DEPOSIT 676957,,6192.82,377040.64
07/04/25,Check DEPOSIT 541436,,1568.19,"$378,608.83"
05-Jul-2025,CARD 29578 GRAINGER INDUSTRIAL SU,26012.12,,"$2,659,840.03 "
2025-07-06,Card DEPOSIT 171521,,1560.94,380169.77
07/07/25,Card DEPOSIT 765524,,22440.7,402610.47
2025-07-08,Check DEPOSIT 965542,,4777.21,407387.68
,Wire DEPOSIT 569544,,356.5,"$407,744.18 "
2025-07-09,ACH DEPOSIT 226950,,1824.1,409568.28
07/09/25,Wire DEPOSIT 880480,,3925.57,"$413,493.85"
07/10/2025,Wire DEPOSIT 320457,,238.76,413732.61
2025-07-10,ACH DEPOSIT 227279,,124.82,413857.43
2025-07-10,Wire DEPOSIT 422307,,3882.37,"$417,739.80"
2025-07-11,Card DEPOSIT 686827,,6782.24,"$424,522.04"
2025-07-11,Wire DEPOSIT 873348,,23131.26,
2025-07-13,Card 14322 SANDVIK COROMANT,44349.08,,"$2,615,490.95"
2025-07-14,Wire DEPOSIT 950123,,19088.68,466741.98
2025-07-14,Wire DEPOSIT 454362,,1635.64,"$468,377.62"
,ACH DEPOSIT 412720,,15787.11,"$484,164.73"
2025-07-15,ACH DEPOSIT 540964,,5229.9,489394.63
2025-07-15,ACH DEPOSIT 971024,,1683.07,"$491,077.70"
2025-07-16,ACH 12339 REGAL REXNORD,10293.5,,2605197.45
2025-07-18,ACH DEPOSIT 538242,,5474.93,"$496,552.63"
,Check EFT GRAINGER INDUSTRIAL SU,4596.55,,"$2,394,445.78"
18-Jul-2025,ACH 11833 GARLOCK SEALING TECHNO,5430.26,,"$2,599,767.19"
2025-07-19,ACH DEPOSIT 167882,,724.61,"$497,277.24"
2025-07-20,Check EFT MSC INDUSTRIAL SUPPLY,29093.78,,2570673.41
2025-07-21,ACH DEPOSIT 580458,,2161.66,499438.9
2025-07-21,ACH EFT HAAS AUTOMATION,27214.56,,2543458.85
2025-07-22,Check DEPOSIT 976396,,11571.65,511010.55
2025-07-22,Check DEPOSIT 843320,,1852.55,"$512,863.10"
07/22/25,ACH DEPOSIT 139384,,9104.89,521967.99
07/22/2025,Card EFT PARKER HANNIFIN,5792.94,,2537665.91
23-Jul-2025,Card DEPOSIT 361261,,15342.23,"$537,310.22"
2025-07-23,ACH DEPOSIT 358556,,24182.83,561493.05
2025-07-24,Check DEPOSIT 932766,,1977.39,563470.44
2025-07-24,Card DEPOSIT 957632,,7131.14,570601.58
2025-07-24,Card 24182 HAAS AUTOMATION,3339.23,,2534326.68
2025-07-25,Card DEPOSIT 809805,,7834.45,"$578,436.03"
2025-07-25,ACH DEPOSIT 585305,,23219.09,601655.12
2025-07-25,ACH DEPOSIT 712374,,1692.26,"$603,347.38"
2025-07-25,Card EFT SANDVIK COROMANT,7808.96,,2526517.72
2025-07-27,,,3852.31,607199.69
2025-07-29,ACH 23655 GRAINGER INDUSTRIAL SU,,,2511519.82
07/30/2025,Check DEPOSIT 608579,,8639.72,615839.41
2025-07-30,Check DEPOSIT 242313,,577.64,616417.05
2025-07-30,Card EFT BALDOR-RELIANCE (ABB),2118.69,,"$2,509,401.13"
2025-07-30,ACH 26164 APPLIED INDUSTRIAL TEC,22353.79,,"$2,487,047.34"
07/31/2025 ,Check DEPOSIT 823792,,25367.38,641784.43
"Jul 31, 2025",GUSTO PAYROLL,106449.68,,808891.87
08/01/2025,CHECK DEPOSIT 495751,,16848.06,658632.49
"Aug 01, 2025",ACH DEPOSIT 930609,,1047.92,"$659,680.41"
08/01/2025,Wire DEPOSIT 868417,,29110.85,688791.26
"Aug 01, 2025",Card DEPOSIT 536503,,920.4,689711.66
02-Aug-2025,ACH EFT HAAS AUTOMATION,12046.06,,2475001.28
2025-08-05,Wire DEPOSIT 770555,,26251.17,"$715,962.83"
2025-08-08,Check DEPOSIT 176860,,10977.28,"$726,940.11"
2025-08-10,ACH DEPOSIT 649398,,973.63,"$727,913.74"
08/10/25,Card 14991 MCMASTER-CARR,8058.55,,"$2,466,942.73"
2025-08-12,Check DEPOSIT 408648,,556.6,728470.34
2025-08-13,Card EFT BRIGHTON-BEST INTERNAT,4120.0,,2462822.73
2025-08-14,Check EFT PARKER HANNIFIN,9329.46,,"$2,453,493.27"
16-Aug-2025,ACH DEPOSIT 310649,,9907.08,738377.42
08/16/25 ,Check DEPOSIT 958000,,10696.75,749074.17
2025-08-18,Card DEPOSIT 537928,,31741.72,"$780,815.89"
2025-08-19,Card DEPOSIT 568436,,11716.95,792532.84
2025-08-20,Card DEPOSIT 448618,,7644.54,800177.38
08/20/2025,ACH DEPOSIT 556091 ,,5893.29,806070.67
2025-08-21,ACH DEPOSIT 613819,,651.02,"$806,721.69"
08/21/25,Wire DEPOSIT 126323,,4671.55,811393.24
2025-08-21,Card DEPOSIT 769902,,24068.7,835461.94
08/22/2025,Check DEPOSIT 931397,,2383.83,"$837,845.77"
2025-08-14,Check EFT PARKER HANNIFIN,9329.46,,"$2,453,493.27"
2025-08-22,ACH DEPOSIT 645567,,3989.68,"$841,835.45"
08/22/25,ACH EFT PARKER HANNIFIN,3867.94,,2449625.33
2026-02-09,Wire DEPOSIT 211460,,772.74,"$2,465,993.91"
23-Aug-2025,ACH DEPOSIT 701396,,1227.14,843062.59
08/24/25,Check DEPOSIT 320839,,3293.28,"$846,355.87"
2025-08-25,Card DEPOSIT 671916,,5093.97,"$851,449.84"
"Aug 25, 2025",Wire DEPOSIT 984930,,8270.3,"$859,720.14"
08/25/2025,ACH DEPOSIT 877291,,6689.01,866409.15
2025-08-26,ACH DEPOSIT 696314,,3306.89,869716.04
2025-08-26,Check DEPOSIT 523649,,4456.6,"$874,172.64"
2025-08-26,Card DEPOSIT 409180,,3077.38,"$877,250.02"
2025-08-26,ACH DEPOSIT 788889,,678.51,"$877,928.53"
08/26/25,Card EFT RYERSON,4343.55,,"$2,445,281.78"
08/27/25,ACH EFT APEX FASTENER CORP,9215.48,,2436066.3
2025-08-27,ACH EFT GARLOCK SEALING TECHNO,3000.05,,"$2,433,066.25"
2025-08-29,ACH DEPOSIT 207016,,10106.5,"$888,035.03"
2025-08-29,Wire DEPOSIT 337382,,6701.15,894736.18
08/30/25,Check 24904 APEX FASTENER CORP,6483.1,,2426583.15
2025-08-31,Check DEPOSIT 215055,,577.36,895313.54
2025-08-31,ACH EFT KAMAN INDUSTRIAL TECHN,2906.86,,2423676.29
08/31/2025,GUSTO PAYROLL,113300.41,,"$695,591.46"
09/01/25,Card DEPOSIT 230027,,1176.48,"$896,490.02"
09/02/25,Card DEPOSIT 575171,,1359.97,897849.99
2025-09-02,Check 26449 SANDVIK COROMANT,6342.56,,2417333.73
2025-09-02,Check EFT MCMASTER-CARR,18291.4,,
2025-09-03,Card DEPOSIT 440816 ,,,"$903,789.72"
2025-09-03,Card DEPOSIT 399245,,19854.9,923644.62
,Check EFT GRAINGER INDUSTRIAL SU,4596.55,,"$2,394,445.78"
05-Sep-2025,ACH DEPOSIT 154641,,2069.07,925713.69
2025-06-28,Wire DEPOSIT 589672 ,,6713.99,329896.93
2025-09-05,ACH DEPOSIT 772199,,19119.83,944833.52
2025-09-06,ACH DEPOSIT 823732,,21389.18,"$966,222.70"
2025-09-07,Card DEPOSIT 821590,,4687.3,970910.0
2025-09-07,ACH DEPOSIT 273757,,794.0,"$971,704.00"
2025-09-08,Card DEPOSIT 390189,,4048.39,975752.39
2025-09-09,Wire DEPOSIT 138352,,6041.98,981794.37
"Sep 09, 2025",ACH 26701 APEX FASTENER CORP,1523.87,,"$2,392,921.91"
2025-09-09,Check EFT HAAS AUTOMATION,3530.79,,"$2,389,391.12"
2025-09-10,ACH DEPOSIT 748031,,5961.27,987755.64
2025-09-10,Wire DEPOSIT 562400,,4368.05,992123.69
2025-09-12,ACH 10128 APPLIED INDUSTRIAL TEC,11940.25,,2377450.87
2025-09-12,ACH 27254 HAAS AUTOMATION,26608.75,,"$2,350,842.12"
09/13/2025,ACH DEPOSIT 690714,,353.41,"$992,477.10"
2025-09-13,ACH 15900 PARKER HANNIFIN,3967.79,,"$2,346,874.33"
2025-09-14,Wire DEPOSIT 782866,,5669.74,"$998,146.84"
14-Sep-2025,CHECK 18193 SANDVIK COROMANT,33928.96,,"$2,312,945.37"
,ACH DEPOSIT 733991,,2390.46,"$1,000,537.30"
"Sep 15, 2025",ACH DEPOSIT 576075,,672.35,1001209.65
2025-09-16,Wire DEPOSIT 804879,,63.66,"$1,001,273.31"
09/16/25,ACH DEPOSIT 861566,,,1005150.75
2025-09-17,,,474.69,1005625.44
"Sep 18, 2025",ACH DEPOSIT 340041,,12253.14,"$1,017,878.58"
2025-09-18,ACH EFT ALRO STEEL,4480.5,,2308464.87
2025-09-18 ,Check EFT MOTION INDUSTRIES,1120.24,,2307344.63
2025-09-19,ACH DEPOSIT 379217,,2358.21,1020236.79
2025-09-19,Card DEPOSIT 233691,,601.73,1020838.52
2025-09-19,ACH 12784 REGAL REXNORD,6813.1,,2300531.53
20-Sep-2025,Check DEPOSIT 840258 ,,10553.48,1031392.0
2025-09-21,Wire DEPOSIT 381237,,25085.15,"$1,056,477.15"
09/21/25,Card 25125 ULINE,16435.0,,2284096.53
2025-09-22,Wire DEPOSIT 109803,,372.84,1056849.99
09/22/25,ACH DEPOSIT 672398,,131.95,
"Sep 22, 2025",Wire DEPOSIT 807999 ,,5956.19,"$1,062,938.13"
09/23/25,ACH EFT MCMASTER-CARR,,,"$2,273,046.09"
24-Sep-2025,,,153.32,1063091.45
2025-09-24,Card DEPOSIT 511595,,300.54,"$1,063,391.99"
2025-09-25,ACH EFT RYERSON,20082.44,,"$2,252,963.65"
2025-11-20,ACH DEPOSIT 647334,,7826.88,"$1,532,774.59"
09/25/25,,54483.7,,2198479.95
"Sep 26, 2025",Check DEPOSIT 972603,,15427.71,"$1,078,819.70"
09/26/2025,ACH DEPOSIT 542435,,3297.79,"$1,082,117.49"
2025-09-27,Wire DEPOSIT 636103,,2896.0,"$1,085,013.49"
2025-09-27,Check EFT PARKER HANNIFIN,5818.81,,
2025-09-29,ACH DEPOSIT 826181,,42021.52,1127035.01
09/29/25,Check EFT MCMASTER-CARR,7990.8,,2184670.34
09/29/25,Check EFT GARLOCK SEALING TECHNO,212.73,,"$2,184,457.61"
09/30/25,GUSTO PAYROLL,112891.45,,582700.01
"Oct 01, 2025",Card DEPOSIT 385455,,21397.13,1148432.14
02-OCT-2025,Card DEPOSIT 171225,,7416.41,
02-Oct-2025,Check DEPOSIT 465567,,5359.77,1161208.32
"Oct 03, 2025",ACH DEPOSIT 247453,,2716.11,1163924.43
10/03/2025,ACH DEPOSIT 906230,,10223.91,1174148.34
2025-10-03,Check EFT BRIGHTON-BEST INTERNAT,5573.84,,2178883.77
04-Oct-2025,ACH DEPOSIT 389991,,277.9,
2025-10-05,Card DEPOSIT 932164,,35319.77,"$1,209,746.01"
06-Oct-2025,Card DEPOSIT 111415,,7981.51,1217727.52
2025-10-06,Check DEPOSIT 980369,,11276.05,"$1,229,003.57"
10/06/25 ,ACH EFT HAAS AUTOMATION,2606.5,,
2025-10-07,ACH EFT PARKER HANNIFIN,43236.68,,"$2,133,040.59"
2025-10-08,ACH DEPOSIT 955750,,398.88,1229402.45
"Oct 11, 2025",ACH DEPOSIT 713875,,82.72,1229485.17
2025-10-11,Wire DEPOSIT 603132,,1902.08,"$1,231,387.25"
10/11/25,ACH DEPOSIT 441945,,424.49,1231811.74
2025-10-12,Card DEPOSIT 218264,,40011.53,
2025-10-14,Check DEPOSIT 178449,,548.35,"$1,272,371.62"
10/15/25,ACH DEPOSIT 853996,,6221.88,1278593.5
2025-12-21,Check DEPOSIT 888843,,19375.76,"$1,890,235.85"
"Oct 16, 2025",ACH EFT APEX FASTENER CORP,1990.0,,"$2,131,050.59"
2025-09-07,ACH DEPOSIT 273757,,794.0,"$971,704.00"
2025-10-17,ACH DEPOSIT 504637,,1332.95,"$1,279,926.45"
2025-10-17,Check DEPOSIT 794425,,38022.14,"$1,317,948.59"
2025-10-18,Wire DEPOSIT 744788,,3998.99,1321947.58
2025-10-18,ACH EFT MCMASTER-CARR,3816.15,,"$2,127,234.44"
2025-10-18,ACH 10622 MOTION INDUSTRIES,6211.4,,2121023.04
07-Dec-2025,ACH EFT REGAL REXNORD,12123.26,,"$1,827,927.34"
2025-10-19,ACH DEPOSIT 388573,,7628.8,1329576.38
"OCT 21, 2025",CARD DEPOSIT 528563,,978.79,1330555.17
10/21/2025,ACH EFT PARKER HANNIFIN,21143.51,,"$2,099,879.53"
2025-10-23,ACH DEPOSIT 467801,,15753.86,1346309.03
10/23/25,ACH 13609 GARLOCK SEALING TECHNO,8233.74,,2091645.79
2025-10-25,Card DEPOSIT 957687,,2143.85,1348452.88
10/26/2025,ACH DEPOSIT 653705,,4356.65,1352809.53
2025-10-26,ACH DEPOSIT 856074 ,,19117.92,"$1,371,927.45"
26-Oct-2025,ACH DEPOSIT 237323,,1876.23,"$1,373,803.68"
2025-10-26,ACH 18748 BRIGHTON-BEST INTERNAT,14332.18,,2077313.61
2025-10-27,ACH DEPOSIT 888515,,170.2,"$1,373,973.88"
2025-10-27,ACH EFT ALRO STEEL,10747.99,,2066565.62
10/28/2025,ACH DEPOSIT 232529,,18379.5,1392353.38
10/28/2025,Card 21309 RYERSON,9982.48,,2056583.14
2025-10-29,ACH DEPOSIT 976969,,514.49,1392867.87
10/30/2025,ACH EFT GRAINGER INDUSTRIAL SU,26449.9,,2030133.24
"Oct 31, 2025",Check DEPOSIT 364124,,5057.77,1397925.64
,ACH DEPOSIT 122301,,325.12,1398250.76
2025-10-31,ACH DEPOSIT 281910,,9746.08,"$1,407,996.84 "
"Oct 31, 2025",Card EFT HAAS AUTOMATION,24740.78,,2005392.46
2025-10-31,GUSTO PAYROLL,122250.62,,"$460,449.39"
2025-11-02,Wire DEPOSIT 796292,,3863.44,"$1,411,860.28"
11/03/2025,Card DEPOSIT 811829,,2647.96,"$1,414,508.24"
11/03/2025,ACH DEPOSIT 385475,,2982.24,
"Nov 03, 2025",ACH 10528 PARKER HANNIFIN,3292.5,,"$2,002,099.96"
11/04/2025,Card EFT ALRO STEEL,884.4,,"$2,001,215.56"
08/01/2025,Wire DEPOSIT 868417,,29110.85,688791.26
2025-11-05,ACH DEPOSIT 871121,,945.04,"$1,418,435.52"
2025-11-06,ACH DEPOSIT 415693,,13019.97,1431455.49
2025-11-07,ACH DEPOSIT 686655,,6579.66,"$1,438,035.15"
2025-11-08,Card DEPOSIT 600766,,1250.36,1439285.51
2025-11-09,ACH DEPOSIT 266539,,1203.63,"$1,440,489.14"
2025-11-10,Check DEPOSIT 550601,,207.6,"$1,440,696.74"
2025-11-10,ACH EFT MCMASTER-CARR,942.24,,2000273.32
11/11/25,ACH DEPOSIT 690881,,212.53,"$1,440,909.27"
"Nov 12, 2025",Card 10683 REGAL REXNORD,6539.44,,"$1,993,733.88"
11/12/25,Card 17747 MCMASTER-CARR,5280.65,,1988453.23
2025-11-13,ACH DEPOSIT 789816,,5896.9,1446806.17
11/13/2025,CHECK DEPOSIT 199181,,9936.31,1456742.48
2025-11-13,Wire DEPOSIT 360349,,14819.82,"$1,471,562.30"
11/13/25,Card DEPOSIT 100335,,36958.43,1508520.73
11/14/25 ,Wire DEPOSIT 296357,,6247.4,1514768.13
14-NOV-2025,ACH EFT ALRO STEEL,11592.32,,"$1,976,860.91"
11/15/2025,Card EFT APPLIED INDUSTRIAL TEC,58391.3,,"$1,918,469.61"
2025-11-16,ACH DEPOSIT 759467,,9345.39,1524113.52
2025-11-16,ACH 28683 FASTENAL,11527.48,,"$1,906,942.13"
2025-11-17,Card EFT GRAINGER INDUSTRIAL SU,11254.8,,1895687.33
2025-11-19,Wire DEPOSIT 313564,,834.19,"$1,524,947.71"
2025-11-20,ACH DEPOSIT 647334,,7826.88,"$1,532,774.59"
2025-11-21,Card DEPOSIT 399949,,4858.0,1537632.59
2025-11-23,Card DEPOSIT 861562,,4063.88,1541696.47
2025-11-23,ACH 11942 REGAL REXNORD,16124.34,,1879562.99
11/24/2025,Wire DEPOSIT 656928,,2183.45,"$1,543,879.92"
"Nov 25, 2025",Card 13455 APPLIED INDUSTRIAL TEC,10340.77,,1869222.22
2025-11-26,Card DEPOSIT 680836,,,"$1,544,191.45"
2025-11-26,Wire DEPOSIT 686743,,4129.28,1548320.73
26-Nov-2025,ACH DEPOSIT 707652,,329.39,"$1,548,650.12"
27-Nov-2025,ACH DEPOSIT 373788,,9191.3,"$1,557,841.42"
2025-12-21,ACH EFT BALDOR-RELIANCE (ABB),5570.49,,"$1,763,796.99"
2025-11-27,Card DEPOSIT 120589,,1161.27,"$1,559,002.69"
2025-11-29,Wire DEPOSIT 648253,,21123.53,1580126.22
09/16/25,ACH DEPOSIT 861566,,,1005150.75
2025-11-29,ACH DEPOSIT 158529,,4415.15,"$1,584,541.37"
2025-11-30,ACH 14565 ULINE,9963.98,,1859258.24
2025-11-30,GUSTO PAYROLL,120425.85,,340023.54
12/01/2025,ACH DEPOSIT 910374,,7204.0,"$1,591,745.37"
12/01/2025,ACH DEPOSIT 314175,,509.37,1592254.74
,ACH DEPOSIT 563526,,28020.61,1620275.35
2025-12-03,Card EFT GARLOCK SEALING TECHNO,1185.0,,"$1,858,073.24"
12/04/2025,Check DEPOSIT 948614,,23622.3,"$1,643,897.65"
"Dec 06, 2025 ",ACH DEPOSIT 931016,,21429.5,1665327.15
12/07/25,ACH 25273 FASTENAL,16460.0,,1841613.24
2025-12-07,Check EFT APPLIED INDUSTRIAL TEC,1562.64,,"$1,840,050.60"
07-Dec-2025,ACH EFT REGAL REXNORD,12123.26,,"$1,827,927.34"
"Dec 09, 2025",ACH DEPOSIT 543986,,3480.09,"$1,668,807.24"
2025-12-09,Card DEPOSIT 916165,,1921.51,1670728.75
2025-12-10,ACH DEPOSIT 354402,,3043.35,"$1,673,772.10"
10-Dec-2025,ACH DEPOSIT 329378,,10805.95,1684578.05
2025-12-10,ACH 18528 RYERSON,3580.17,,1824347.17
2025-12-11,ACH DEPOSIT 927794,,8408.09,"$1,692,986.14"
12-Dec-2025,Check DEPOSIT 611382,,5626.17,"$1,698,612.31"
2026-01-04,ACH DEPOSIT 288167,,4994.01,"$2,100,113.86"
12/12/25,Check DEPOSIT 378318,,7856.27,"$1,706,468.58"
2025-12-12,ACH 18859 APPLIED INDUSTRIAL TEC,10393.2,,"$1,813,953.97"
2025-12-13,Wire DEPOSIT 716576,,14681.91,"$1,721,150.49"
2025-12-14,ACH DEPOSIT 265309,,13034.13,"$1,734,184.62"
12/14/25,Card DEPOSIT 805315,,11813.74,1745998.36
2025-12-14,Card EFT KAMAN INDUSTRIAL TECHN,1717.79,,1812236.18
2025-12-14,ACH 29136 ALRO STEEL,10154.57,,"$1,802,081.61"
12/14/25,Card 19753 BALDOR-RELIANCE (ABB),11600.55,,1790481.06
16-Dec-2025,ACH EFT KAMAN INDUSTRIAL TECHN,2424.61,,1788056.45
12/17/25,Card DEPOSIT 674656,,49.22,1746047.58
"Dec 17, 2025",ACH DEPOSIT 417361,,,"$1,748,492.12"
2025-12-17,ACH EFT ALRO STEEL,731.98,,1787324.47
2025-12-17,Card EFT MCMASTER-CARR,6193.19,,"$1,781,131.28"
"Dec 18, 2025",Card EFT ALRO STEEL,11763.8,,1769367.48
19-Dec-2025,Card DEPOSIT 784264,,6988.3,1755480.42
"Dec 19, 2025",ACH DEPOSIT 188121,,7724.94,"$1,763,205.36"
2025-12-19,Check DEPOSIT 607055,,,1765743.01
2025-12-19,Check DEPOSIT 761199,,30710.89,"$1,796,453.90"
2025-12-21,ACH DEPOSIT 704020,,9506.66,1805960.56
12/21/2025,Card DEPOSIT 159195,,28182.76,1834143.32
2025-12-21,Wire DEPOSIT 414324,,36716.77,1870860.09
2025-12-21,Check DEPOSIT 888843,,19375.76,"$1,890,235.85"
2025-12-21,ACH DEPOSIT 376113,,466.6,1890702.45
2025-12-21,ACH EFT BALDOR-RELIANCE (ABB),5570.49,,"$1,763,796.99"
2025-12-22,Check DEPOSIT 400585,,17462.56,1908165.01
2025-12-23,ACH DEPOSIT 170091,,14056.17,"$1,922,221.18 "
"Dec 23, 2025",Card DEPOSIT 526993,,20546.81,1942767.99
"Dec 23, 2025",ACH DEPOSIT 445305,,10023.71,"$1,952,791.70"
12/23/2025,Check EFT GARLOCK SEALING TECHNO,38474.08,,"$1,725,322.91"
2025-12-23,ACH EFT MOTION INDUSTRIES,6242.33,,1719080.58
12/24/2025,Check DEPOSIT 841245,,4195.75,1956987.45
"Dec 24, 2025",Card DEPOSIT 348456,,13557.14,
2025-12-24,ACH DEPOSIT 891595,,16853.87,"$1,987,398.46"
12/25/25,Card DEPOSIT 772687,,19477.95,"$2,006,876.41"
2025-12-25,ACH DEPOSIT 721542,,,"$2,016,181.23"
12/25/2025,Check 11250 MSC INDUSTRIAL SUPPLY,800.45,,1718280.13
"Dec 26, 2025",ACH DEPOSIT 770642,,5946.39,2022127.62
2025-12-27,Check DEPOSIT 522603,,20966.45,"$2,043,094.07"
2025-12-28,ACH DEPOSIT 835892,,19638.84,"$2,062,732.91"
28-Dec-2025,ACH DEPOSIT 904773,,6733.65,"$2,069,466.56"
2025-12-30,Wire DEPOSIT 980054,,5304.67,2074771.23
2025-12-30,Check DEPOSIT 456127,,713.5,2075484.73
2025-12-31,Check 11589 REGAL REXNORD,387.53,,1717892.6
12/31/2025,GUSTO PAYROLL,121934.33,,
01-Jan-2026,Check DEPOSIT 676466,,11524.69,"$2,087,009.42"
2026-01-01,Check 10307 PARKER HANNIFIN ,3974.0,,"$1,713,918.60"
02-Jan-2026,Wire DEPOSIT 453472,,8110.43,"$2,095,119.85"
01/02/2026,ACH EFT GRAINGER INDUSTRIAL SU,18966.0,,"$1,694,952.60"
2026-01-02,Check EFT MOTION INDUSTRIES,6644.58,,1688308.02
01/02/26,ACH 17534 BALDOR-RELIANCE (ABB),4721.58,,"$1,683,586.44"
2026-01-03,Check 22517 RYERSON,3469.36,,1680117.08
2025-08-14,Check EFT PARKER HANNIFIN,9329.46,,"$2,453,493.27"
2026-01-04,ACH DEPOSIT 288167,,4994.01,"$2,100,113.86"
2026-01-05,ACH DEPOSIT 653763,,134.64,"$2,100,248.50"
2026-01-05,Wire DEPOSIT 301027,,2202.94,2102451.44
2026-01-05,ACH DEPOSIT 500059,,18518.77,"$2,120,970.21"
2026-01-06,Check DEPOSIT 724778,,3929.35,2124899.56
"Jan 07, 2026",Card DEPOSIT 223306,,52.44,2124952.0
07-Jan-2026,Wire DEPOSIT 543048,,17076.97,"$2,142,028.97"
"Jan 07, 2026",ACH DEPOSIT 616683,,4348.92,"$2,146,377.89"
2026-01-07,Card DEPOSIT 316099,,10559.18,"$2,156,937.07"
2026-01-07,ACH 20497 BALDOR-RELIANCE (ABB),1534.59,,"$1,678,582.49"
2026-01-08 ,ACH EFT MCMASTER-CARR,1444.25,,1677138.24
2026-01-04,ACH DEPOSIT 288167,,4994.01,"$2,100,113.86"
2026-01-09,ACH EFT ULINE,1364.06,,1675774.18
"Jan 09, 2026",ACH EFT BALDOR-RELIANCE (ABB),825.08,,1674949.1
,Check DEPOSIT 586143,,29130.46,"$2,186,067.53"
"Jan 10, 2026",Check DEPOSIT 597958,,7599.91,"$2,193,667.44"
"Jan 10, 2026",ACH 12044 FASTENAL,7645.9,,1667303.2
2026-01-11,Check DEPOSIT 357900,,671.11,2194338.55
11-Jan-2026 ,ACH DEPOSIT 234512,,1516.95,"$2,195,855.50"
2026-01-11,Card DEPOSIT 930381,,8719.12,"$2,204,574.62"
01/12/2026,Check DEPOSIT 107166,,14425.99,"$2,219,000.61"
2026-01-12,CARD DEPOSIT 506250,,13643.41,2232644.02
2026-01-13,Wire DEPOSIT 295419,,12254.88,2244898.9
01/13/2026,ACH DEPOSIT 217590,,4047.32,2248946.22
2026-01-14,ACH DEPOSIT 374633,,2021.6,2250967.82
2026-01-15 ,Card DEPOSIT 110856,,409.44,"$2,251,377.26"
"Jan 15, 2026",ACH DEPOSIT 238029,,35799.61,2287176.87
2026-01-16,Check 29301 PARKER HANNIFIN,41385.0,,"$1,625,918.20"
2026-01-19,ACH DEPOSIT 835856,,12541.37,2299718.24
2026-01-20,ACH 18266 GARLOCK SEALING TECHNO,3306.1,,"$1,622,612.10"
01/20/2026,Card 10353 FASTENAL,706.96,,1621905.14
2026-01-20,Card EFT MCMASTER-CARR,4428.82,,"$1,617,476.32"
01/21/26,Wire DEPOSIT 214494,,4065.29,"$2,303,783.53"
"Jan 21, 2026",ACH DEPOSIT 303009,,1292.5,2305076.03
2026-01-21,Card 22313 GRAINGER INDUSTRIAL SU,29777.2,,1587699.12
2025-08-25,Card DEPOSIT 671916,,5093.97,"$851,449.84"
22-Jan-2026,Check DEPOSIT 548577,,344.53,2305420.56
01/23/26,ACH EFT KAMAN INDUSTRIAL TECHN,3607.3,,1584091.82
2025-10-18,ACH 10622 MOTION INDUSTRIES,6211.4,,2121023.04
