PICK_ID,SO_NUMBER,SO_LINE,ITEM_ID,QTY_TO_PICK,QTY_PICKED,BIN_LOCATION,PICKER_ID,PICK_DATE,SHIPMENT_ID
PK-01300,11644,6,HOS1000-086,50,50,D-37-2,E020,2025-12-26,SH-50297
PK-00056,19916,4,FLASIZE8-045,25,25,C-08-2,E018,2025-11-28,SH-50016
PK-00057,19916,5,SOCM10-021,10,10,C-13-5,E016,2025-11-29,SH-50016
PK-00058,19916,6,B62-454,25,25,D-24-2,E021,2025-11-29,SH-50016
PK-00059,16630,2,CABsize8-111,,10,E-22-5,E015,01/19/2026,SH-50017
PK-00060,16630,3,CUTM12-054,1,1,B-27-5,E012,2026-01-18,SH-50017
PK-00061,16630,4,HOSM10-070,12,12,D-39-1,E017,2026-01-19,SH-50017
PK-00062,16630,5,DRIsize4-077,50,50,D-17-1,E020,18-Jan-2026,SH-50017
PK-00063,16630,6,LOC1420-087,6,6,E-18-5,E014,2026-01-18,SH-50017
PK-00064,16630,7,ABRM12-095,6,6,F-40-5,E021,01/19/2026,SH-50017
PK-00065,17218,1,BRG-6205-IMP ,25,25,A-08-2,E017,21-Oct-2025,SH-50018
PK-00066,,2,DRIsize6-105,1,0,B-36-4,E018,2025-10-21,SH-50018
PK-00067,17218,3,DRI2000-004,10,10,F-18-4,E013,2025-10-21,
PK-00068,17218,4,SOC1250-011,6,6,D-35-1,E021,2025-10-21,SH-50018
PK-00069,17218,5,ANC51618-019,100,100,B-13-1,E013,21-Oct-2025,SH-50018
PK-01480,15765,2,ABR1500-059,4,4,D-05-2,E018,2025-07-28,SH-50344
PK-00070,17468,1,FLAsize8-029,4,4,E-30-4,E016 ,24-May-2025,SH-50019
PK-00071,17468,2,HEX60-080,4,4,F-32-5,E020,2025-05-25,SH-50019
PK-00072,11286,1,ANC51618-020,3,3,E-25-4,E021,2025-10-20 ,SH-50020
PK-00073,11286,2,CAB50-127,4,,B-28-4,E015,2025-10-20,SH-50020
PK-00074,11286,3,DRI3816-044,4,4,F-10-4,E012,10/20/25,SH-50020
PK-00075,11286 ,4,SOCsize6-063,12,12,F-23-3,E015 ,10/19/2025,SH-50020
PK-00076,11286,5,FLAM10-028,12,12,D-16-1,E021,2025-10-20,SH-50020
PK-00077,11286,6,NIT1250-117,6,6,F-16-2,E019,2025-10-20,SH-50020
PK-00078,,7,HEX1420-030,12,12,D-04-4,E013,2025-10-19,SH-50020
PK-00079,11286,8,FLAsize8-029 ,50,50,C-02-1,E017,2025-10-20,SH-50020
PK-00080,,1,ANCM8-001,1,,C-31-1,E016,13-Aug-2025,SH-50021
PK-00081,11649,2,ABR1500-059,25,25,F-02-4,E021,08/14/2025,SH-50021
PK-00082,11649,3,ANCM8-040,2,2,D-32-5,E012,"Aug 13, 2025",SH-50021
PK-00083,11649,5,ANC3816-039,200,200,C-08-5,E018,2025-08-13,SH-50021
PK-00084,15309,1,,4,4,A-04-1,E013,"Sep 03, 2025",SH-50022
PK-00085,11616,1,NIT1250-117,50,50,C-18-4,E013,10/17/25,SH-50023
PK-00086,11616,3,FLA1420-002,50,50,D-26-2,E018,2025-10-18 ,SH-50023
PK-00087,11616,4,LOC1250-102,200,200,E-09-4,E021,10/18/2025,SH-50023
PK-00088,11616,5,SOC1250-123,6,6,E-21-2,E018,"Oct 18, 2025",SH-50023
PK-00089,11616,6,DRIsize8-138,2,2,E-33-2 ,E013,2025-10-17,SH-50023
PK-00090,15092,1,ABRM12-109,12,12,D-02-1,E012,2025-11-30,SH-50024
PK-00091,15092,2,DRIsize8-138,6,6,E-26-5,E015,2025-11-29,SH-50024
PK-00092,15092,3,DRIsize4-017,,12,E-37-4,E014,2025-11-29,SH-50024
PK-00093,15092,4,CUTM6-041,2,2,C-37-2,E016,2025-11-30,SH-50024 
PK-00094,15092,6,DRI3410-068,100,100,A-25-3,E012,"Nov 30, 2025",SH-50024
PK-00095,15092,7,HOSsize8-128,200,200,C-26-4,E013,2025-11-29,SH-50024
PK-00096,15092,8,SOC2000-025,6,6,C-27-1,E018,2025-11-29,SH-50024
PK-00097,,1,LOCM6-053,10,,E-39-4,E014 ,06/18/2025,SH-50025
PK-00098,10863,2,DRI3410-068,6,6,F-09-4,E021,"Jun 18, 2025",SH-50025
PK-00099,10863,3,CABsize4-075,2,2,F-05-5,E020,2025-06-18,SH-50025
PK-00100,10863,4,ANCM12-027,1,1,A-26-5,E012,2025-06-17,SH-50025
PK-00101,19131,2,DRIsize4-017,4,4,D-18-1,E013,2025-07-19,SH-50026
PK-00102,19131,3,FLAsize6-134,2,2,B-09-1,E020,2025-07-19,SH-50026
PK-00103,18901,1,HEX1420-030,12,12,D-02-2,E019,2025-10-29,SH-50027
PK-00104,18901,2,DRI3410-068,50,,B-06-5,E020,2025-10-28,SH-50027
PK-00105,18901,3,ANC51618-019,200,200,F-36-5,E020,2025-10-28,SH-50027
PK-00106,18901,4,SOC2000-025,25,25,F-28-2,E016,"Oct 28, 2025",SH-50027
PK-00107,18901 ,5,DRI3410-068 ,2,2,F-33-2,E015,2025-10-29,SH-50027
PK-00108,18901,6,CUT5811-066,2,2,D-17-5,E015,10/28/2025,SH-50027
PK-00109,18901,7,FLA1420-090,6,6,E-40-5,E017,10/28/25,SH-50027
PK-00110,18901,8,ANC3410-034,1,1,B-06-2,E016,2025-10-28,SH-50027
,19099,1,ANC51618-020 ,5,5,F-24-1,E015,14-Nov-2025,SH-50028
PK-00112,19099,2,HEXsize8-101,4,4,E-13-5,E017,11/13/2025,SH-50028
PK-00113,19099,3,HOSsize6-084,12,12,A-04-1,E012,2025-11-14,SH-50028
PK-00114 ,19099,4,LOC60-076,200,200,C-02-2,E018,2025-11-14,SH-50028
PK-00115,19099,5,ANC51618-020,1,1,E-36-3,E016,"Nov 14, 2025",SH-50028
PK-00116,19099,8,HEX2000-093,50,50,E-05-1,E019,2025-11-14,SH-50028
PK-00117,10122,2,CUT3410-037,100,100,C-15-2,E015,2026-03-06,SH-50029
PK-00118,10122,3,FLAM12-013,10,10,D-30-5,E019,2026-03-07,SH-50029
PK-00119,10122,4,LOC60-076,2,2,C-26-1,E016,2026-03-07,SH-50029
PK-00120,10122,5,CUTM12-054,200,200,C-04-3,E021,2026-03-07,SH-50029
PK-00121,16833,1,SOC51618-129,2,2,F-16-2,E019,16-Aug-2025,SH-50030
PK-00122,16833,2,SOC51618-129,25,25,B-40-1,E017,2025-08-15,SH-50030
PK-00123,16833,3,HEXsize8-000,2,2,F-04-3,E016,08/15/25,SH-50030
PK-00124,16833,5,HEXM12-056,4,4,A-33-5,E014,08/15/2025,SH-50030
PK-00125,16833 ,6,,10,10,B-19-1,E012,"Aug 15, 2025 ",
PK-00126,16833,7,LOCM8-108,25,25,A-28-1,E017,2025-08-15,SH-50030
PK-00127,18441,1,FLA1213-026,4,4,E-27-5,E017,"Jul 10, 2025",SH-50031
PK-00128,18441,3,LOC60-076,12,12,C-38-2,E017,2025-07-10,SH-50031
PK-00129,18441,4,LOCsize4-081,4,4,F-35-4,E012,07/09/2025,SH-50031
PK-00130,18441,5,FLA1213-026,50,50,F-16-5,E017,07/10/25,SH-50031
PK-00131,18441,6,ABRM12-095,6,6,C-38-5,E018,09-Jul-2025,SH-50031
PK-00132,18441,7,BRG-6205,25,25,B-16-3,E015,2025-07-10,SH-50031
PK-00133,18441,8,ABRM12-109,,6,B-17-2,E021,2025-07-09,SH-50031
PK-00134,10719,1,DRIsize6-105 ,12,12,C-08-4,,2025-04-28,SH-50032
PK-00135,10719,2,LOCsize4-081,12,12,C-04-3,E018,04/28/25,SH-50032
PK-00136,10719,3,DRIsize4-017,2,,E-39-5,E019,2025-04-27,SH-50032
PK-00137,10719,4,LOC2000-115,25,25,A-33-4,,28-Apr-2025 ,SH-50032
PK-00138,10719,5,ANCM6-073,12,12,A-11-2,E018,28-Apr-2025,SH-50032
PK-00139,10719,6,CUT1420-049,200,200,F-05-1,E019,04/27/2025,SH-50032
PK-00140,10719,7,CUT3410-037,25,25,C-14-4,E017,04/28/25,
PK-00141,10719,8,CUT2000-023,100,100,A-03-5,E021,2025-04-28,SH-50032
PK-00142,,1,SOCsize6-063,2,2,B-22-4,E016,2025-05-03,SH-50033
PK-00143,12130,2,HEXM10-116,100,100,C-01-2,E020,05/02/25,SH-50033
PK-00144,12130,3,CAB5811-137,1,0,C-20-4,E015,"May 03, 2025",SH-50033
PK-00145,12130,5,DRI1500-016,6,6,A-03-2,E013,05/03/2025,SH-50033
PK-00146,11933,1,CUT80-015,2,2,E-36-1,E013,24-SEP-2025,SH-50034
PK-00147,11933,2,HEX80-033,10,10,F-10-4,E019,2025-09-24,SH-50034
PK-00148,10645,1,FLAM10-028,200,200,E-31-1,E014,2025-09-02,SH-50035
PK-00149 ,10645,2,DRIsize8-138,10,10,C-23-5,E012,2025-09-02,SH-50035
PK-00150,10645,3,ANC51618-019,2,2,A-28-1,E015,09/02/2025,SH-50035
PK-00151,,4,HEXsize8-101,2,2,,E020,09/02/25,SH-50035
PK-00152,10645,5,DRIsize6-105,25,25,B-34-2,E019,,SH-50035
PK-00193,13428,3,DRI1500-016,200,200,E-07-5,E020,02/10/26,
PK-00153,10645,6,DRIM10-072,1,1,C-31-1,E012 ,2025-09-02,SH-50035
PK-00154,10645,7,SOCM10-021,10,10,C-01-5,E015,01-Sep-2025,SH-50035
PK-00155,18712,1,CUT1213-024,4,4,E-25-1,E017,2025-11-17,SH-50036
PK-00156,18712,2,FLAsize8-045,2,2,D-17-2,E012,2025-11-16,SH-50036
PK-00157,18712,3,ABRM12-046,10,10,E-14-5,E018,2025-11-17,SH-50036
PK-00158,18712,4,HEX1250-124,100,,C-07-1,E015,2025-11-17,SH-50036
PK-00159,18712,5,DRIsize8-138,200,200,C-27-3,E013,2025-11-16,SH-50036
PK-00160,18712,6,HOSsize6-103,6,6,F-03-3,E021,16-Nov-2025,SH-50036
PK-00161,18712,7,DRIM12-083,1,1,A-09-2,E017,"Nov 16, 2025",SH-50036 
PK-00162,18712,8,HEX80-033,4,4,C-06-2,E016,16-Nov-2025,
PK-00163,11271,1,HEX60-055 ,12,12,C-03-1,E018,24-NOV-2025,SH-50037
PK-00164,11271,2,ABRM12-095,4,4,C-09-1,E021,2025-11-23,SH-50037
PK-00165,11271,3,DRI2000-004,1,1,E-31-1,E021,"Nov 23, 2025",SH-50037
PK-00166,11271,4,ABR1250-018,2,2,E-06-4,,"Nov 24, 2025",SH-50037
PK-00167,11271,,SOC51618-057,1,1,C-05-2,E014,11/23/2025,SH-50037
PK-00168,18673,1,FLA60-122,25,25,C-09-1,E015,2025-09-12,SH-50038
PK-01140,19690,6,ANC51618-019,12,12,B-05-1,E019,"Sep 18, 2025",SH-50263
PK-00169,18673,2,HOSsize6-103,1,1,B-34-4,E013,09/12/2025,SH-50038
PK-00170,18673,3,ANC3410-074,5,5,B-19-2,E014 ,11-Sep-2025,SH-50038
PK-00171,18673,4,HEXsize8-000,10,10,E-03-1,E018,2025-09-11,SH-50038
PK-00172,18673,5,HEX3410-042,200,199,F-06-2,E016,2025-09-11,SH-50038
PK-00173,18673,6,ABRM12-095,4,4,B-28-3,E016,2025-09-12,SH-50038
PK-01209,13323,3,ANCM8-001,1,1,A-06-4,E014,07-Jul-2025,SH-50277
PK-00174,18673,7,LOCM8-108,50,,F-26-3,E018,2025-09-11,SH-50038
PK-00175,19684,1,ANC51618-019,6,6,C-33-1 ,E020,2025-08-11,SH-50039
PK-01300,11644,6,HOS1000-086,50,50,D-37-2,E020,2025-12-26,SH-50297
PK-00176,19684,2,SOC1500-097,200,200,A-31-4,E013,08/11/25,
PK-00177,19684,3,ABRM8-051,10,10,E-34-1,E018,08/11/2025,SH-50039
PK-00178,19684,4,HOSsize8-128,4,4,B-06-1 ,E012,2025-08-11,SH-50039
PK-00179,19684,5,SOCsize6-098 ,,25,E-03-5,,2025-08-12,SH-50039
PK-00180,19684,6,CUT60-119,200,200,A-36-1,E014,2025-08-11,SH-50039
,19684,7,SOC2000-071,50,50,D-02-1,E015,2025-08-12 ,SH-50039
PK-00182,19684,8,FLAsize8-045,2,2,,E018,08/11/2025,SH-50039
PK-00183,17904,1,FLA50-065,12,12,B-09-1,E019,04-Jul-2025,SH-50040
PK-00184,17904,2,FLAsize6-134,25,25,B-25-5,E015,2025-07-04,SH-50040
PK-00185,17904,3,ANC51618-020,1,1,B-02-1,E021,2025-07-05,SH-50040
PK-00186,17904,4,HOSM12-104,6,6,D-11-5,E020,"Jul 05, 2025",SH-50040
PK-00187,17904,5,NIT80-132,200,200,F-30-1,E021,07/05/25,SH-50040
PK-00805,16594,6,LOCM10-085,,12,F-04-3,E014,,SH-50191
,17904 ,6,FLA1213-026,4,4,F-01-3,E016,07/05/25,SH-50040
PK-00189,17904,7,CAB80-139,25,25,C-06-4,E021,2025-07-05,SH-50040
PK-00190,17904 ,8,DRIsize4-077,10,10,F-24-1,E015,2025-07-04,SH-50040
PK-00191,13428,1,LOC60-069,6,6,E-11-1,E017,2026-02-11,SH-50041
PK-00192,13428,2,FLAM10-028,100,100,B-03-2,E018,2026-02-11,SH-50041
PK-00193,13428,3,DRI1500-016,200,200,E-07-5,E020,02/10/26,
PK-00194,13428,4,ABRsize8-032 ,10,10,E-35-4,E016,2026-02-11,SH-50041
PK-00195,15368,1,ABR50-010,4,4,F-38-4,E020,07/24/25,SH-50042
PK-00196,14413,1,BRG-6205,1,1,E-28-3,E018,"May 04, 2025",SH-50043
PK-00197,14413,2,LOCM6-053,100,100,A-32-3,E019,"May 03, 2025",SH-50043
PK-00198,14413,3,ANC51618-019,200,200,E-33-4,E020,2025-05-04,SH-50043
PK-00199,14413,4,HEX60-055,,2,D-29-5,E012,05/03/2025,SH-50043
PK-00200,16765,1,DRI3816-044,25,25,D-17-1,E015,20-Jul-2025,SH-50044
PK-00201,16765,2,CUTM6-061,50,50,A-19-5,E019,2025-07-19,SH-50044
PK-00202,16765,,6308-882,12,12,C-38-3,E015,19-Jul-2025,SH-50044
PK-00203,16765,4,CUT1213-024,4,4,B-10-5,E017,07/19/2025,SH-50044
PK-00204,16765,5,DRI3410-068,4,4,B-33-1,E015,2025-07-20,SH-50044
PK-00205,14934,1,CUTM6-061,25,25,B-05-2,E015,"Jun 02, 2025",SH-50045
PK-00206,14934,2,CUT1420-049,100,100,A-26-3,E015,06/01/25,SH-50045
PK-00207,17015,1,LOC60-135,1,1,F-18-4,E013,2025-06-11,SH-50046
PK-00208,17015,2,HHCS-254,2,2,E-29-1,E014,"Jun 12, 2025 ",SH-50046
PK-00889,10851,4,DRI2000-048,10,10,F-30-2,E014,02/27/26,SH-50208
PK-00209,17015,3,ANCM6-043,50,50,B-25-4,E020,2025-06-11,SH-50046
PK-00210,17015,4,B62-454,4,3,A-34-1,E019,2025-06-12,SH-50046
PK-00211,17015,5,ANC51618-020,1,1,C-03-3,E019,2025-06-12,SH-50046
PK-00212,15650,1,HEX60-080,10,10,D-18-3,E012,07-Dec-2025,SH-50047
PK-00213,15650,2,CAB1420-107,1,1,A-35-4,E018,2025-12-07,SH-50047
PK-00214,15650,3,NIT1250-117,2,2,D-16-5,E017,2025-12-08,SH-50047
PK-00215,15650 ,5,ANCM6-043,50,50,F-10-4,E012 ,08-Dec-2025,SH-50047
PK-00216,18320,1,B62-454,2,2,E-31-2,E013,2025-10-06,SH-50048
PK-00217,18320,2,ABRM12-046,25,25,A-37-5,E014,"Oct 05, 2025",SH-50048
PK-00218,10901,1,NIT80-132,6,6,D-23-2,E015,2025-06-01,SH-50049
PK-00219,10901,2,CAB80-139,25,25,B-05-1,E012,2025-05-31,SH-50049
PK-00220,10901,3,SOC1250-011,12,12,B-26-5,E021,05/31/2025,SH-50049
PK-00221,14512,1,ABRM8-051,6,6,D-36-3,E019,2026-03-21,SH-50050
PK-00222,14512,3,CABsize4-007,12,12,B-07-5,E016,03/21/26,SH-50050
PK-00223,14512,6,HHCS-254,200,200,E-24-3,E016 ,2026-03-21,SH-50050
PK-00224,14512,7,SOC2000-025,,6,B-30-4,E013,2026-03-21,SH-50050
PK-00225,13187,1,CAB5811-137,12,12,D-09-2,E016,2026-03-02,SH-50051
PK-00226,13187,2,CAB1250-008,2,2,E-40-5,E015,2026-03-01,SH-50051 
PK-00227,13187,3,FLAM10-028,50,50,E-19-5,E014,"Mar 01, 2026",SH-50051
PK-00228,13187,4,ABRM12-095,200,200,F-01-1,E013,2026-03-02,SH-50051
PK-00229,13187,6,LOCsize4-081,10,10,B-34-2,E017,2026-03-02,SH-50051
PK-00230,13187,7,DRIsize4-077,1,1,F-18-3,E017,2026-03-01,SH-50051 
PK-00231,13187,8,CUT1500-089,4,4,D-26-2,E019,03/02/26,SH-50051
PK-00232,12871,1,ABR1250-018,4,4,D-34-3,E020,09/18/25,SH-50052
PK-00233,12871,2,ANC3816-039,50,50,A-17-5,E013,2025-09-17,SH-50052
PK-00234,12871,3,,25,25,C-15-1,E016,2025-09-18,SH-50052
PK-00235,19501,1,ANCM8-001,2,1,D-03-5,E019,2026-03-27,SH-50053
PK-00236,19501,2,HEXM8-094,200,200,D-34-4,E014,"Mar 27, 2026",SH-50053
PK-00237,10029,1,CUTM12-054,1,1,B-09-4,E013,2026-03-20,SH-50054
PK-00238,10029 ,2,HEXsize8-101 ,1,1,C-30-5,E017,2026-03-19,SH-50054
PK-00239,10029,3,ANCM6-043,2,2,E-24-4,E020,2026-03-19,SH-50054
PK-00240,10029,4,ABR1250-018,6,6,F-07-4,E015,2026-03-20,SH-50054
PK-00241,10029,5,LOC1420-087,2,2,F-16-1,E017,2026-03-20,SH-50054
,10029,6,HEXM12-056,10,10,E-37-4,E016,2026-03-19,SH-50054
PK-00243,14530,1,HOSsize6-103,,10,A-05-2 ,E018,2025-10-23,SH-50055
PK-00244,14530,2,HEX2000-093,,25,A-29-3,E015,"Oct 22, 2025",SH-50055
PK-00245,14530,3,ANCM8-040,4,4,B-10-2,E016,10/23/25,SH-50055
PK-00246,14530,4,HEXM10-131,50,50,A-30-1,E018,"Oct 23, 2025",SH-50055
PK-00247,14530,5,HOSM10-070,50,50,A-35-4,E016,2025-10-23,SH-50055
PK-00248,14530,6,HEXM8-094,1,1,B-26-4,E021,23-Oct-2025,SH-50055
PK-00249,16173,1,CAB1250-008,50,49,D-01-2,E018,23-Sep-2025,SH-50056
PK-00250,16173,2,CUT1420-049 ,12,11,B-19-1,E018,2025-09-24,SH-50056
PK-00156,18712,2,FLAsize8-045,2,2,D-17-2,E012,2025-11-16,SH-50036
PK-00251,13048,1,CAB1250-008,4,4,B-35-1,E020,"Mar 09, 2026",SH-50057
PK-00252,13048,2,DRI2000-048,2,2,E-20-3,E021,"Mar 08, 2026",SH-50057
PK-00253,13048,3,CUT1420-049,200,200,B-10-2,E013,2026-03-08,SH-50057
PK-00254,13625,1,FLA1213-026,4,4,D-03-1,E012,"Dec 17, 2025",SH-50058
PK-00255,13625,2,HOSM10-070,100,100,A-12-5,E016,12/18/2025,SH-50058
PK-01197,14755 ,5,,4,4,E-19-4,E018,"Dec 10, 2025",SH-50274
PK-00256,13625,3,LOC60-135,6,6,D-14-3,E019,2025-12-18,SH-50058
PK-00257,,4,HHCS-254,4,4,A-22-3,E015,12/18/2025,SH-50058
PK-00258,11455,1,ANCsize6-005,1,1,D-40-3,E014,2025-06-20,SH-50059
PK-00259,16494,1,ABRM8-051,10,10,B-01-2,E020,2026-01-27,SH-50060
PK-00260,16494,2,CUTM12-054,12,12,E-28-2,E013,01/27/2026,SH-50060
PK-00261,16494,3,LOCsize8-120,4,4,B-15-1,E021,01/28/2026,SH-50060
PK-00262,16494,4,CUTM6-061,10,10,B-06-5,E019,27-Jan-2026,SH-50060
PK-00263,10582,1,CAB80-139,100,100,B-07-2,E015,10/17/25,SH-50061
PK-00264,10582,,LOC3410-096,200,200,D-09-5,E012,2025-10-16,SH-50061
PK-00265,10139,1,HEX1250-124,200,200,F-36-1,E020,"Jun 24, 2025",SH-50062
PK-00266,10139,2,ANC51618-019,100,100,D-01-3,E015,24-Jun-2025,SH-50062
PK-00267,10139,3,LOCM6-053,4,4,B-26-2,E019,2025-06-23,SH-50062
PK-00268,10139,4,SOC1375-113,6,6,D-38-1,E017,2025-06-24,SH-50062
PK-00269,10139,5,6308-882,10,10,E-11-4,E017,2025-06-23,SH-50062
PK-00270,10139,6,NIT80-132,2,2,B-17-3,E014,2025-06-24,SH-50062
PK-00271,10139,7,ABR1250-018,1,1,A-20-5,E012,06/23/2025,SH-50062
PK-00272,10139,8,SOC2000-025,6,6,C-19-1,E017,2025-06-24,SH-50062
PK-00273 ,11967,1,CUT3410-037,12,12,A-02-5,E018,2026-01-06,SH-50063
PK-00274,11967,2,FLA1213-026,200,200,D-07-1,E014,2026-01-07,
PK-00275,11967,3,CUTM6-047,12,12,E-22-4,E014,06-Jan-2026,SH-50063
PK-00276,11967,4,LOC60-069,200,200,B-10-5,,2026-01-07,SH-50063
PK-00277,15931,1,HEXM10-116,10,10,F-31-2,E019,14-Jan-2026,SH-50064
PK-00278,15931,2,6308-882,4,,B-37-5,E016 ,2026-01-14,SH-50064
PK-00279,15931,3,LOCM8-108 ,100,100,C-25-2,E019,,
PK-00280,15931,4,FLAM12-013,1,1,D-07-3,E016,2026-01-14,SH-50064
PK-00082,11649,3,ANCM8-040,2,2,D-32-5,E012,"Aug 13, 2025",SH-50021
PK-00281,15931,5,CUT1213-024,200,200,C-30-2,E017,2026-01-14,SH-50064
PK-00282,15931,6,LOC60-060,200,200,,E016,01/14/2026,SH-50064
,15931,7,HHCS-254,12,12,F-07-5,E012,2026-01-14,SH-50064
PK-00284,15931,8,FLAsize6-118,50,49,D-28-4,E021,14-Jan-2026,SH-50064 
PK-00285 ,12574,1,HEXM8-094,10,10,E-07-4,E016,06/22/2025,SH-50065
PK-00286,12574,2,HEX3410-042,2,2,C-12-3,E020,06/22/25,SH-50065
PK-00287,12574,4,B62-454,1,,B-01-4,E015,2025-06-23,SH-50065
PK-00288,12530,2,HEX3410-042,2,2,D-30-5,E015,01-Aug-2025 ,SH-50066
PK-00160,18712,6,HOSsize6-103,6,6,F-03-3,E021,16-Nov-2025,SH-50036
