PAYMENT_ID,CUSTOMER_ID,PAYMENT_DATE,METHOD,REFERENCE,AMOUNT,APPLIED_TO_INVOICE,UNAPPLIED,REMITTANCE_SOURCE
RFS-CR00020,RFS-CUST0014,,Card,399245,19854.9,28171,0.0,Email remittance
RFS-CR00021,,2025-10-11,ACH,713875,$82.72,23807,,Portal
RFS-CR00022,RFS-CUST0023 ,21-Dec-2025,ACH,704020,9506.66,24246,0.0,Lockbox
RFS-CR00023,RFS-CUST0010,2025-12-21,Card,159195,"$28,182.76",21553,0.0,Email remittance
RFS-CR00024,RFS-CUST0004,23-Aug-2025,ACH,701396,"$1,227.14",23401,0.0,Lockbox
RFS-CR00025,RFS-CUST0016,"Sep 22, 2025",Wire,109803,372.84,21610,0.0,Lockbox
RFS-CR00026,RFS-CUST0022,,Card,526993,"$20,546.81 ",21062,0.0,Email remittance
RFS-CR00027,RFS-CUST0011,12/19/25,Card,784264,6988.3,21821,0.0,Lockbox
RFS-CR00028,RFS-CUST0022,2025-10-31,Check,364124,5057.77,,0.0,Bank feed
RFS-CR00029,RFS-CUST0014,2025-08-22,Check,931397,2383.83,20204,0.0,Lockbox
RFS-CR00030,RFS-CUST0008,2025-07-07,Card,765524,"$22,440.70",,0.0,
RFS-CR00031,RFS-CUST0020,2025-06-24,ACH,447931,9328.09,20784,0.0,Lockbox
RFS-CR00032,RFS-CUST0012,2025-10-17,ACH,504637,"$1,332.95",20418,0.0,Lockbox
RFS-CR00033,RFS-CUST0012,2025-08-25,Card,671916,5093.97,,0.0,Lockbox
RFS-CR00034,RFS-CUST0017,2026-01-10,Check,586143,29130.46,27331,0.0,Email remittance
RFS-CR00035,RFS-CUST0015,01/11/26,Check,357900,$671.11,28687,0.0,Lockbox
RFS-CR00036,RFS-CUST0009,23-Oct-2025,ACH,467801 ,15753.86,22593,0.0,Email remittance
RFS-CR00188,RFS-CUST0011,2025-06-13,Card,606316,"$8,521.91",25218,,Email remittance
RFS-CR00037,RFS-CUST0008,10/12/2025,Card,218264,40011.53,26986,0.0,Portal
RFS-CR00038,RFS-CUST0025,07/30/25,Check,608579,8639.72,22258,0.0,Bank feed
RFS-CR00039,RFS-CUST0022,09/22/25,ACH,672398,$131.95,24856,0.0,Email remittance
RFS-CR00040,RFS-CUST0013,2025-06-08,ACH,864923,23726.18,28868,0.0,Email remittance
RFS-CR00041,RFS-CUST0008,08/25/2025,Wire,984930,8270.3,21331,0.0,Lockbox
RFS-CR00042,RFS-CUST0006,04-Jul-2025,ACH,676957,6192.82,21224,0.0,Email remittance
RFS-CR00043,RFS-CUST0006,2025-07-15,ACH,540964,5229.9,22528,0.0,Email remittance
RFS-CR00044,RFS-CUST0005,2025-12-30,Wire,980054,5304.67,20481,0.0,Email remittance
RFS-CR00045,RFS-CUST0015,2025-11-24,Wire,656928,"$2,183.45",29746,0.0,Bank feed
RFS-CR00046,RFS-CUST0020,07/15/2025,ACH,971024 ,1683.07,28553,0.0,Lockbox
RFS-CR00047,RFS-CUST0021,"Oct 15, 2025",ACH,853996,6221.88,28172 ,0.0,Email remittance
RFS-CR00048,RFS-CUST0013 ,14-Nov-2025,Wire,296357,"$6,247.40",24618,0.0,Email remittance
RFS-CR00049,RFS-CUST0008,11/03/2025,Card,811829,2647.96,27172,0.0,Bank feed
RFS-CR00050,RFS-CUST0022,2026-03-08,Wire,481947,4373.73,29602,0.0,Lockbox
RFS-CR00051,RFS-CUST0015,"Jul 10, 2025 ",ACH,227279,124.82,26622,0.0,Email remittance
RFS-CR00052,RFS-CUST0005,2025-12-01,ACH,910374,7204.0,20529,0.0,Email remittance
RFS-CR00053,RFS-CUST0006 ,2025-07-14,Wire,950123,19088.68,29491,0.0,Email remittance
RFS-CR00054,RFS-CUST0018,"FEB 27, 2026",Check,522585,21076.51,28184,0.0,Bank feed
RFS-CR00055,RFS-CUST0006,2026-03-05,ACH,261080,"$13,095.73",28093,0.0,Bank feed
RFS-CR00056,RFS-CUST0001,2025-08-01,,930609,1047.92,28496,0.0,Lockbox
RFS-CR00057,RFS-CUST0002,09/24/2025,ACH,965743,153.32,25378,0.0,Bank feed
RFS-CR00058,RFS-CUST0025,2025-09-18,ACH,340041,12253.14,26221,0.0,EMAIL REMITTANCE
RFS-CR00059,RFS-CUST0013,20-Nov-2025,ACH,647334,7826.88,25858,0.0,Bank feed
RFS-CR00060,RFS-CUST0025,2025-12-21,Wire,414324,36716.77,27586,0.0,Portal
RFS-CR00061,RFS-CUST0003,2025-09-01,Card,230027,"$1,176.48",29016,0.0,Portal
RFS-CR00062,RFS-CUST0010,2025-07-06,Card,171521,"$1,560.94",28354,0.0,Lockbox
RFS-CR00063,RFS-CUST0013,2025-06-28,ACH,911337,15.19,25424 ,0.0,Lockbox
RFS-CR00064,RFS-CUST0007,2026-02-25,Card,580924,"$11,574.00",23807,0.0,LOCKBOX
RFS-CR00065,,2025-07-10,Wire,422307,"$3,882.37",26282,0.0,Portal
RFS-CR00066,RFS-CUST0013,03/14/26,ACH,221815,2234.9,29631,0.0,Bank feed
RFS-CR00067,RFS-CUST0012,2025-10-27,ACH,888515,$170.20,21903,0.0,Portal
RFS-CR00068,RFS-CUST0015,2025-11-05,ACH,871121,$945.04,25966,0.0,Lockbox
RFS-CR00069,RFS-CUST0008,2025-07-19,,167882,$724.61,28981,0.0,Email remittance
RFS-CR00070,RFS-CUST0015,2025-09-07,Card,821590,4687.3,28016,0.0,Bank feed
RFS-CR00071,RFS-CUST0006,2025-07-27,Card,700121,3852.31,26240 ,0.0,Lockbox
RFS-CR00072,RFS-CUST0006,"Aug 29, 2025",ACH,207016,10106.5,24492,0.0,Email remittance
RFS-CR00073,RFS-CUST0004,12/28/25,ACH,835892,"$19,638.84",25368,0.0,Portal
RFS-CR00074,RFS-CUST0004 ,2025-08-31 ,Check,215055,$577.36,26236,0.0,Bank feed
RFS-CR00075,RFS-CUST0025,06/16/25,Wire,848340,9077.41,23186,0.0,Email remittance
RFS-CR00076,RFS-CUST0003,2025-08-20,Card ,448618,7644.54,22616,0.0,Portal
RFS-CR00077,RFS-CUST0007,2026-02-20,Check,224137,"$1,700.10",24659,0.0,
RFS-CR00078,RFS-CUST0009,01/02/26,Wire,453472,8110.43,22499,0.0,Portal
RFS-CR00079,RFS-CUST0021,2025-07-09,Wire,569544,356.5,28140,0.0,Email remittance
RFS-CR00080,RFS-CUST0003,07/21/2025,ACH,580458,2161.66,21160,0.0,Lockbox
RFS-CR00081,RFS-CUST0011,2026-01-07,Card,223306,52.44,26611,0.0,Lockbox
RFS-CR00082,RFS-CUST0001,11/11/2025,ACH,690881,212.53,20824,0.0,Portal
RFS-CR00083,RFS-CUST0019,2026-01-05,ACH,653763,134.64,28645,0.0,Lockbox
RFS-CR00084,RFS-CUST0015,2026-02-23,Check,945310,3147.06,27632,,
RFS-CR00085,RFS-CUST0008,2026-01-28,Wire,327006,"$6,959.57",27211,0.0,Portal
RFS-CR00086,RFS-CUST0013,20-Aug-2025,ACH,556091,"$5,893.29",27395,0.0,Lockbox
RFS-CR00087,RFS-CUST0006,"Jan 28, 2026",ACH,950573,"$3,767.55",20594,0.0,Portal
RFS-CR00088,RFS-CUST0020,11/08/2025,Card,600766,"$1,250.36",21200,0.0,Lockbox
RFS-CR00089,RFS-CUST0006,2026-03-25,ACH,802514,209.7,28530 ,0.0,Lockbox
RFS-CR00090,RFS-CUST0016,06/21/25,Check,816698,8654.84,21598,0.0,EMAIL REMITTANCE
RFS-CR00091 ,RFS-CUST0001,2025-11-19,Wire,313564,834.19,22127,0.0,PORTAL
RFS-CR00092,RFS-CUST0023,2026-03-15,ACH,719078,"$14,804.14",20146,0.0,Bank feed
RFS-CR00093,RFS-CUST0018,"Oct 03, 2025",ACH,247453,2716.11,24879,0.0,Lockbox
RFS-CR00094,RFS-CUST0017,2025-12-23,ACH,445305,"$10,023.71",28743,0.0,Portal
RFS-CR00095,RFS-CUST0007,2025-09-02,Card,575171,"$1,359.97",22907,0.0,Lockbox
RFS-CR00096,RFS-CUST0025,2025-10-18,Wire,744788,3998.99,25749,0.0,Lockbox
RFS-CR00097,RFS-CUST0009,"Dec 27, 2025",Check,522603,20966.45,28065,0.0,Bank feed
RFS-CR00098,RFS-CUST0008,"Aug 12, 2025",Check,408648 ,556.6,29547,0.0,Email remittance
RFS-CR00099,RFS-CUST0011,2025-05-25,Check,856374,"$9,386.99",20528,0.0,Bank feed
RFS-CR00100,RFS-CUST0009,2025-12-24,CHECK,841245,4195.75,22118,0.0,Bank feed
RFS-CR00101,RFS-CUST0017,07/14/25,Wire,454362,1635.64,26910,0.0,Portal
RFS-CR00102,RFS-CUST0004,2026-02-10,,606266,$122.71 ,26943,0.0,Bank feed
RFS-CR00103,RFS-CUST0020,"Jul 08, 2025",Check,965542,4777.21,22227,0.0,Bank feed
RFS-CR00104 ,RFS-CUST0025,10/11/2025,Wire,603132,1902.08,20068,0.0,Lockbox
RFS-CR00105,RFS-CUST0009,10/17/25,Check,794425,38022.14,24074,0.0,Email remittance
RFS-CR00106,RFS-CUST0012,2025-11-07,ACH,686655,"$6,579.66",25896 ,0.0,Email remittance
RFS-CR00107,RFS-CUST0010,09-Jul-2025 ,ACH,226950,1824.1,21390,0.0,Portal
RFS-CR00108,RFS-CUST0012,2025-09-19,Card,233691,$601.73,23520,0.0,Portal
RFS-CR00109,RFS-CUST0004,2025-12-25,Card,772687,"$19,477.95",29233,0.0,Portal
RFS-CR00110,RFS-CUST0021,2026-03-19,Card,,"$1,196.69",27812,0.0,
RFS-CR00111,RFS-CUST0003,"Jan 27, 2026",Check,968197,"$16,044.88",27761,0.0,Lockbox
RFS-CR00112,RFS-CUST0010,2026-01-11,ACH,234512,"$1,516.95",28344,0.0,Portal
RFS-CR00113,RFS-CUST0020,2025-10-19,ACH,388573,7628.8,27962,,Bank feed
RFS-CR00114,RFS-CUST0014,12/06/25,ACH,931016,21429.5,28210,0.0,Lockbox
RFS-CR00115,RFS-CUST0004,2025-12-14,ACH,265309,13034.13,23349,0.0,Bank feed
RFS-CR00255,RFS-CUST0016,"Mar 18, 2026",Wire,,8104.11,27391,0.0,Portal
RFS-CR00116,RFS-CUST0001,10/31/25,ACH,122301,325.12,29139,0.0,Lockbox
RFS-CR00117,RFS-CUST0013,"Jan 24, 2026",Card,307034,"$14,577.27",20861,0.0,Portal
RFS-CR00118,RFS-CUST0008,2025-07-09,Wire,880480 ,3925.57,21027,0.0,Portal
RFS-CR00119,RFS-CUST0021,2025-07-01,Check,531625,5587.16,,0.0,Lockbox
RFS-CR00120,RFS-CUST0012,2025-09-16,Wire,804879,63.66,20191,0.0,Email remittance
RFS-CR00121,RFS-CUST0006 ,15-Feb-2026,Wire,915445,"$6,134.30",28281,0.0,Portal
RFS-CR00122,RFS-CUST0018,2025-12-02,ACH,563526,"$28,020.61",26374,0.0,Portal
RFS-CR00123,RFS-CUST0012,01/10/26,Check,597958,"$7,599.91",23656,0.0,Lockbox
RFS-CR00124,RFS-CUST0008,07/31/25,Check,823792,25367.38,25493,0.0,Bank feed
RFS-CR00125,RFS-CUST0023,26-Dec-2025,ACH,770642,5946.39,28627,0.0,Portal
RFS-CR00126,RFS-CUST0014,2026-03-17,Check,467716,5541.06,26397,0.0,Portal 
RFS-CR00127,RFS-CUST0021,2025-08-16,ACH,310649,9907.08,,0.0,Portal 
RFS-CR00128,RFS-CUST0004,22-Sep-2025,Wire,807999,"$5,956.19",20266,0.0,Bank feed
RFS-CR00129,RFS-CUST0001,10-Aug-2025,,649398,973.63,29710,0.0,PORTAL
RFS-CR00130,RFS-CUST0009,2025-12-25,ACH,721542,9304.82,20868,0.0,Lockbox
RFS-CR00131,RFS-CUST0004,2026-03-08,Wire,291195,"$4,534.82",22188,0.0,Email remittance
RFS-CR00132,RFS-CUST0014,2025-12-19,ACH,188121,7724.94,22503,0.0,Lockbox
RFS-CR00133,RFS-CUST0006,2025-10-11,ACH,441945,424.49,21894,0.0,Bank feed
RFS-CR00134,RFS-CUST0022,01/27/2026,Wire,357371,8051.72,25774,0.0,Portal
RFS-CR00135,RFS-CUST0023,2025-07-25,Card,809805,"$7,834.45",23976,0.0,Portal
RFS-CR00136,RFS-CUST0022,2025-10-01,Card,385455,,21317 ,0.0,Bank feed
RFS-CR00137,RFS-CUST0008,2025-07-23,Card,361261,15342.23,21470,0.0,Lockbox
RFS-CR00138,RFS-CUST0010,2025-07-18,ACH,538242,5474.93,21540,0.0,Bank feed
RFS-CR00139 ,RFS-CUST0013,26-Oct-2025,ACH,653705,"$4,356.65",27649,0.0,Email remittance
RFS-CR00140,RFS-CUST0022,2026-02-01,ACH,131276,"$2,875.87",23185,0.0,Bank feed
RFS-CR00141,RFS-CUST0006,2026-01-19,ACH,,12541.37,26217,0.0,Bank feed
RFS-CR00142,RFS-CUST0016,2026-01-14,ACH,374633,2021.6,25499,0.0,Portal
RFS-CR00143,RFS-CUST0008,07/23/25,ACH,358556,"$24,182.83",20645,0.0,Bank feed
RFS-CR00144,RFS-CUST0020,2026-01-07,Wire,543048,"$17,076.97",20210 ,0.0,Bank feed 
RFS-CR00145,RFS-CUST0005,12/01/2025,ACH,314175,$509.37,24919,0.0,Email remittance
RFS-CR00146,RFS-CUST0006,2026-01-29,ACH,666655,"$10,235.67",28338,0.0,Lockbox
RFS-CR00147,RFS-CUST0005,2026-03-16,Card,675076,"$27,459.08",27390,0.0,Email remittance
RFS-CR00148,RFS-CUST0002,2026-03-10,ACH,977450,2256.95,26392,0.0,Lockbox
RFS-CR00149,RFS-CUST0021,11/16/25,ACH,759467,"$9,345.39",23323,0.0,Portal
RFS-CR00150,RFS-CUST0020,"Jun 19, 2025",ACH,295436,1218.06,29851,0.0,EMAIL REMITTANCE
RFS-CR00151,RFS-CUST0007,2026-02-08,Card,383613,"$9,372.71",25258,0.0,
RFS-CR00152,RFS-CUST0018,06/15/2025,Check,671054,7124.68,25356,0.0,Email remittance
RFS-CR00153,RFS-CUST0013,2025-07-24,Check,932766,1977.39,23197,0.0,Email remittance
RFS-CR00154,RFS-CUST0009,2026-03-31,ACH,418065,"$4,858.81",27574,0.0,Bank feed
RFS-CR00155,RFS-CUST0011,09/16/2025,ACH,861566,3877.44,23993,0.0,Email remittance
RFS-CR00156,RFS-CUST0006,08/21/25 ,ACH,613819,$651.02,25146,0.0,Bank feed
RFS-CR00157,RFS-CUST0003,09-Dec-2025,Card,916165,1921.51,25657,0.0,Portal
RFS-CR00158,RFS-CUST0005,"Jan 15, 2026",Card,110856 ,$409.44,28192,0.0,Bank feed
RFS-CR00159,RFS-CUST0005,10/25/2025,Card,957687,2143.85,29502,0.0,BANK FEED
RFS-CR00160,RFS-CUST0019,2025-12-13,Wire,716576,14681.91,23086,0.0,Email remittance
RFS-CR00161,RFS-CUST0001,03/31/2026 ,Card,296298,"$10,493.63",22389,0.0,Portal
RFS-CR00162,RFS-CUST0005,2025-12-24,Card,348456,"$13,557.14",24924 ,0.0,Lockbox
RFS-CR00163 ,RFS-CUST0021,2025-11-21,Card,399949,"$4,858.00",26392,0.0,Portal
RFS-CR00164,RFS-CUST0002,01-Jan-2026,Check,676466,"$11,524.69",23390,0.0,Email remittance
RFS-CR00165,RFS-CUST0009,"JAN 13, 2026",Wire,295419,12254.88,23331,0.0,Portal
RFS-CR00166,RFS-CUST0023,02/19/2026,Card,448377,7714.71,24417,0.0,Email remittance
RFS-CR00167,RFS-CUST0012,09/05/2025,ACH,154641,"$2,069.07",24036,0.0,Portal
RFS-CR00168,RFS-CUST0025,2025-07-25,ACH ,585305,"$23,219.09",24980,0.0,Lockbox
RFS-CR00169,RFS-CUST0015,2025-06-17,Check,491765,,20549,0.0,Bank feed
RFS-CR00170,RFS-CUST0001,2025-09-09,Wire,138352,6041.98,24457,0.0,Portal
RFS-CR00171,RFS-CUST0015,2025-07-11,Card,686827,6782.24,28978,0.0,Portal
RFS-CR00172,RFS-CUST0021,2025-06-30,ACH,745749,"$13,917.54",26565,0.0,Email remittance
RFS-CR00173,RFS-CUST0003,26-Aug-2025,ACH,696314,3306.89,26049,0.0,Bank feed
RFS-CR00174,RFS-CUST0001,2025-10-26,ACH,856074,"$19,117.92",21385,0.0,Portal
RFS-CR00175,RFS-CUST0005,11/10/25,Check,550601,207.6,21014 ,0.0,Email remittance
RFS-CR00176,RFS-CUST0021,01/05/26,Wire ,301027,2202.94,29407,0.0,Bank feed
RFS-CR00177,RFS-CUST0021,08/01/25,Wire,868417,29110.85,24993,0.0,Lockbox
RFS-CR00178,RFS-CUST0023,2026-02-15,Check,124043,3276.88,20208,0.0,Bank feed
RFS-CR00179,RFS-CUST0014,2025-08-01 ,Card,536503,$920.40,27096,0.0,Email remittance
RFS-CR00180,RFS-CUST0025,09-Nov-2025,ACH,266539,"$1,203.63",25655,0.0,Email remittance
RFS-CR00181,RFS-CUST0005,12/24/2025,ACH,891595,16853.87,28211,0.0,Portal
RFS-CR00182,RFS-CUST0018,30-Jan-2026,Check,946696,"$15,319.77",26519,0.0,Portal
RFS-CR00183,RFS-CUST0007,05-Aug-2025,Wire,770555,"$26,251.17",20091,0.0,Lockbox
RFS-CR00184,RFS-CUST0002,2025-12-19,Check,607055,2537.65,21410,0.0,Lockbox
RFS-CR00185,RFS-CUST0016,16-Aug-2025,Check,958000,"$10,696.75",24388,0.0,Portal
RFS-CR00186,,"Aug 25, 2025",ACH,877291,"$6,689.01",27212,0.0,
RFS-CR00187,RFS-CUST0013,"Jun 03, 2025",Wire,999002,"$23,267.17",23246,0.0,Email remittance
RFS-CR00188,RFS-CUST0011,2025-06-13,Card,606316,"$8,521.91",25218,,Email remittance
RFS-CR00189,RFS-CUST0020,2026-01-06 ,Check ,724778,"$3,929.35",29441,0.0,Email remittance
RFS-CR00190,RFS-CUST0005,25-Feb-2026,ACH,329563,10739.67,27390,0.0,Lockbox
RFS-CR00191,RFS-CUST0008,2026-02-05,Card,559199,15309.97,29959,0.0,Bank feed
RFS-CR00192,RFS-CUST0017,"Jul 04, 2025",Check,541436,1568.19,25329,0.0,Bank feed
RFS-CR00193,RFS-CUST0009,2025-07-22,CHECK,976396,"$11,571.65",29995,0.0,Lockbox
RFS-CR00194,RFS-CUST0011,09/06/25,ACH ,823732,"$21,389.18",24529,0.0,Lockbox
RFS-CR00195,RFS-CUST0003,2025-09-29,ACH,826181,42021.52,26619,0.0,Portal
RFS-CR00196,RFS-CUST0015,"Jan 21, 2026",Wire,214494,"$4,065.29",26661,0.0,Bank feed
RFS-CR00197,RFS-CUST0008,31-Jan-2026,ACH,808304,4955.48,27289,0.0,Bank feed
RFS-CR00198,RFS-CUST0003,2025-12-17,Card,674656,$49.22,26102,,Bank feed
RFS-CR00199,RFS-CUST0011,26-Sep-2025,Check,972603,"$15,427.71",28061,0.0,Bank feed
RFS-CR00200,RFS-CUST0010,"Nov 29, 2025",Wire,648253,21123.53,22053,0.0,Portal
RFS-CR00201,RFS-CUST0005,2025-09-20,Check,840258,10553.48,28449,0.0,Bank feed
RFS-CR00202,RFS-CUST0025,2025-12-11,ACH,927794,8408.09,24234,0.0,Email remittance
RFS-CR00203,RFS-CUST0013,26-Aug-2025,Check,523649,4456.6,24708,0.0,Bank feed
,RFS-CUST0004,03/16/2026,ACH,645269,789.93,25959,0.0,
RFS-CR00205,RFS-CUST0020,06/26/25,Card,719172,1055.38,27916,0.0,Lockbox
RFS-CR00206,RFS-CUST0016,2025-11-26 ,,686743,4129.28,20712,0.0,Email remittance
RFS-CR00207,RFS-CUST0018,17-SEP-2025,ACH,940166,474.69,25879,0.0,Bank feed
RFS-CR00208,RFS-CUST0010,2026-01-07,ACH,616683,4348.92,25489,0.0,Portal
RFS-CR00209,RFS-CUST0018,2025-10-02,Card,171225,7416.41,29123,0.0,Portal
RFS-CR00210,RFS-CUST0004,"Jul 30, 2025",Check,242313,577.64,28177,0.0,Email remittance
RFS-CR00211,RFS-CUST0021,2025-12-19,Check,761199,30710.89,20328,0.0,Email remittance 
,RFS-CUST0012,2025-11-13,Wire,360349,"$14,819.82",27976,0.0,Email remittance
RFS-CR00213,RFS-CUST0025,2026-01-27,Check,654312,333.64,21865,0.0,Bank feed
RFS-CR00214,RFS-CUST0023,2026-03-31,Wire,541033,"$16,485.86",23114,0.0,Bank feed 
RFS-CR00215,RFS-CUST0005,21-Aug-2025,Wire,126323,4671.55,27049,0.0,Lockbox
RFS-CR00216,RFS-CUST0003,2026-01-05,ACH,500059,"$18,518.77",21325,0.0,Lockbox
RFS-CR00217,RFS-CUST0021,01/15/26,ACH,238029,"$35,799.61",27942,0.0,Bank feed
RFS-CR00218,RFS-CUST0018,2026-03-18,ACH,955012,4542.0,29071,0.0,Portal
RFS-CR00219,RFS-CUST0025 ,2025-06-20,Check,420142,"$24,339.50 ",21122,0.0,Bank feed
RFS-CR00220,RFS-CUST0025,12/17/25,ACH,417361,2444.54,28907,0.0,Bank feed
RFS-CR00221,RFS-CUST0007,2025-09-08,Card,390189 ,4048.39,28862,0.0,Portal
RFS-CR00222,RFS-CUST0013,10/06/2025,Card,111415,"$7,981.51",23195,0.0,Bank feed
RFS-CR00009,RFS-CUST0002,2025-12-09,ACH,543986,3480.09,20760,0.0,Email remittance
RFS-CR00223,RFS-CUST0006,2025-11-13,Card,100335,36958.43,,0.0,Lockbox
RFS-CR00294,RFS-CUST0009,2025-12-04,Check,948614,,25775,0.0,Email remittance
RFS-CR00224,,"Feb 01, 2026",,218195,2339.01,25337,0.0,Bank feed
RFS-CR00054,RFS-CUST0018,"FEB 27, 2026",Check,522585,21076.51,28184,0.0,Bank feed
RFS-CR00225,RFS-CUST0002,,,843320,"$1,852.55",24760,0.0,Lockbox
RFS-CR00226,RFS-CUST0005,10/29/2025,ACH,976969,514.49,24377,0.0,Portal
RFS-CR00227,RFS-CUST0013,"Jan 21, 2026",ACH,303009,1292.5,27976,0.0,Email remittance
RFS-CR00228,RFS-CUST0009,02-Mar-2026,Card,252177,"$9,163.37",22178,0.0,Lockbox
RFS-CR00229,RFS-CUST0016,2026-01-27,Wire,177466,7395.75,21272,0.0,Lockbox
RFS-CR00230,RFS-CUST0018,"Oct 28, 2025",ACH,232529,"$18,379.50",29124,0.0,Lockbox
RFS-CR00231,RFS-CUST0011,2025-07-25,ACH,712374,1692.26,29409,0.0,Bank feed
RFS-CR00232,RFS-CUST0013,2026-01-12,Check,107166,14425.99,28130,0.0,Portal
RFS-CR00233,RFS-CUST0021,2025-10-14,CHECK,178449,548.35,21576,0.0,Email remittance
RFS-CR00234,RFS-CUST0008,"Jul 14, 2025",ACH,412720,15787.11,29663,0.0,Portal
RFS-CR00235,RFS-CUST0002,2025-08-29,Wire,337382,6701.15,22801,0.0,Bank feed
RFS-CR00236,RFS-CUST0020,2025-11-27,ACH,373788,9191.3,29220,0.0,Bank feed
RFS-CR00310,RFS-CUST0018,2025-08-08,Check,176860,"$10,977.28",24030,0.0,Email remittance
RFS-CR00237,RFS-CUST0005,21-Aug-2025,Card,769902,24068.7,27424,0.0,Bank feed
RFS-CR00238,RFS-CUST0022,2026-02-23,Card,219755,16622.11,28103,0.0,Portal
RFS-CR00120,RFS-CUST0012,2025-09-16,Wire,804879,63.66,20191,0.0,Email remittance
RFS-CR00239,RFS-CUST0025,2025-07-11,Wire,873348,23131.26,23539,0.0,Bank feed
RFS-CR00240,RFS-CUST0008,2025-11-06,ACH,415693,13019.97,24654,0.0,Portal
RFS-CR00241,RFS-CUST0005,01/27/2026,ACH,781169,$928.86,22709,0.0,Bank feed
RFS-CR00242,RFS-CUST0001,2025-09-10,ACH,748031,5961.27,26983,0.0,Bank feed
RFS-CR00243,RFS-CUST0012,08/24/2025,Check,320839,"$3,293.28",26564,0.0,Lockbox
RFS-CR00244,RFS-CUST0009,2026-01-04,ACH,288167,4994.01,28896 ,0.0,Email remittance
RFS-CR00245,RFS-CUST0023,2025-09-13,ACH,690714,$353.41,25786,0.0,Lockbox
RFS-CR00246,RFS-CUST0009,10/02/25,Check,465567,5359.77,28761,0.0,Bank feed
RFS-CR00247,RFS-CUST0007,"Jun 28, 2025",Wire,589672,"$6,713.99",22373,0.0,Lockbox
RFS-CR00248,RFS-CUST0015,26-Sep-2025,ACH,542435,3297.79,29512,0.0,Portal
RFS-CR00249,RFS-CUST0022,02/19/26,Wire,986569,12040.38,25616,0.0,Portal
RFS-CR00250,RFS-CUST0011,2025-11-29 ,ACH ,158529,4415.15,21417,0.0,Bank feed
RFS-CR00251,RFS-CUST0015,2025-12-21,Check,888843,19375.76,23051,0.0,Portal
RFS-CR00252,RFS-CUST0022,07/22/25,ACH,139384,"$9,104.89",21547,0.0,Email remittance
RFS-CR00253,RFS-CUST0009 ,2025-08-22,ACH,645567,"$3,989.68",27110,0.0,Lockbox
RFS-CR00254,RFS-CUST0001,03/13/2026,Check,734924,22480.15,27857,0.0,Email remittance
RFS-CR00255,RFS-CUST0016,"Mar 18, 2026",Wire,,8104.11,27391,0.0,Portal
RFS-CR00085,RFS-CUST0008,2026-01-28,Wire,327006,"$6,959.57",27211,0.0,Portal
RFS-CR00256,RFS-CUST0007,12/28/2025,ACH,904773,6733.65,25138,0.0,Lockbox
RFS-CR00257,RFS-CUST0021,2025-11-02,Wire,796292,"$3,863.44",,0.0,Portal
RFS-CR00258,RFS-CUST0023,01/31/2026,ACH,419882,,22100,0.0,Bank feed
RFS-CR00259,RFS-CUST0007,23-Nov-2025,Card,861562,4063.88,21365,0.0,Bank feed
RFS-CR00260,RFS-CUST0025,2025-09-05,ACH,772199,"$19,119.83",27038,0.0,Portal
