quote_id,line,item_id,qty,unit_price,lead_time_days
Q-26048,1,A-20092,1,2120.77,23
Q-26049,1,A-20039,1,562.68,26
Q-26049,2,A-20087,1,507.98,12
Q-26050,1,A-20082,5,1207.47,6
Q-26050,2,A-20043,5,1896.5,10
Q-26050,3,A-20036,1,3381.61,12
Q-26050,4,A-20087,1,507.98,30
Q-26050,5,A-20030,1,223.49,29
Q-26051,1,A-20038,3,2830.97,30
Q-26051,2,A-20093,3,3372.79,20
Q-26052,1,A-20038,1,2823.13,30
Q-26052,2,A-20039,1,617.57,25
Q-26053,1,A-20043,1,2081.52,6
Q-26053,2,A-20110,2,4450.9,21
Q-26053,3,A-20090,5,1212.24,24
Q-26054,1,A-20077,1,1231.46,28
Q-26055,1,A-20039,5,631.29,23
Q-26055,2,A-20110,1,4945.44,18
Q-26055,3,A-20043,1,2312.8,4
Q-26056,1,A-20063,2,1632.39,26
Q-26056,2,A-20039,3,562.68,21
Q-26056,3,A-20033,1,439.23,7
Q-26057,1,A-20053,3,764.38,19
Q-26057,2,A-20022,2,179.24,8
Q-26057,3,A-20072,2,442.24,30
Q-26058,1,A-20065,5,1019.84,20
Q-26058,2,A-20092,1,2327.67,22
Q-26058,3,A-20077,1,1166.64,4
Q-26058,4,A-20022,1,202.81,29
Q-26058,5,A-20114,3,398.6,20
Q-26059,1,A-20022,2,184.78,3
Q-26059,2,A-20114,3,363.17,3
Q-26059,3,A-20092,1,2120.77,14
Q-26059,4,A-20082,1,1159.17,27
Q-26060,1,A-20087,2,619.49,30
Q-26060,2,A-20043,1,2312.8,13
Q-26061,1,A-20034,5,127.81,24
Q-26061,2,A-20072,1,442.24,14
Q-26062,1,A-20030,5,245.3,27
Q-26062,2,A-20090,2,1212.24,13
Q-26063,1,A-20107,5,3711.05,12
Q-26063,2,A-20110,1,4945.44,4
Q-26063,3,A-20110,3,4945.44,27
Q-26064,1,A-20033,3,408.48,16
Q-26065,1,A-20002,1,2311.59,22
Q-26065,2,A-20020,1,492.92,10
Q-26065,3,A-20043,3,2081.52,14
Q-26065,4,A-20070,2,2895.8,14
Q-26066,1,A-20034,2,140.27,16
Q-26067,1,A-20053,2,764.38,24
Q-26067,2,A-20020,5,482.91,10
Q-26067,3,A-20003,5,2753.07,8
Q-26067,4,A-20072,5,442.24,7
Q-26067,5,A-20082,3,1207.47,22
Q-26068,1,A-20020,2,588.91,12
Q-26068,2,A-20078,3,1275.6,13
Q-26068,3,A-20087,1,619.49,25
Q-26068,4,A-20087,1,619.49,26
Q-26068,5,A-20002,3,2568.43,14
Q-26069,1,A-20076,1,1090.02,27
Q-26069,2,A-20013,3,218.8,28
Q-26069,3,A-20061,5,234.16,9
Q-26070,1,A-20114,5,363.17,30
Q-26070,2,A-20039,1,562.68,8
Q-26070,3,A-20003,2,2753.07,3
Q-26070,4,A-20097,5,342.03,29
Q-26070,5,A-20097,5,342.03,3
Q-26071,1,A-20053,3,885.56,22
Q-26072,1,A-20101,2,3597.42,16
Q-26072,2,A-20092,5,2586.3,13
Q-26073,1,A-20065,3,929.19,4
Q-26073,2,A-20092,2,2120.77,14
Q-26073,3,A-20061,1,217.33,30
Q-26073,4,A-20039,1,562.68,15
Q-26074,1,A-20073,2,631.49,27
Q-26074,2,A-20073,1,671.8,21
Q-26074,3,A-20033,3,439.23,16
Q-26074,4,A-20110,5,4055.26,12
Q-26074,5,A-20061,2,217.33,25
Q-26075,1,A-20022,1,214.07,4
Q-26075,2,A-20058,3,409.0,8
Q-26075,3,A-20058,5,392.64,30
Q-26076,1,A-20020,1,588.91,29
Q-26077,1,A-20022,5,214.07,18
Q-26077,2,A-20020,3,559.46,7
Q-26077,3,A-20065,1,1076.5,8
Q-26077,4,A-20022,3,214.07,16
Q-26077,5,A-20107,1,3525.5,22
Q-26078,1,A-20038,1,2979.97,15
Q-26079,1,A-20031,2,212.2,11
Q-26079,2,A-20076,1,1200.76,23
Q-26079,3,A-20114,1,350.77,10
Q-26079,4,A-20002,3,2311.59,9
Q-26080,1,A-20092,3,2118.18,22
Q-26080,2,A-20040,1,282.86,24
Q-26080,3,A-20073,1,737.34,20
Q-26081,1,A-20061,1,238.54,24
Q-26082,1,A-20092,1,2456.99,14
Q-26083,1,A-20070,2,3217.56,30
Q-26083,2,A-20020,3,588.91,14
Q-26083,3,A-20053,1,932.17,23
Q-26083,4,A-20087,5,619.49,25
Q-26084,1,A-20034,3,140.27,10
Q-26084,2,A-20076,2,1200.76,28
Q-26084,3,A-20038,3,2823.13,10
Q-26084,4,A-20013,5,207.29,12
Q-26084,5,A-20076,2,1200.76,22
Q-26085,1,A-20033,1,439.23,15
Q-26085,2,A-20090,3,1104.48,13
Q-26085,3,A-20082,1,1207.47,3
Q-26085,4,A-20073,1,671.8,13
Q-26085,5,A-20002,1,2106.11,14
Q-26086,1,A-20073,1,737.34,12
Q-26087,1,A-20097,5,375.4,29
Q-26087,2,A-20040,1,282.86,26
Q-26087,3,A-20107,1,3339.95,24
Q-26087,4,A-20097,1,375.4,20
Q-26088,1,A-20101,5,2784.4,20
Q-26088,2,A-20038,3,2823.13,28
Q-26088,3,A-20090,2,1212.24,11
Q-26088,4,A-20039,1,617.57,21
Q-26089,1,A-20063,5,1891.18,27
Q-26089,2,A-20082,1,1398.89,7
Q-26089,3,A-20077,5,1231.46,4
Q-26089,4,A-20039,3,651.88,4
Q-26089,5,A-20070,3,3056.68,28
Q-26090,1,A-20063,1,1791.65,23
Q-26090,2,A-20033,5,482.08,30
Q-26091,1,A-20070,3,2767.1,4
Q-26091,2,A-20061,2,238.54,28
Q-26091,3,A-20053,2,838.95,19
Q-26092,1,A-20036,3,3381.61,7
Q-26092,2,A-20082,1,1207.47,30
Q-26092,3,A-20110,2,4055.26,23
Q-26092,4,A-20020,2,482.91,22
Q-26093,1,A-20022,1,202.81,24
Q-26093,2,A-20061,3,238.54,7
Q-26093,3,A-20022,3,202.81,27
Q-26094,1,A-20040,5,257.72,7
Q-26095,1,A-20087,2,588.52,21
Q-26095,2,A-20003,5,3189.53,13
Q-26095,3,A-20038,3,2979.97,26
Q-26096,1,A-20033,3,482.08,5
Q-26096,2,A-20053,1,838.95,14
Q-26096,3,A-20043,1,2081.52,23
Q-26097,1,A-20076,5,1200.76,10
Q-26097,2,A-20090,5,1212.24,18
Q-26097,3,A-20070,1,2895.8,23
Q-26097,4,A-20082,1,1325.27,30
Q-26097,5,A-20107,1,3339.95,10
Q-26098,1,A-20013,1,207.29,25
Q-26099,1,A-20092,2,2285.0,6
Q-26099,2,A-20076,5,1267.47,3
Q-26099,3,A-20033,1,508.87,27
Q-26100,1,A-20087,5,507.98,16
Q-26100,2,A-20072,1,442.24,26
Q-26100,3,A-20087,3,507.98,3
Q-26100,4,A-20097,5,328.35,4
Q-26100,5,A-20072,1,442.24,8
Q-26101,1,A-20058,2,353.03,11
Q-26101,2,A-20107,1,3043.06,24
Q-26101,3,A-20065,1,929.19,14
Q-26101,4,A-20043,1,1896.5,28
Q-26101,5,A-20101,1,2949.88,28
Q-26102,1,A-20073,3,671.8,14
Q-26102,2,A-20114,1,363.17,24
Q-26102,3,A-20058,1,353.03,10
Q-26103,1,A-20002,1,2106.11,5
Q-26103,2,A-20073,1,671.8,7
Q-26103,3,A-20034,1,127.81,6
Q-26104,1,A-20038,1,2979.97,13
Q-26104,2,A-20101,3,3417.55,17
Q-26104,3,A-20073,1,778.31,24
Q-26105,1,A-20061,1,238.54,7
Q-26105,2,A-20082,5,1325.27,3
Q-26105,3,A-20063,5,1791.65,11
Q-26106,1,A-20107,3,3043.06,11
Q-26106,2,A-20092,5,2120.77,23
Q-26106,3,A-20043,1,1896.5,3
Q-26106,4,A-20090,3,1104.48,21
Q-26106,5,A-20036,1,3381.61,30
Q-26107,1,A-20073,3,671.8,13
Q-26107,2,A-20114,3,363.17,4
Q-26108,1,A-20034,3,134.04,3
Q-26108,2,A-20087,3,619.49,22
Q-26108,3,A-20022,5,225.34,18
Q-26109,1,A-20013,3,207.29,8
Q-26109,2,A-20070,1,2895.8,14
Q-26109,3,A-20078,1,1148.04,16
Q-26109,4,A-20090,5,1212.24,9
Q-26109,5,A-20107,2,3339.95,29
Q-26110,1,A-20058,3,353.03,22
Q-26110,2,A-20073,1,597.9,7
Q-26110,3,A-20077,1,1062.94,3
Q-26110,4,A-20013,3,188.86,20
Q-26110,5,A-20013,5,188.86,10
Q-26111,1,A-20033,5,508.87,10
Q-26111,2,A-20039,3,651.88,18
Q-26111,3,A-20072,2,512.35,30
Q-26111,4,A-20092,1,2456.99,6
Q-26111,5,A-20070,1,2964.98,14
Q-26112,1,A-20097,3,396.25,24
Q-26112,2,A-20020,3,559.46,24
Q-26112,3,A-20076,2,1267.47,24
Q-26112,4,A-20090,1,1279.58,7
Q-26113,1,A-20097,3,375.4,22
Q-26113,2,A-20003,1,3021.66,25
Q-26114,1,A-20065,1,929.19,29
Q-26114,2,A-20097,3,342.03,17
Q-26114,3,A-20114,3,319.59,8
Q-26114,4,A-20072,3,442.24,9
Q-26114,5,A-20033,2,439.23,9
Q-26115,1,A-20087,3,507.98,26
Q-26115,2,A-20101,3,2949.88,28
Q-26116,1,A-20031,1,193.34,30
Q-26117,1,A-20114,1,442.89,22
Q-26117,2,A-20038,1,3136.81,18
Q-26117,3,A-20070,3,2863.63,15
Q-26118,1,A-20022,5,184.78,8
Q-26118,2,A-20034,1,127.81,24
Q-26118,3,A-20034,5,127.81,29
Q-26118,4,A-20043,2,1896.5,20
Q-26118,5,A-20061,2,217.33,20
Q-26119,1,A-20065,2,1019.84,17
Q-26120,1,A-20076,3,1116.71,17
Q-26121,1,A-20077,1,1231.46,5
Q-26121,2,A-20110,1,4698.17,22
Q-26122,1,A-20110,1,4698.17,4
Q-26122,2,A-20101,1,3417.55,19
Q-26122,3,A-20090,1,1279.58,24
Q-26122,4,A-20063,3,1891.18,30
Q-26123,1,A-20058,1,430.53,19
Q-26123,2,A-20090,2,1346.93,5
Q-26123,3,A-20087,5,619.49,10
Q-26123,4,A-20034,1,155.86,23
Q-26123,5,A-20040,2,314.29,9
Q-26124,1,A-20070,1,2895.8,12
Q-26124,2,A-20110,2,4450.9,3
Q-26124,3,A-20002,1,2311.59,8
Q-26125,1,A-20065,1,1133.16,24
Q-26125,2,A-20107,1,3711.05,4
Q-26125,3,A-20101,1,3597.42,12
Q-26126,1,A-20061,5,217.33,6
Q-26126,2,A-20034,2,127.81,16
Q-26126,3,A-20072,1,442.24,15
Q-26127,1,A-20087,5,619.49,13
Q-26128,1,A-20070,1,3217.56,12
Q-26128,2,A-20101,5,3597.42,8
Q-26128,3,A-20053,2,932.17,8
Q-26128,4,A-20076,1,1334.18,26
Q-26129,1,A-20022,1,202.81,11
Q-26129,2,A-20013,2,207.29,20
Q-26130,1,A-20058,5,353.03,15
Q-26130,2,A-20065,3,929.19,18
Q-26130,3,A-20053,1,671.16,29
Q-26130,4,A-20030,1,196.67,24
Q-26130,5,A-20090,2,1104.48,23
Q-26131,1,A-20110,1,4450.9,17
Q-26131,2,A-20013,1,207.29,9
Q-26131,3,A-20107,3,3339.95,30
Q-26132,1,A-20058,1,409.0,15
Q-26132,2,A-20031,1,223.99,29
Q-26133,1,A-20022,1,202.81,16
Q-26134,1,A-20020,3,530.02,19
Q-26134,2,A-20101,1,3237.68,25
Q-26134,3,A-20092,1,2327.67,6
Q-26134,4,A-20077,5,1166.64,11
Q-26134,5,A-20022,3,202.81,17
Q-26135,1,A-20058,1,409.0,22
Q-26135,2,A-20101,5,3417.55,9
Q-26135,3,A-20058,1,409.0,16
Q-26135,4,A-20034,3,148.07,25
Q-26135,5,A-20101,3,3417.55,3
Q-26136,1,A-20039,1,686.19,3
Q-26136,2,A-20070,1,3217.56,6
Q-26136,3,A-20090,1,1346.93,7
Q-26136,4,A-20078,1,1275.6,16
Q-26137,1,A-20065,5,1019.84,12
Q-26137,2,A-20114,5,398.6,18
Q-26137,3,A-20093,2,3195.28,30
Q-26137,4,A-20078,1,1148.04,16
Q-26137,5,A-20097,3,375.4,3
Q-26138,1,A-20043,1,2081.52,10
Q-26138,2,A-20063,1,1737.9,13
Q-26138,3,A-20092,2,2327.67,18
Q-26139,1,A-20040,5,314.29,11
Q-26140,1,A-20078,3,1275.6,6
Q-26140,2,A-20087,5,619.49,27
Q-26141,1,A-20092,5,2327.67,25
Q-26141,2,A-20013,3,207.29,17
Q-26141,3,A-20030,1,245.3,23
Q-26142,1,A-20070,1,2767.1,13
Q-26142,2,A-20033,5,482.08,30
Q-26143,1,A-20058,5,430.53,6
Q-26143,2,A-20053,3,932.17,25
Q-26143,3,A-20022,1,225.34,27
Q-26143,4,A-20030,1,272.55,30
Q-26144,1,A-20097,1,396.25,24
Q-26144,2,A-20058,1,355.83,23
Q-26144,3,A-20107,1,3525.5,24
Q-26144,4,A-20040,1,298.58,19
Q-26144,5,A-20077,2,1231.46,23
Q-26145,1,A-20022,1,202.81,25
Q-26145,2,A-20082,3,1325.27,17
Q-26145,3,A-20090,1,1212.24,13
Q-26145,4,A-20038,3,2823.13,9
Q-26145,5,A-20078,3,1148.04,23
Q-26146,1,A-20107,1,3043.06,12
Q-26147,1,A-20093,2,3550.31,17
Q-26147,2,A-20072,5,539.32,6
Q-26147,3,A-20077,3,1296.27,11
Q-26147,4,A-20073,1,819.27,3
Q-26147,5,A-20063,1,1990.72,11
Q-26148,1,A-20034,1,155.86,22
Q-26148,2,A-20114,1,442.89,11
Q-26149,1,A-20093,3,2911.25,4
Q-26149,2,A-20039,2,562.68,30
Q-26149,3,A-20036,5,3381.61,24
Q-26149,4,A-20078,1,1045.99,27
Q-26149,5,A-20073,3,671.8,28
Q-26150,1,A-20003,1,3021.66,16
Q-26150,2,A-20003,2,3021.66,28
Q-26151,1,A-20110,1,4945.44,21
Q-26151,2,A-20076,5,1334.18,14
Q-26151,3,A-20003,5,3357.4,18
Q-26151,4,A-20072,1,539.32,21
Q-26152,1,A-20053,3,583.91,19
Q-26152,2,A-20072,1,442.24,9
Q-26152,3,A-20101,3,2949.88,21
Q-26153,1,A-20082,3,1472.52,10
Q-26153,2,A-20093,1,3550.31,5
Q-26153,3,A-20073,1,819.27,15
Q-26154,1,A-20087,1,507.98,11
Q-26154,2,A-20061,1,217.33,18
Q-26154,3,A-20043,1,1896.5,26
Q-26154,4,A-20020,3,482.91,21
Q-26155,1,A-20077,2,1231.46,16
Q-26156,1,A-20038,2,2572.18,28
Q-26156,2,A-20031,3,193.34,29
Q-26157,1,A-20087,3,507.98,24
Q-26157,2,A-20031,3,193.34,24
Q-26157,3,A-20077,5,1062.94,13
Q-26157,4,A-20107,1,3043.06,11
Q-26158,1,A-20039,1,686.19,10
Q-26158,2,A-20110,1,4945.44,14
Q-26158,3,A-20114,2,442.89,24
Q-26158,4,A-20040,1,314.29,15
Q-26159,1,A-20040,3,257.72,30
Q-26159,2,A-20110,2,4055.26,20
Q-26159,3,A-20061,3,217.33,25
Q-26159,4,A-20031,2,193.34,16
Q-26160,1,A-20053,1,932.17,12
Q-26160,2,A-20061,1,265.04,3
Q-26161,1,A-20073,3,778.31,4
Q-26161,2,A-20065,3,1076.5,10
Q-26161,3,A-20061,1,251.79,29
Q-26161,4,A-20076,1,1000.63,19
Q-26161,5,A-20087,5,588.52,30
Q-26162,1,A-20110,5,4055.26,8
Q-26162,2,A-20038,1,2572.18,27
Q-26162,3,A-20030,2,223.49,10
Q-26162,4,A-20087,3,507.98,23
Q-26162,5,A-20033,5,439.23,8
Q-26163,1,A-20039,3,617.57,29
Q-26163,2,A-20038,5,2823.13,7
Q-26164,1,A-20097,5,342.03,21
Q-26164,2,A-20053,5,764.38,22
Q-26165,1,A-20020,1,588.91,21
Q-26165,2,A-20082,5,1384.17,8
Q-26166,1,A-20053,2,932.17,29
Q-26167,1,A-20065,1,1076.5,28
Q-26167,2,A-20072,3,512.35,8
Q-26168,1,A-20082,1,1325.27,21
Q-26168,2,A-20020,1,530.02,17
Q-26169,1,A-20038,1,2979.97,17
Q-26169,2,A-20082,5,1398.89,19
Q-26169,3,A-20038,1,2979.97,29
Q-26170,1,A-20093,3,2503.68,16
Q-26170,2,A-20053,3,671.16,6
Q-26171,1,A-20003,3,3021.66,25
Q-26171,2,A-20033,3,482.08,4
Q-26171,3,A-20087,3,557.54,23
Q-26172,1,A-20077,1,1062.94,7
Q-26172,2,A-20002,1,2106.11,30
Q-26172,3,A-20038,5,2572.18,25
Q-26172,4,A-20043,2,1896.5,30
Q-26173,1,A-20107,3,3339.95,25
Q-26173,2,A-20038,2,2823.13,28
Q-26173,3,A-20036,5,3711.52,4
Q-26173,4,A-20038,3,2512.59,20
Q-26174,1,A-20090,1,1104.48,17
Q-26174,2,A-20110,2,4055.26,6
Q-26174,3,A-20061,1,217.33,3
Q-26174,4,A-20034,5,111.19,4
Q-26174,5,A-20002,2,2106.11,13
Q-26175,1,A-20043,1,1896.5,17
Q-26176,1,A-20036,1,3381.61,27
Q-26177,1,A-20107,5,3339.95,29
Q-26178,1,A-20034,1,155.86,19
Q-26179,1,A-20114,5,442.89,7
Q-26179,2,A-20078,2,1275.6,8
Q-26179,3,A-20097,2,417.11,20
Q-26180,1,A-20072,3,442.24,8
Q-26181,1,A-20039,1,562.68,15
Q-26181,2,A-20077,3,1062.94,5
Q-26182,1,A-20107,1,3043.06,5
Q-26182,2,A-20073,1,671.8,19
Q-26182,3,A-20070,2,2638.4,8
Q-26182,4,A-20092,3,2120.77,11
Q-26183,1,A-20031,2,223.99,12
Q-26183,2,A-20092,3,2456.99,19
Q-26183,3,A-20022,5,214.07,3
Q-26183,4,A-20073,5,700.48,17
Q-26184,1,A-20022,2,202.81,29
Q-26184,2,A-20039,1,561.99,23
Q-26184,3,A-20043,1,2081.52,23
Q-26184,4,A-20003,3,3021.66,30
Q-26184,5,A-20040,3,282.86,16
Q-26185,1,A-20076,5,1094.03,17
Q-26185,2,A-20033,3,439.23,23
Q-26185,3,A-20030,1,223.49,27
Q-26185,4,A-20040,2,257.72,28
Q-26185,5,A-20070,1,2638.4,25
Q-26186,1,A-20030,5,223.49,9
Q-26186,2,A-20107,3,3043.06,23
Q-26186,3,A-20092,1,2120.77,20
Q-26186,4,A-20072,5,442.24,30
Q-26187,1,A-20031,1,212.2,14
Q-26187,2,A-20038,2,2823.13,22
Q-26187,3,A-20053,1,838.95,21
Q-26187,4,A-20070,5,2895.8,20
Q-26187,5,A-20070,1,2895.8,11
Q-26188,1,A-20065,5,1008.51,15
Q-26189,1,A-20101,3,3597.42,5
Q-26189,2,A-20082,3,1472.52,11
Q-26189,3,A-20078,1,1275.6,7
Q-26190,1,A-20013,1,218.8,5
Q-26190,2,A-20020,5,559.46,13
Q-26190,3,A-20070,1,3056.68,27
Q-26191,1,A-20033,1,508.87,26
Q-26191,2,A-20043,5,2197.16,12
Q-26191,3,A-20087,3,588.52,8
Q-26191,4,A-20078,2,1211.82,17
Q-26192,1,A-20022,2,196.05,26
Q-26193,1,A-20031,5,193.34,30
Q-26194,1,A-20003,1,2753.07,19
Q-26194,2,A-20036,5,3381.61,28
Q-26194,3,A-20020,3,482.91,6
Q-26194,4,A-20107,5,3043.06,13
Q-26194,5,A-20043,2,1896.5,9
Q-26195,1,A-20065,3,929.19,23
Q-26196,1,A-20030,3,245.3,13
Q-26196,2,A-20101,2,3237.68,22
Q-26196,3,A-20073,5,693.1,6
Q-26197,1,A-20114,3,398.6,14
Q-26197,2,A-20002,1,2311.59,9
