Date,Description,Debit,Credit,Balance
"Aug 10, 2025",ACH 11955 PARKER HANNIFIN,348972.75,,-1030573.59
2025-08-12,Card DEPOSIT 401090,,13752.0,1336917.29
2025-08-12,ACH DEPOSIT 215292,,41953.91,1378871.2
2025-08-13,ACH 16723 BALDOR-RELIANCE (ABB),681.05,,-1031254.64
2025-08-14,Card EFT MSC INDUSTRIAL SUPPLY,74281.38,,-1105536.02
08/14/2025,ACH 28733 KAMAN INDUSTRIAL TECHN,993452.84,,-2098988.86
2025-08-15,ACH DEPOSIT 499104,,3320.24,1382191.44
2025-08-15,Card DEPOSIT 377618,,2827.71,1385019.15
15-Aug-2025,Check EFT FASTENAL,22268.55,,-2121257.41
2025-08-16,ACH 16038 MOTION INDUSTRIES,60853.45,,-2182110.86
2025-08-16,ACH EFT BALDOR-RELIANCE (ABB),151222.74,,-2333333.6
2025-08-16,Check EFT FASTENAL,356529.11,,-2689862.71
"Aug 16, 2025",Check 19276 BALDOR-RELIANCE (ABB),365473.43,,-3055336.14
08/16/2025,Check 11279 PARKER HANNIFIN,799905.38,,-3855241.52
2025-08-17,ACH DEPOSIT 386441,,25947.61,1410966.76
2025-08-17,ACH DEPOSIT 239579,,37982.78,1448949.54
2025-08-17,ACH DEPOSIT 168584,,11823.43,1460772.97
17-Aug-2025,ACH 29390 FASTENAL,206436.93,,-4061678.45
2025-08-17,Card 14269 MSC INDUSTRIAL SUPPLY,9075.52,,-4070753.97
2025-08-18,Wire DEPOSIT 713455,,13456.47,1474229.44
2025-08-18,ACH EFT GRAINGER,3364.16,,-4074118.13
2025-08-19,Wire DEPOSIT 491530 ,,826.99,1475056.43
2025-08-19,Card EFT GARLOCK SEALING TECHNO,94241.3,,-4168359.43
2025-08-19,ACH EFT GARLOCK SEALING TECHNO,7582.68,,-4175942.11
2025-08-20,Card DEPOSIT 430806,,2402.4,1477458.83
20-Aug-2025,ACH DEPOSIT 700915,,51849.33,1529308.16
2025-08-20,Card DEPOSIT 543334,,38548.94,1567857.1
2025-08-20,ACH 23937 PARKER HANNIFIN,265695.07,,-4441637.18
2025-08-21,Check DEPOSIT 113604,,26422.38,1594279.48
2025-08-21,ACH EFT BRIGHTON-BEST INTERNAT,73242.04,,-4514879.22
2025-08-22,ACH DEPOSIT 815184,,1890.98,1596170.46
2025-08-22,Check DEPOSIT 772864,,2804.15,1598974.61
2025-08-24,Check DEPOSIT 809504,,18276.08,1617250.69
2025-08-24,Check DEPOSIT 794685,,36801.61,1654052.3
24-Aug-2025,Wire DEPOSIT 838305,,10688.51,1664740.81
2025-08-24,ACH DEPOSIT 861732,,1273.08,1666013.89
2025-08-25,ACH DEPOSIT 749828,,46063.32,1712077.21
2025-08-25,ACH 25377 MOTION INDUSTRIES,14018.7,,-4528897.92
2025-08-25,ACH EFT APEX FASTENER CORP,12112.26,,-4541010.18
2025-08-25,Card EFT ULINE,28484.6,,-4569494.78
2025-08-25,ACH 28964 KAMAN INDUSTRIAL TECHN,7603.59,,-4577098.37
"Aug 26, 2025",ACH DEPOSIT 905609,,2263.23,1714340.44
2025-08-26,ACH DEPOSIT 564344,,13947.75,1728288.19
2025-08-27,ACH DEPOSIT 591562,,4366.77,1732654.96
2025-08-27,Card DEPOSIT 713162,,871.42,1733526.38
2025-08-27,Check DEPOSIT 939184,,5526.55,1739052.93
2025-08-29,ACH DEPOSIT 975758,,17717.14,1756770.07
2025-08-29,Card DEPOSIT 167329,,3326.5,1760096.57
2025-08-30,ACH DEPOSIT 896935,,47797.01,1807893.58
2025-08-30,Wire DEPOSIT 577767,,18.92,1807912.5
2025-08-30,Wire DEPOSIT 545372,,10477.23,1818389.73
2025-08-30,Card 14024 REGAL REXNORD,20976.8,,-4598075.17
2025-08-30,ACH EFT BRIGHTON-BEST INTERNAT,880792.92,,-5478868.09
2025-08-31,Wire DEPOSIT 286750,,15790.26,1834179.99
2025-08-31,Wire DEPOSIT 978959,,13827.8,1848007.79
2025-08-31,Check 18927 FASTENAL,633967.13,,-6112835.22
2025-08-31,PAYCOM PAYROLL,246271.8,,-29504916.5
2025-09-01,Card DEPOSIT 993910,,5837.57,1853845.36
"Sep 02, 2025",Card DEPOSIT 509565,,35134.07,1888979.43
09/02/25,Check DEPOSIT 884236,,9852.36,1898831.79
2025-09-02,ACH EFT MSC INDUSTRIAL SUPPLY,10604.0,,-6123439.22
2025-09-03,Check DEPOSIT 285122,,29812.94,1928644.73
2025-09-03,Check DEPOSIT 194022,,29864.91,1958509.64
2025-09-03,Check DEPOSIT 482146,,7045.51,1965555.15
2025-09-03,ACH 18376 MOTION INDUSTRIES,28012.08,,-6151451.3
05-Sep-2025,Card DEPOSIT 493587,,40817.73,2006372.88
2025-09-05,ACH DEPOSIT 252671,,37939.69,2044312.57
2025-09-06,Card DEPOSIT 877720,,32301.97,2076614.54
06-Sep-2025,Wire DEPOSIT 287346,,290.98,2076905.52
2025-09-06,ACH 28612 MSC INDUSTRIAL SUPPLY,6176.2,,-6157627.5
2025-09-07,Check DEPOSIT 794650,,24841.06,2101746.58
2025-09-07,ACH 11194 FASTENAL,307201.44,,-6464828.94
2025-09-07,ACH EFT PARKER HANNIFIN,550056.39,,-7014885.33
2025-09-08,Wire DEPOSIT 438285,,222.3,2101968.88
2025-09-09,Check DEPOSIT 136665,,29253.75,2131222.63
2025-09-09,Card DEPOSIT 637014,,15461.21,2146683.84
2025-09-09,ACH EFT BALDOR-RELIANCE (ABB),110021.66,,-7124906.99
2025-09-09,ACH EFT APEX FASTENER CORP,85827.54,,-7210734.53
2025-09-10,ACH DEPOSIT 997783,,24602.71,2171286.55
2025-09-11,Card DEPOSIT 209436,,3664.64,2174951.19
2025-09-11,ACH DEPOSIT 928202,,16165.74,2191116.93
2025-09-11,Check DEPOSIT 288462,,15192.62,2206309.55
2025-09-12,ACH DEPOSIT 350114,,277.46,2206587.01
2025-09-12,Card DEPOSIT 549400,,9214.75,2215801.76
2025-09-12,Check 15612 FASTENAL,320629.1,,-7531363.63
2025-09-12,Check EFT ULINE,12994.0,,-7544357.63
2025-09-13,ACH 11111 KAMAN INDUSTRIAL TECHN,289772.96,,-7834130.59
14-Sep-2025,Card DEPOSIT 767700,,17507.23,2233308.99
15-Sep-2025,Wire DEPOSIT 115149,,8301.52,2241610.51
2025-09-16,ACH DEPOSIT 525274,,306.22,2241916.73
2025-09-16,Check DEPOSIT 799775,,17438.14,2259354.87
2025-09-17,Check DEPOSIT 566333,,630.63,2259985.5
2025-09-17,ACH EFT FASTENAL,12563.9,,-7846694.49
2025-09-18,Card 22260 APPLIED INDUSTRIAL TEC,16850.0,,-7863544.49
2025-09-19,Check DEPOSIT 934749,,5438.17,2265423.67
2025-09-19,Card EFT GARLOCK SEALING TECHNO,51259.1,,-7914803.59
2025-09-20,ACH DEPOSIT 905780,,2248.45,2267672.12
20-Sep-2025,Wire DEPOSIT 553397,,7597.32,2275269.44
2025-09-21,Card DEPOSIT 955444,,5428.33,2280697.77
2025-09-22,Wire DEPOSIT 723737,,4599.31,2285297.08
2025-09-22,ACH DEPOSIT 185154,,10959.82,2296256.9
2025-09-23,Wire DEPOSIT 763302,,2457.72,2298714.62
2025-09-24,ACH DEPOSIT 675064,,5505.66,2304220.28
2025-09-24,Card DEPOSIT 176712,,9873.85,2314094.13
2025-09-24,Card EFT APEX FASTENER CORP,18024.86,,-7932828.45
2025-09-24,Check EFT W W GRAINGER INC,5506.5,,-7938334.95
2025-09-25,Card DEPOSIT 378280,,-193.38,2313900.75
2025-09-25,ACH DEPOSIT 122885,,17494.92,2331395.67
2025-09-25,Check DEPOSIT 404165 ,,13750.66,2345146.33
2025-09-25,Wire DEPOSIT 842034,,7802.7,2352949.03
2025-09-25,Card DEPOSIT 947660,,1604.76,2354553.79
2025-09-25,Check DEPOSIT 861618,,30284.45,2384838.24
2025-09-25,ACH EFT MOTION INDUSTRIES,32468.15,,-7970803.1
2025-09-25,ACH 28525 MOTION INDUSTRIES,4310.08,,-7975113.18
09/25/25,Card EFT SANDVIK COROMANT,31541.23,,-8006654.41
2025-09-26,Check DEPOSIT 790025,,1624.84,2386463.08
2025-09-26 ,ACH EFT KAMAN INDUSTRIAL TECHN,284864.91,,-8291519.32
2025-09-27,ACH DEPOSIT 523364,,7345.59,2393808.67
2025-09-28,Check 16271 KAMAN INDUSTRIAL TECHN,288782.5,,-8580301.82
2025-09-28,Card 17782 REGAL REXNORD,6985.51,,-8587287.33
2025-09-28 ,ACH EFT ALRO STEEL,15631.35,,-8602918.68
2025-09-29,ACH DEPOSIT 345183,,1546.09,2395354.76
2025-09-29,ACH DEPOSIT 439605,,10265.61,2405620.37
2025-09-29,Check EFT GRAINGER,1257.05,,-8604175.73
2025-09-30,PAYCOM PAYROLL,246273.9,,-29751190.4
2025-10-01,ACH 21329 PARKER HANNIFIN,265695.07,,-8869870.8
2025-10-03,Check DEPOSIT 520687,,21348.46,2426968.83
2025-10-03,Wire DEPOSIT 272143,,16279.9,2443248.73
2025-10-03,ACH EFT MSC INDUSTRIAL SUPPLY,30344.64,,-8900215.44
2025-10-03,ACH EFT REGAL REXNORD,69880.12,,-8970095.56
2025-10-04,ACH DEPOSIT 248964,,347.46,2443596.19
2025-10-05,ACH DEPOSIT 192499,,4294.29,2447890.48
2025-10-05,Check EFT BALDOR-RELIANCE (ABB),159131.74,,-9129227.3
2025-10-06,ACH DEPOSIT 447454,,38964.29,2486854.77
2025-10-06,ACH DEPOSIT 212123,,61718.86,2548573.63
2025-10-06,Check DEPOSIT 342901,,62421.75,2610995.38
2025-10-06,Check EFT FASTENAL,316417.92,,-9445645.22
2025-10-08,Check DEPOSIT 588122,,2576.57,2613571.95
2025-10-08,Wire DEPOSIT 926630,,62580.33,2676152.28
2025-10-10,Card DEPOSIT 488678,,14204.96,2690357.24
2025-10-10,ACH EFT GARLOCK SEALING TECHNO,55984.44,,-9501629.66
2025-10-11,ACH DEPOSIT 777479,,8721.59,2699078.83
2025-10-11,ACH EFT ULINE,414182.42,,-9915812.08
2025-10-11,ACH EFT BALDOR-RELIANCE (ABB),168094.34,,-10083906.42
2025-10-12,Wire DEPOSIT 561266,,8188.67,2707267.5
2025-10-12,Card 15080 BRIGHTON-BEST INTERNAT,49949.2,,-10133855.62
2025-10-12,Card 22588 BALDOR-RELIANCE (ABB),275014.1,,-10408869.72
2025-10-12,Card EFT ALRO STEEL,2463.6,,-10411333.32
2025-10-13,ACH DEPOSIT 624530,,7269.33,2714536.83
2025-10-13,ACH DEPOSIT 765446 ,,3799.51,2718336.34
2025-10-14,ACH DEPOSIT 687223,,5318.78,2723655.12
2025-10-14,Card 26715 ALRO STEEL,5184.0,,-10416517.32
2025-10-14,ACH EFT BALDOR-RELIANCE (ABB),34551.27,,-10451068.59
2025-10-16,ACH 11882 APEX FASTENER CORP,30075.29,,-10481143.88
2025-10-17,Check DEPOSIT 875502,,27191.82,2750846.94
2025-10-17,Check EFT APPLIED INDUSTRIAL TEC,397576.23,,-10878720.11
2025-10-18,Card EFT GRAINGER,441.45,,-10879161.56
2025-10-19,ACH DEPOSIT 925259,,437.89,2751284.83
2025-10-20,Check DEPOSIT 286412,,2562.45,2753847.28
2025-10-20,Card DEPOSIT 986321,,4896.48,2758743.76
2025-10-20,ACH EFT REGAL REXNORD,358371.85,,-11237533.41
2025-10-21,Wire DEPOSIT 744753,,18480.17,2777223.93
2025-10-21,Check 28723 SANDVIK COROMANT,69500.27,,-11307033.68
2025-10-22,Check DEPOSIT 733922,,11646.11,2788870.04
2025-10-22,Check DEPOSIT 156418,,2498.99,2791369.03
2025-10-22,ACH DEPOSIT 550440,,550.5,2791919.53
2025-10-22,Check DEPOSIT 217337,,34078.98,2825998.51
2025-10-22,Card EFT APEX FASTENER CORP,21942.5,,-11328976.18
2025-10-23,Card EFT GARLOCK SEALING TECHNO,34147.26,,-11363123.44
2025-10-24,Wire DEPOSIT 784968,,202.88,2826201.39
2025-10-25,ACH DEPOSIT 958619,,12346.24,2838547.63
2025-10-26,ACH DEPOSIT 888863,,36225.32,2874772.95
2025-10-27,ACH DEPOSIT 400524,,4920.6,2879693.55
2025-10-27,ACH DEPOSIT 356333,,249.88,2879943.43
10/27/25,ACH EFT SANDVIK COROMANT,147406.3,,-11510529.74
2025-10-27,ACH 13718 MCMASTER-CARR,104264.57,,-11614794.31
2025-10-28,Check DEPOSIT 163917,,34200.53,2914143.96
2025-10-28,ACH EFT BALDOR-RELIANCE (ABB),156259.49,,-11771053.8
2025-10-28,Card EFT HAAS AUTOMATION,23679.32,,-11794733.12
2025-10-29,Wire DEPOSIT 301009,,10941.05,2925085.01
2025-10-29,ACH DEPOSIT 312060,,12372.74,2937457.75
2025-10-29,ACH DEPOSIT 575755,,11619.67,2949077.42
2025-10-29,Check 16143 REGAL REXNORD,11252.1,,-11805985.22
2025-10-30,Check DEPOSIT 490697,,1028.09,2950105.51
2025-10-30,Wire DEPOSIT 487759,,1150.38,2951255.89
2025-10-31,Wire DEPOSIT 679679,,15233.84,2966489.73
2025-10-31,Check 13857 ULINE,36022.73,,-11842007.95
2025-10-31,PAYCOM PAYROLL,246077.89,,-29997268.29
2025-11-01 ,Wire DEPOSIT 185155,,5852.76,2972342.49
2025-11-01,ACH DEPOSIT 798349,,321.8,2972664.29
2025-11-01,ACH EFT MOTION INDUSTRIES,11505.22,,-11853513.17
2025-11-02,ACH DEPOSIT 104228,,21691.14,2994355.43
2025-11-03,Card EFT HAAS AUTOMATION,3413.67,,-11856926.84
2025-11-03,ACH EFT ALRO STEEL,51859.0,,-11908785.84
2025-11-03,ACH EFT BALDOR-RELIANCE (ABB),429242.89,,-12338028.73
2025-11-04,Check DEPOSIT 250892,,10197.02,3004552.45
2025-11-04,Card EFT BALDOR-RELIANCE (ABB),367467.18,,-12705495.91
2025-11-04 ,ACH EFT APEX FASTENER CORP,83988.6,,-12789484.51
2025-11-05,ACH DEPOSIT 389595,,24793.6,3029346.05
2025-11-06,ACH 22366 KAMAN INDUSTRIAL TECHN,92985.35,,-12882469.86
2025-11-07,ACH DEPOSIT 851729,,17131.57,3046477.62
2025-11-08,ACH DEPOSIT 140297,,13739.09,3060216.71
11/08/2025,Card 25676 BRIGHTON-BEST INTERNAT,185117.78,,-13067587.64
2025-11-11,Wire DEPOSIT 887258,,671.88,3060888.59
2025-11-11,ACH DEPOSIT 679935,,2513.45,3063402.04
2025-11-13,Wire DEPOSIT 436553,,30649.16,3094051.2
11/13/25,ACH 10494 BRIGHTON-BEST INTERNAT,436502.78,,-13504090.42
2025-11-13,ACH EFT KAMAN INDUSTRIAL TECHN,14852.0,,-13518942.42
14-Nov-2025,ACH DEPOSIT 133410,,5704.39,3099755.59
14-Nov-2025,ACH DEPOSIT 286321,,966.46,3100722.05
2025-11-14,Wire DEPOSIT 665881,,28923.98,3129646.03
2025-11-14,ACH 12086 RYERSON,13470.0,,-13532412.42
2025-11-15,Check DEPOSIT 121530,,47336.21,3176982.24
11/15/25,Check EFT MSC INDUSTRIAL SUPPLY,6968.05,,-13539380.47
2025-11-17,ACH DEPOSIT 262941,,217.28,3177199.52
2025-11-17,ACH 28372 HAAS AUTOMATION,25345.0,,-13564725.47
2025-11-17,Card 14250 PARKER HANNIFIN,266356.47,,-13831081.94
2025-11-18 ,Card EFT APPLIED INDUSTRIAL TEC,17778.8,,-13848860.74
2025-11-19,ACH DEPOSIT 526597,,14298.03,3191497.55
19-Nov-2025,Check DEPOSIT 513889,,9182.35,3200679.9
2025-11-19,ACH DEPOSIT 516830,,3637.39,3204317.29
2025-11-20,ACH DEPOSIT 294339,,587.7,3204904.99
2025-11-20,ACH DEPOSIT 940357,,823.89,3205728.88
2025-11-20,ACH EFT GRAINGER,5984.4,,-13854845.14
2025-11-21,Check DEPOSIT 607438,,18803.8,3224532.68
2025-11-21,ACH EFT ALRO STEEL,356609.72,,-14211454.86
2025-11-21,Check EFT APEX FASTENER CORP,8059.19,,-14219514.05
2025-11-21,ACH EFT MSC INDUSTRIAL SUPPLY,10328.79,,-14229842.84
2025-11-22,Wire DEPOSIT 296853,,1870.5,3226403.18
2025-11-22,ACH DEPOSIT 336104,,23523.61,3249926.79
2025-11-23,Check DEPOSIT 794969,,26768.44,3276695.23
2025-11-23,Card EFT ULINE,9384.9,,-14239227.74
11/24/2025,ACH DEPOSIT 641501,,5421.31,3282116.54
"Nov 24, 2025",Wire DEPOSIT 450547,,1091.66,3283208.2
2025-11-24,ACH 26662 APPLIED INDUSTRIAL TEC,12110.51,,-14251338.25
2025-11-24,Check 14498 HAAS AUTOMATION,414838.5,,-14666176.75
11/25/2025,Check 25582 MSC INDUSTRIAL SUPPLY,6133.55,,-14672310.3
2025-11-26,Check DEPOSIT 921759,,4545.64,3287753.84
2025-11-26,Card EFT KAMAN INDUSTRIAL TECHN,393612.52,,-15065922.82
2025-11-27,ACH DEPOSIT 495751,,1443.15,3289196.99
2025-11-27,Check DEPOSIT 634980,,2410.26,3291607.25
2025-11-27,ACH DEPOSIT 172900,,21799.9,3313407.15
2025-11-27,ACH DEPOSIT 435696,,15263.06,3328670.21
2025-11-27,Card 25456 MSC INDUSTRIAL SUPPLY,4888.3,,-15070811.12
11/27/2025,ACH EFT APPLIED INDUSTRIAL TEC,249504.3,,-15320315.42
2025-11-28,ACH DEPOSIT 527213,,50132.23,3378802.44
28-Nov-2025,Check EFT HAAS AUTOMATION,761.82,,-15321077.24
2025-11-29,Card DEPOSIT 793530,,27073.01,3405875.45
2025-11-29,ACH DEPOSIT 234243,,12187.75,3418063.2
29-Nov-2025,ACH 25777 GRAINGER,9204.6,,-15330281.84
2025-11-29,ACH 22749 HAAS AUTOMATION,8886.84,,-15339168.68
2025-11-30 ,Card DEPOSIT 917841,,25178.32,3443241.52
11/30/2025,Check DEPOSIT 526035,,27994.6,3471236.12
2025-11-30,Card DEPOSIT 503232,,22717.81,3493953.93
2025-11-30,Card 18536 SANDVIK COROMANT,53710.57,,-15392879.25
2025-11-30,PAYCOM PAYROLL,244693.74,,-30241962.03
2025-12-02,ACH DEPOSIT 383470,,7868.31,3501822.24
2025-12-02,Wire DEPOSIT 630931,,22895.34,3524717.58
2025-12-02,Card DEPOSIT 781689,,3206.48,3527924.06
2025-12-02,Card EFT APEX FASTENER CORP,26483.41,,-15419362.66
2025-12-03,Check DEPOSIT 462141,,1257.75,3529181.81
2025-12-03,ACH EFT APEX FASTENER CORP,60998.44,,-15480361.1
2025-12-04,Check 13867 APEX FASTENER CORP,48218.74,,-15528579.84
2025-12-06,ACH DEPOSIT 584337,,24.42,3529206.23
2025-12-06,ACH DEPOSIT 693324,,21541.02,3550747.25
2025-12-06,ACH 29940 REGAL REXNORD,74536.98,,-15603116.82
2025-12-07,Wire DEPOSIT 645785,,19006.26,3569753.51
2025-12-07,Wire DEPOSIT 522248,,33362.67,3603116.18
2025-12-07,Card DEPOSIT 501005,,4033.21,3607149.39
2025-12-08,Check DEPOSIT 224573,,9070.11,3616219.5
2025-12-08,ACH DEPOSIT 709580,,10760.57,3626980.07
2025-12-08,Card DEPOSIT 652778,,49735.9,3676715.97
2025-12-08,Check EFT APEX FASTENER CORP,61235.51,,-15664352.33
2025-12-10,ACH 16947 FASTENAL,61059.0,,-15725411.33
2025-12-10,ACH EFT MOTION INDUSTRIES,9351.72,,-15734763.05
