invoice_number,line,item_id,qty,unit_price,extended,unit_cost,margin
INV-60037,1,A-20087,1,588.52,588.52,333.06,255.46
INV-60038,1,A-20020,2,559.46,1118.92,316.62,485.68
INV-60038,2,A-20063,2,1990.72,3981.44,1372.91,1235.62
INV-60038,3,A-20078,5,1275.6,6378.0,704.75,2854.25
INV-60038,4,A-20073,3,819.27,2457.81,496.53000000000003,968.22
INV-60039,1,A-20039,2,617.57,1235.14,415.87,403.4
INV-60039,2,A-20013,1,207.29,207.29,162.20000000000002,45.09
INV-60039,3,A-20040,2,282.86,565.72,210.93,143.86
INV-60039,4,A-20058,1,387.48,387.48,254.75,132.73
INV-60039,5,A-20072,5,485.39,2426.95,402.48,414.55
INV-60040,1,A-20072,3,512.35,1537.05,402.48,329.61
INV-60040,2,A-20063,1,1891.18,1891.18,1372.91,518.27
INV-60041,1,A-20092,3,2586.3,7758.9,1915.78,2011.56
INV-60041,3,A-20043,1,2035.26,2035.26,1336.88,698.38
INV-60041,4,A-20013,5,230.32,1151.6,162.20000000000002,340.6
INV-60042,1,A-20073,1,671.8,671.8,496.53000000000003,175.27
INV-60042,2,A-20076,1,1094.03,1094.03,721.1800000000001,372.85
INV-60042,3,A-20053,5,764.38,3821.9,695.65,343.65
INV-60043,1,A-20093,5,2811.85,14059.25,2017.22,3973.15
INV-60043,2,A-20072,1,485.39,485.39,402.48,82.91
INV-60043,3,A-20065,5,948.45,4742.25,798.0,752.25
INV-60043,4,A-20101,1,3237.68,3237.68,2382.4,855.28
INV-60044,1,A-20030,2,245.3,490.6,176.98,136.64
INV-60044,2,A-20114,1,398.6,398.6,244.69,153.91
INV-60044,3,A-20063,1,1791.65,1791.65,1372.91,418.74
INV-60044,4,A-20093,5,3195.28,15976.4,2017.22,5890.3
INV-60045,1,A-20090,1,1212.24,1212.24,821.3000000000001,390.94
INV-60045,2,A-20034,1,140.27,140.27,111.33,28.94
INV-60046,1,A-20061,1,251.79,251.79,175.52,76.27
INV-60046,2,A-20031,5,223.99,1119.95,128.84,475.75
INV-60047,1,A-20038,1,2823.13,2823.13,1997.97,825.16
INV-60047,2,A-20003,1,3021.66,3021.66,2450.66,571.0
INV-60047,3,A-20036,1,3711.52,3711.52,2945.65,765.87
INV-60047,4,A-20061,2,204.08,408.16,175.52,57.12
INV-60047,5,A-20070,2,2895.8,5791.6,1739.22,2313.16
INV-60048,1,A-20076,3,1094.03,3282.09,721.1800000000001,1118.55
INV-60048,2,A-20072,2,442.24,884.48,402.48,79.52
INV-60048,3,A-20114,2,363.17,726.34,244.69,236.96
INV-60048,4,A-20022,2,184.78,369.56,155.41,58.74
INV-60049,2,A-20114,3,354.75,1064.25,244.69,330.18
INV-60050,1,A-20090,1,1177.21,1177.21,821.3000000000001,355.91
INV-60050,2,A-20061,1,251.79,251.79,175.52,76.27
INV-60051,1,A-20065,1,1019.84,1019.84,798.0,221.84
INV-60051,2,A-20090,2,1212.24,2424.48,821.3000000000001,781.88
INV-60051,3,A-20101,2,2881.54,5763.08,2382.4,998.28
INV-60052,1,A-20003,5,3189.53,15947.65,2450.66,3694.35
INV-60052,3,A-20020,5,559.46,2797.3,316.62,1214.2
INV-60053,2,A-20097,3,375.4,1126.2,246.81,385.77
INV-60054,1,A-20033,1,482.08,482.08,328.62,153.46
INV-60054,2,A-20093,5,3195.28,15976.4,2017.22,5890.3
INV-60055,1,A-20092,1,2456.99,2456.99,1915.78,541.21
INV-60055,2,A-20043,2,2197.16,4394.32,1336.88,1720.56
INV-60055,3,A-20058,1,409.0,409.0,254.75,154.25
INV-60055,4,A-20034,5,148.07,740.35,111.33,183.7
INV-60056,1,A-20063,2,1632.39,3264.78,1372.91,518.96
INV-60056,2,A-20033,2,439.23,878.46,328.62,221.22
INV-60057,1,A-20077,5,1062.94,5314.7,869.98,964.8
INV-60057,2,A-20092,2,2120.77,4241.54,1915.78,409.98
INV-60057,3,A-20020,1,482.91,482.91,316.62,166.29
INV-60057,4,A-20036,1,3381.61,3381.61,2945.65,435.96
INV-60057,5,A-20020,3,482.91,1448.73,316.62,498.87
INV-60058,1,A-20002,1,2440.01,2440.01,1931.15,508.86
INV-60058,2,A-20053,3,885.56,2656.68,695.65,569.73
INV-60058,3,A-20063,2,1891.18,3782.36,1372.91,1036.54
INV-60058,4,A-20072,5,512.35,2561.75,402.48,549.35
INV-60058,5,A-20107,3,3525.5,10576.5,2631.9500000000003,2680.65
INV-60059,1,A-20082,2,1325.27,2650.54,841.44,967.66
INV-60059,2,A-20092,1,2327.67,2327.67,1915.78,411.89
INV-60059,3,A-20030,1,245.3,245.3,176.98,68.32
INV-60059,4,A-20065,1,1019.84,1019.84,798.0,221.84
INV-60060,2,A-20038,2,2979.97,5959.94,1997.97,1964.0
INV-60061,1,A-20078,2,1275.6,2551.2,704.75,1141.7
INV-60062,1,A-20053,1,764.38,764.38,695.65,68.73
INV-60062,2,A-20020,3,482.91,1448.73,316.62,498.87
INV-60062,3,A-20082,3,1207.47,3622.41,841.44,1098.09
INV-60062,4,A-20076,3,1094.03,3282.09,721.1800000000001,1118.55
INV-60062,5,A-20076,1,1094.03,1094.03,721.1800000000001,372.85
INV-60063,1,A-20076,1,1200.76,1200.76,721.1800000000001,479.58
INV-60063,2,A-20036,1,3711.52,3711.52,2945.65,765.87
INV-60063,3,A-20101,1,3237.68,3237.68,2382.4,855.28
INV-60063,4,A-20063,1,1791.65,1791.65,1372.91,418.74
INV-60064,1,A-20013,3,218.8,656.4,162.20000000000002,169.8
INV-60064,2,A-20107,1,3525.5,3525.5,2631.9500000000003,893.55
INV-60064,3,A-20003,1,2806.79,2806.79,2450.66,356.13
INV-60064,4,A-20087,3,588.52,1765.56,333.06,766.38
INV-60065,1,A-20022,1,184.78,184.78,155.41,29.37
INV-60065,2,A-20063,1,1632.39,1632.39,1372.91,259.48
INV-60065,3,A-20101,1,2949.88,2949.88,2382.4,567.48
INV-60065,4,A-20061,3,217.33,651.99,175.52,125.43
INV-60066,2,A-20065,5,1019.84,5099.2,798.0,1109.2
INV-60067,1,A-20022,3,202.81,608.43,155.41,142.2
INV-60068,1,A-20013,1,207.29,207.29,162.20000000000002,45.09
INV-60068,2,A-20040,1,282.86,282.86,210.93,71.93
INV-60068,3,A-20002,3,2311.59,6934.77,1931.15,1141.32
INV-60068,4,A-20092,2,2327.67,4655.34,1915.78,823.78
INV-60068,5,A-20040,2,282.86,565.72,210.93,143.86
INV-60069,1,A-20030,2,245.3,490.6,176.98,136.64
INV-60069,2,A-20070,2,2519.35,5038.7,1739.22,1560.26
INV-60069,3,A-20039,1,617.57,617.57,415.87,201.7
INV-60070,1,A-20020,1,530.02,530.02,316.62,213.4
INV-60070,2,A-20110,3,4450.9,13352.7,2979.18,4415.16
INV-60070,3,A-20031,5,212.2,1061.0,128.84,416.8
INV-60070,4,A-20114,1,398.6,398.6,244.69,153.91
INV-60071,1,A-20038,1,2572.18,2572.18,1997.97,574.21
INV-60071,2,A-20114,1,363.17,363.17,244.69,118.48
INV-60071,3,A-20082,5,1207.47,6037.35,841.44,1830.15
INV-60072,1,A-20082,1,1207.47,1207.47,841.44,366.03
INV-60072,2,A-20110,3,4055.26,12165.78,2979.18,3228.24
INV-60072,4,A-20065,1,929.19,929.19,798.0,131.19
INV-60073,1,A-20077,3,1062.94,3188.82,869.98,578.88
INV-60073,2,A-20022,1,184.78,184.78,155.41,29.37
INV-60073,3,A-20039,3,562.68,1688.04,415.87,440.43
INV-60073,4,A-20058,1,353.03,353.03,254.75,98.28
INV-60074,1,A-20003,1,3189.53,3189.53,2450.66,738.87
INV-60075,1,A-20020,1,482.91,482.91,316.62,166.29
INV-60075,2,A-20076,1,1094.03,1094.03,721.1800000000001,372.85
INV-60075,3,A-20082,2,1207.47,2414.94,841.44,732.06
INV-60075,4,A-20039,1,562.68,562.68,415.87,146.81
INV-60076,1,A-20053,5,932.17,4660.85,695.65,1182.6
INV-60076,2,A-20070,3,3217.56,9652.68,1739.22,4435.02
INV-60076,3,A-20031,1,235.78,235.78,128.84,106.94
INV-60076,4,A-20063,5,1990.72,9953.6,1372.91,3089.05
INV-60076,5,A-20038,2,2415.34,4830.68,1997.97,834.74
INV-60077,1,A-20063,2,1990.72,3981.44,1372.91,1235.62
INV-60077,2,A-20058,1,430.53,430.53,254.75,175.78
INV-60077,3,A-20087,3,619.49,1858.47,333.06,859.29
INV-60078,1,A-20038,3,3136.81,9410.43,1997.97,3416.52
INV-60078,2,A-20013,1,230.32,230.32,162.20000000000002,68.12
INV-60078,3,A-20077,2,1296.27,2592.54,869.98,852.58
INV-60079,1,A-20072,5,442.24,2211.2,402.48,198.8
INV-60079,2,A-20038,2,2572.18,5144.36,1997.97,1148.42
INV-60079,3,A-20077,2,1062.94,2125.88,869.98,385.92
INV-60079,4,A-20072,1,442.24,442.24,402.48,39.76
INV-60079,5,A-20110,1,4055.26,4055.26,2979.18,1076.08
INV-60080,2,A-20087,2,557.54,1115.08,333.06,448.96
INV-60080,3,A-20053,1,838.95,838.95,695.65,143.3
INV-60080,4,A-20077,5,1166.64,5833.2,869.98,1483.3
INV-60081,1,A-20101,1,3237.68,3237.68,2382.4,855.28
INV-60081,2,A-20092,2,2327.67,4655.34,1915.78,823.78
INV-60081,3,A-20092,3,2327.67,6983.01,1915.78,1235.67
INV-60082,1,A-20030,2,245.3,490.6,176.98,136.64
INV-60082,2,A-20040,1,282.86,282.86,210.93,71.93
INV-60082,3,A-20034,2,140.27,280.54,111.33,57.88
INV-60083,1,A-20061,3,238.54,715.62,175.52,189.06
INV-60083,2,A-20002,1,2311.59,2311.59,1931.15,380.44
INV-60083,3,A-20077,5,1166.64,5833.2,869.98,1483.3
INV-60083,4,A-20013,2,207.29,414.58,162.20000000000002,90.18
INV-60083,5,A-20036,5,3711.52,18557.6,2945.65,3829.35
INV-60084,1,A-20040,5,282.86,1414.3,210.93,359.65
INV-60084,2,A-20073,2,737.34,1474.68,496.53000000000003,481.62
INV-60084,3,A-20077,3,1166.64,3499.92,869.98,889.98
INV-60085,1,A-20036,5,4123.91,20619.55,2945.65,5891.3
INV-60085,2,A-20072,1,496.17,496.17,402.48,93.69
INV-60085,3,A-20077,1,1296.27,1296.27,869.98,426.29
INV-60086,1,A-20072,3,490.78,1472.34,402.48,264.9
INV-60086,2,A-20065,5,1133.16,5665.8,798.0,1675.8
INV-60086,3,A-20040,3,257.72,773.16,210.93,140.37
INV-60087,1,A-20107,1,3525.5,3525.5,2631.9500000000003,893.55
INV-60087,2,A-20078,1,1211.82,1211.82,704.75,507.07
INV-60087,3,A-20077,1,1231.46,1231.46,869.98,361.48
INV-60088,1,A-20022,1,214.07,214.07,155.41,58.66
INV-60088,2,A-20082,3,1398.89,4196.67,841.44,1672.35
INV-60088,3,A-20114,5,420.75,2103.75,244.69,880.3
INV-60088,4,A-20003,1,3189.53,3189.53,2450.66,738.87
INV-60088,5,A-20087,1,588.52,588.52,333.06,255.46
INV-60089,1,A-20038,5,2979.97,14899.85,1997.97,4910.0
INV-60089,2,A-20087,1,588.52,588.52,333.06,255.46
INV-60089,3,A-20020,3,559.46,1678.38,316.62,728.52
INV-60089,4,A-20036,1,3917.71,3917.71,2945.65,972.06
INV-60090,1,A-20097,2,396.25,792.5,246.81,298.88
INV-60091,1,A-20092,1,2120.77,2120.77,1915.78,204.99
INV-60092,1,A-20040,1,226.29,226.29,210.93,15.36
INV-60092,2,A-20022,3,202.81,608.43,155.41,142.2
INV-60092,3,A-20114,3,398.6,1195.8,244.69,461.73
INV-60093,1,A-20092,5,2120.77,10603.85,1915.78,1024.95
INV-60093,2,A-20078,3,1045.99,3137.97,704.75,1023.72
INV-60094,1,A-20039,1,562.68,562.68,415.87,146.81
INV-60094,2,A-20087,1,507.98,507.98,333.06,174.92
INV-60095,1,A-20082,5,1207.47,6037.35,841.44,1830.15
INV-60095,2,A-20043,5,1896.5,9482.5,1336.88,2798.1
INV-60095,3,A-20036,1,3381.61,3381.61,2945.65,435.96
INV-60095,4,A-20087,1,507.98,507.98,333.06,174.92
INV-60095,5,A-20030,1,223.49,223.49,176.98,46.51
INV-60096,1,A-20038,3,2830.97,8492.91,1997.97,2499.0
INV-60096,2,A-20093,3,3372.79,10118.37,2017.22,4066.71
INV-60097,1,A-20038,1,2823.13,2823.13,1997.97,825.16
INV-60097,2,A-20039,1,617.57,617.57,415.87,201.7
INV-60098,1,A-20043,1,2081.52,2081.52,1336.88,744.64
INV-60098,2,A-20110,2,4450.9,8901.8,2979.18,2943.44
INV-60098,3,A-20090,5,1212.24,6061.2,821.3000000000001,1954.7
INV-60099,1,A-20077,1,1231.46,1231.46,869.98,361.48
INV-60100,1,A-20039,5,631.29,3156.45,415.87,1077.1
INV-60100,2,A-20110,1,4945.44,4945.44,2979.18,1966.26
INV-60100,3,A-20043,1,2312.8,2312.8,1336.88,975.92
INV-60101,1,A-20002,2,2106.11,4212.22,1931.15,349.92
INV-60101,2,A-20078,1,969.46,969.46,704.75,264.71
INV-60101,3,A-20043,2,1763.75,3527.5,1336.88,853.74
INV-60101,4,A-20002,1,2106.11,2106.11,1931.15,174.96
INV-60101,5,A-20063,5,1632.39,8161.95,1372.91,1297.4
INV-60102,1,A-20040,1,282.86,282.86,210.93,71.93
INV-60102,2,A-20093,3,3195.28,9585.84,2017.22,3534.18
INV-60102,3,A-20107,5,3339.95,16699.75,2631.9500000000003,3540.0
INV-60102,4,A-20034,1,140.27,140.27,111.33,28.94
INV-60102,5,A-20043,3,2081.52,6244.56,1336.88,2233.92
INV-60103,1,A-20097,1,342.03,342.03,246.81,95.22
INV-60103,2,A-20076,2,1094.03,2188.06,721.1800000000001,745.7
INV-60103,3,A-20053,3,764.38,2293.14,695.65,206.19
INV-60103,4,A-20072,5,442.24,2211.2,402.48,198.8
INV-60104,1,A-20063,2,1632.39,3264.78,1372.91,518.96
INV-60104,2,A-20039,3,562.68,1688.04,415.87,440.43
INV-60104,3,A-20033,1,439.23,439.23,328.62,110.61
INV-60105,1,A-20063,1,1632.39,1632.39,1372.91,259.48
INV-60105,2,A-20013,3,188.86,566.58,162.20000000000002,79.98
INV-60105,3,A-20039,1,562.68,562.68,415.87,146.81
INV-60105,4,A-20093,5,2911.25,14556.25,2017.22,4470.15
INV-60105,5,A-20043,5,1896.5,9482.5,1336.88,2798.1
INV-60106,1,A-20053,3,764.38,2293.14,695.65,206.19
INV-60106,2,A-20022,2,179.24,358.48,155.41,47.66
INV-60106,3,A-20072,2,442.24,884.48,402.48,79.52
INV-60107,1,A-20043,1,2197.16,2197.16,1336.88,860.28
INV-60108,1,A-20065,5,1019.84,5099.2,798.0,1109.2
INV-60108,2,A-20092,1,2327.67,2327.67,1915.78,411.89
INV-60108,3,A-20077,1,1166.64,1166.64,869.98,296.66
INV-60108,4,A-20022,1,202.81,202.81,155.41,47.4
INV-60109,1,A-20034,1,127.81,127.81,111.33,16.48
INV-60109,2,A-20013,1,183.19,183.19,162.20000000000002,20.99
INV-60110,1,A-20034,1,140.27,140.27,111.33,28.94
INV-60110,2,A-20031,1,212.2,212.2,128.84,83.36
INV-60110,3,A-20058,1,387.48,387.48,254.75,132.73
INV-60111,1,A-20022,2,184.78,369.56,155.41,58.74
INV-60111,2,A-20114,3,363.17,1089.51,244.69,355.44
INV-60111,3,A-20092,1,2120.77,2120.77,1915.78,204.99
INV-60111,4,A-20082,1,1159.17,1159.17,841.44,317.73
INV-60112,1,A-20087,2,619.49,1238.98,333.06,572.86
INV-60112,2,A-20043,1,2312.8,2312.8,1336.88,975.92
INV-60113,1,A-20034,5,127.81,639.05,111.33,82.4
INV-60113,2,A-20072,1,442.24,442.24,402.48,39.76
INV-60114,1,A-20030,5,245.3,1226.5,176.98,341.6
INV-60114,2,A-20090,2,1212.24,2424.48,821.3000000000001,781.88
INV-60115,1,A-20107,5,3711.05,18555.25,2631.9500000000003,5395.5
INV-60115,2,A-20110,1,4945.44,4945.44,2979.18,1966.26
INV-60115,3,A-20110,3,4945.44,14836.32,2979.18,5898.78
INV-60116,1,A-20033,3,408.48,1225.44,328.62,239.58
INV-60117,1,A-20107,2,3339.95,6679.9,2631.9500000000003,1416.0
INV-60117,2,A-20022,2,202.81,405.62,155.41,94.8
INV-60117,3,A-20101,1,3237.68,3237.68,2382.4,855.28
INV-60118,2,A-20020,1,492.92,492.92,316.62,176.3
INV-60118,3,A-20043,3,2081.52,6244.56,1336.88,2233.92
INV-60118,4,A-20070,2,2895.8,5791.6,1739.22,2313.16
INV-60119,1,A-20034,2,140.27,280.54,111.33,57.88
INV-60120,1,A-20053,2,764.38,1528.76,695.65,137.46
INV-60120,2,A-20020,5,482.91,2414.55,316.62,831.45
INV-60120,3,A-20003,5,2753.07,13765.35,2450.66,1512.05
INV-60120,4,A-20072,5,442.24,2211.2,402.48,198.8
INV-60120,5,A-20082,3,1207.47,3622.41,841.44,1098.09
INV-60121,1,A-20097,2,396.25,792.5,246.81,298.88
INV-60121,3,A-20020,5,559.46,2797.3,316.62,1214.2
INV-60122,2,A-20097,1,375.4,375.4,246.81,128.59
INV-60123,1,A-20020,2,588.91,1177.82,316.62,544.58
INV-60123,2,A-20078,3,1275.6,3826.8,704.75,1712.55
INV-60123,3,A-20087,1,619.49,619.49,333.06,286.43
INV-60123,4,A-20087,1,619.49,619.49,333.06,286.43
INV-60123,5,A-20002,3,2568.43,7705.29,1931.15,1911.84
INV-60124,1,A-20076,1,1090.02,1090.02,721.1800000000001,368.84
INV-60124,2,A-20013,3,218.8,656.4,162.20000000000002,169.8
INV-60124,3,A-20061,5,234.16,1170.8,175.52,293.2
INV-60125,2,A-20013,1,218.8,218.8,162.20000000000002,56.6
INV-60126,2,A-20039,1,562.68,562.68,415.87,146.81
INV-60126,3,A-20003,2,2753.07,5506.14,2450.66,604.82
INV-60126,4,A-20097,5,342.03,1710.15,246.81,476.1
INV-60126,5,A-20097,5,342.03,1710.15,246.81,476.1
INV-60127,1,A-20087,3,619.49,1858.47,333.06,859.29
INV-60127,3,A-20013,3,230.32,690.96,162.20000000000002,204.36
INV-60128,1,A-20053,3,885.56,2656.68,695.65,569.73
INV-60129,1,A-20101,2,3597.42,7194.84,2382.4,2430.04
INV-60129,2,A-20092,5,2586.3,12931.5,1915.78,3352.6
INV-60130,1,A-20065,3,929.19,2787.57,798.0,393.57
INV-60130,2,A-20092,2,2120.77,4241.54,1915.78,409.98
INV-60130,3,A-20061,1,217.33,217.33,175.52,41.81
INV-60130,4,A-20039,1,562.68,562.68,415.87,146.81
INV-60131,1,A-20073,2,631.49,1262.98,496.53000000000003,269.92
INV-60131,2,A-20073,1,671.8,671.8,496.53000000000003,175.27
INV-60131,3,A-20033,3,439.23,1317.69,328.62,331.83
INV-60131,4,A-20110,5,4055.26,20276.3,2979.18,5380.4
INV-60131,5,A-20061,2,217.33,434.66,175.52,83.62
INV-60132,1,A-20022,1,214.07,214.07,155.41,58.66
INV-60132,2,A-20058,3,409.0,1227.0,254.75,462.75
INV-60132,3,A-20058,5,392.64,1963.2,254.75,689.45
INV-60133,1,A-20020,1,588.91,588.91,316.62,272.29
INV-60134,1,A-20110,2,4450.9,8901.8,2979.18,2943.44
INV-60134,2,A-20073,3,737.34,2212.02,496.53000000000003,722.43
INV-60134,3,A-20040,1,282.86,282.86,210.93,71.93
INV-60135,1,A-20022,5,214.07,1070.35,155.41,293.3
INV-60135,2,A-20020,3,559.46,1678.38,316.62,728.52
INV-60135,3,A-20065,1,1076.5,1076.5,798.0,278.5
INV-60135,4,A-20022,3,214.07,642.21,155.41,175.98
INV-60135,5,A-20107,1,3525.5,3525.5,2631.9500000000003,893.55
INV-60136,2,A-20101,5,2772.89,13864.45,2382.4,1952.45
INV-60136,3,A-20020,1,482.91,482.91,316.62,166.29
INV-60137,1,A-20034,5,140.27,701.35,111.33,144.7
INV-60137,2,A-20033,5,409.77,2048.85,328.62,405.75
INV-60138,1,A-20038,1,2979.97,2979.97,1997.97,982.0
INV-60139,1,A-20072,1,539.32,539.32,402.48,136.84
INV-60139,2,A-20072,1,539.32,539.32,402.48,136.84
INV-60139,3,A-20040,2,314.29,628.58,210.93,206.72
INV-60139,4,A-20090,5,1346.93,6734.65,821.3000000000001,2628.15
INV-60140,1,A-20013,3,188.86,566.58,162.20000000000002,79.98
INV-60141,1,A-20070,3,3217.56,9652.68,1739.22,4435.02
INV-60141,2,A-20031,1,235.78,235.78,128.84,106.94
