PAY_PERIOD_END,EMPLOYEE_ID,DEPARTMENT,REGULAR_HOURS,OVERTIME_HOURS,GROSS_PAY,OVERTIME_PAY,FEDERAL_TAX,STATE_TAX,FICA,401K,HEALTH_DEDUCTION,NET_PAY
2025-04-30,E019,Warehouse,173.3,19.0,,627.0,541.9,0.0,345.46,0.0,410.0,3218.49
2025-04-30,E020,Warehouse,173.3,22.0,4685.15,775.5,562.22,0.0,358.41,234.26,0,3530.26
2025-04-30,E021,Warehouse,173.3,2.0,6254.38,100.5,750.53,0.0,478.46,0.0,0,5025.39
2025-04-30,E022,Sales,,0,9208.33,0,1105.0,0.0,704.44,460.42,,6653.47
2025-04-30 ,E023,Sales,,0,4375.0,0,525.0,0.0,334.69,218.75,285.0,3011.56
2025-04-30,E024,Sales,,0,6375.0,0,765.0,0.0,487.69,318.75,410.0,4393.56
2025-04-30,E025,HR,,0,7541.67,0,905.0,0.0,576.94,0.0,410.0,5649.73
2025-05-31 ,E001,Executive,,0,7083.33,0,850.0,0.0,541.87,212.5,285.0,5193.96
2025-05-31,E003,Purchasing,,0,7166.67,0,860.0,0.0,548.25,358.33,142.5,5257.59
2025-05-31,E005,Sales,,0,6333.33,0,760.0,0.0,484.5,190.0,285.0,
2025-05-31,E006,Sales,,0,,0,825.0,0.0,525.94,0.0,410.0,5114.06
2025-05-31 ,E007,Sales,,0,6500.0,0,780.0,0.0,497.25,195.0,285.0,4742.75
2025-05-31,E008,Sales,,0,6791.67,0,815.0,0.0,519.56,339.58,142.5,4975.03
2025-05-31,E009,Sales,,0,5291.67,0,635.0,0.0,404.81,264.58,142.5,3844.78
2025-05-31,E010,Sales,,0,11250.0,0,1350.0,0.0,860.62,675.0,142.5,8221.88
2025-05-31,E011,Sales,,0,4666.67,0,560.0,0.0,357.0,280.0,285.0,3184.67
2025-05-31,E012,Warehouse,,14.0,7142.51,708.75,857.1,0.0,546.4,428.55,410.0,4900.46
2025-05-31,E013,Warehouse,173.3,20.0,4743.55,645.0,569.23,0.0,362.88,142.31,,3669.13
2025-05-31,E014,Warehouse,173.3,12.0,6001.76,580.5,720.21,0.0,459.13,360.11,0,4462.31
2025-05-31,E015,Warehouse,173.3,9.0,5763.52,401.62,691.62,0.0,440.91,345.81,142.5,4142.68
2025-05-31,E016,Warehouse,173.3,4.0,3957.43,127.5,474.89,,302.74,197.87,410.0,2571.93
2025-05-31,E017 ,Warehouse,173.3,13.0,5740.35,550.88,688.84,0.0,439.14,287.02,0,4325.35
2025-05-31,E018,Warehouse,173.3,21.0,6881.29,1023.75,825.75,0.0,526.42,344.06,410.0,4775.06
2025-05-31,,Warehouse,173.3,21.0,4543.73,693.0,545.25,0.0,347.6,227.19,285.0,3138.69
2025-05-31,E020,Warehouse,173.3,0,4357.63,0.0,522.92,0.0,333.36,261.46,142.5,3097.39
2025-05-31,E021,Warehouse,173.3,17.0,6601.74,854.25,792.21,0.0,,0.0,285.0,5019.5
2025-05-31,E022,Sales,,0,9208.33,0,1105.0,0.0,704.44,460.42,142.5,6795.97
2025-05-31,E023,Sales,,0,4375.0,0,525.0,0.0,334.69,0.0,142.5,3372.81
2025-05-31,E024,Sales,,0,6375.0,0,765.0,0.0,487.69,318.75,285.0,4518.56
2025-05-31,E025,HR,,0,7541.67,0,905.0,0.0,576.94,226.25,285.0,5548.48
2025-06-30,E001,Executive,,0,,0,850.0,0.0,541.87,212.5,142.5,5336.46
2025-06-30,E003,Purchasing,,0,7166.67,0,860.0,0.0,548.25,358.33,410.0,4990.09
2025-06-30,E005,Sales,,0,6333.33,0,760.0,0.0,484.5,190.0,410.0,
2025-06-30,E006,Sales,,0,6875.0,0,825.0,0.0,525.94,0.0,410.0,5114.06
,E007,Sales,,0,6500.0,0,780.0,0.0,497.25,0.0,285.0,4937.75
2025-06-30,E008,Sales,,0,6791.67,0,815.0,0.0,519.56,407.5,410.0,4639.61
2025-06-30,E009,Sales,,0,5291.67,0,635.0,0.0,404.81,0.0,410.0,3841.86
2025-06-30,E010,Sales,,0,11250.0,0,1350.0,0.0,860.62,0.0,285.0,8754.38
2025-06-30,E011,Sales,,0,4666.67,0,560.0,0.0,357.0,280.0,410.0,3059.67
2025-06-30,E012,Warehouse,173.3,4.0,5934.4,202.5,712.13,0.0,453.98,0.0,410.0,4358.29
2025-06-30,E013,Warehouse,173.3,4.0,3780.43,,453.65,0.0,289.2,113.41,142.5,2781.67
2025-06-30,E014,Warehouse,173.3,9.0,5800.75,435.38,696.09,0.0,443.76,174.02,410.0,4076.88
2025-06-30,E015,Warehouse,173.3,4.0,5746.63,178.5,689.6,0.0,439.62,0.0,285.0,4332.41
2025-06-30,E016,Warehouse,173.3,13.0,4538.92,414.38,544.67,0.0,347.23,226.95,142.5,3277.57
2025-06-30,E017,Warehouse,173.3,16.0,5622.68,678.0,674.72,0.0,430.14,337.36,410.0,3770.46
2025-06-30,E018,Warehouse,173.3,9.0,6352.61,438.75,762.31,0.0,485.97,381.16,142.5,4580.67
2025-06-30,E019 ,Warehouse,173.3,9.0,4490.86,297.0,538.9,0.0,343.55,269.45,410.0,2928.96
2025-06-30,E020,Warehouse,173.3,13.0,4856.6,458.25,582.79,0.0,371.53,145.7,410.0,3346.58
2025-06-30,E021,Warehouse,173.3,22.0,6911.05,,829.33,0.0,528.7,,0,5138.36
2025-06-30,E022,Sales,,0,9208.33,0,1105.0,0.0,704.44,276.25,410.0,6712.64
2025-06-30,E023,Sales,,0,4375.0,0,525.0,0.0,334.69,262.5,285.0,2967.81
2025-06-30,E024,Sales,,0,6375.0,0,765.0,0.0,487.69,191.25,0,4931.06
2025-06-30,E025,HR,,0,7541.67,0,905.0,0.0,576.94,0.0,410.0,5649.73
2025-07-31,E001,Executive,,0,7083.33,0,850.0,0.0,541.87,425.0,410.0,4856.46
2025-07-31,E003,Purchasing,,0,7166.67,0,860.0,0.0,,215.0,142.5,5400.92
2025-07-31,E005,Sales,,0,6333.33,0,760.0,0.0,484.5,380.0,0,4708.83
2025-07-31,E006,Sales,,0,6875.0,0,825.0,,525.94,343.75,142.5,5037.81
2025-07-31,E007,Sales,,0,6500.0,0,780.0,0.0,497.25,195.0,0,
2025-07-31,E008,Sales,,0,6791.67,0,815.0,0.0,519.56,0.0,142.5,5314.61
2025-07-31,E009,Sales,,0,5291.67,0,635.0,0.0,404.81,158.75,410.0,3683.11
2025-07-31,E010,Sales,,0,11250.0,0,1350.0,,860.62,0.0,410.0,8629.38
2025-07-31,E011,Sales,,,4666.67,0,560.0,0.0,357.0,0.0,142.5,3607.17
2025-07-31,,Warehouse,173.3,5.0,6102.0,253.12,732.24,0.0,466.8,366.12,,4394.34
2025-07-31,E013,Warehouse,173.3,20.0,4333.69,645.0,520.04,0.0,331.53,260.02,,3222.1
2025-07-31,E014,Warehouse,173.3,9.0,6527.31,435.38,783.28,0.0,499.34,0.0,0,5244.69
2025-07-31,E015,,173.3,14.0,6399.11,624.75,767.89,0.0,489.53,191.97,285.0,4664.72
2025-07-31,E016,Warehouse,173.3,5.0,4136.62,159.38,496.39,0.0,316.45,248.2,142.5,2933.08
2025-07-31,E017,Warehouse,173.3,0,4895.73,0.0,587.49,0.0,374.52,293.74,142.5,3497.48
2025-07-31,E018,Warehouse,173.3,5.0,5876.0,243.75,705.12,0.0,449.51,352.56,285.0,4083.81
2025-10-31,E024,Sales,,0,6375.0,0,765.0,0.0,487.69,,0,5122.31
2025-07-31,E019,Warehouse,173.3,12.0,4475.48,396.0,537.06,0.0,342.37,268.53,142.5,3185.02
2025-07-31,E020,Warehouse,173.3,20.0,4736.82,705.0,568.42,0.0,362.37,236.84,0,3569.19
2025-07-31,E021,Warehouse,173.3,17.0,6892.02,854.25,827.04,0.0,527.24,413.52,410.0,4714.22
2025-07-31,E022,SALES,,0,9208.33,0,1105.0,0.0,704.44,0.0,285.0,7113.89
2025-07-31 ,E023,Sales,,0,4375.0,0,525.0,0.0,334.69,131.25,0,3384.06
2025-07-31,E024,Sales,,0,6375.0,0,765.0,0.0,487.69,0.0,142.5,4979.81
2025-07-31,E025,HR,,0,7541.67,0,905.0,0.0,,452.5,410.0,5197.23
2025-08-31,E001,Executive,,0,7083.33,0,850.0,0.0,541.87,212.5,285.0,5193.96
2025-08-31,E002,Finance,,0,7875.0,0,945.0,0.0,602.44,0.0,285.0,6042.56
2025-08-31,E003,PURCHASING,,0,7166.67,0,860.0,0.0,548.25,215.0,0,
2025-08-31,E005,Sales,,0,6333.33,0,760.0,0.0,484.5,0.0,0,5088.83
2025-08-31,E006,Sales,,0,6875.0,0,825.0,0.0,525.94,343.75,,5037.81
2025-06-30,E001,Executive,,0,,0,850.0,0.0,541.87,212.5,142.5,5336.46
2025-08-31,E007,Sales,,0,6500.0,0,780.0,0.0,497.25,0.0,0,5222.75
2025-08-31,E008,Sales,,0,6791.67,0,815.0,0.0,519.56,203.75,410.0,4843.36
2025-08-31,E009,Sales,,0,5291.67,0,635.0,0.0,404.81,264.58,142.5,
2025-08-31,E010,Sales,,0,11250.0,0,1350.0,0.0,860.62,0.0,410.0,8629.38
2025-08-31,E011,Sales,,0,4666.67,0,560.0,0.0,357.0,0.0,285.0,3464.67
2025-08-31,E012,Warehouse,173.3,9.0,6421.47,455.62,770.58,0.0,491.24,385.29,142.5,4631.86
2025-08-31,E013,Warehouse,173.3,15.0,4582.3,483.75,549.88,0.0,350.55,,142.5,3264.43
2025-08-31,E014,Warehouse,173.3,8.0,6087.7,387.0,730.52,0.0,465.71,0.0,285.0,4606.47
2025-08-31,E015,Warehouse,173.3,20.0,6512.19,892.5,781.46,0.0,498.18,0.0,142.5,5090.05
2025-08-31,E016,Warehouse,173.3,11.0,4217.38,350.62,506.09,0.0,322.63,210.87,0,3177.79
2025-08-31,E017,Warehouse,173.3,9.0,5228.15,381.38,627.38,0.0,399.95,261.41,285.0,3654.41
2025-08-31,E018,Warehouse,173.3,10.0,6457.69,487.5,774.92,0.0,494.01,0.0,0,5188.76
2025-08-31,E019,Warehouse,173.3,,4325.86,132.0,519.1,0.0,330.93,259.55,0,3216.28
2025-08-31,E020,Warehouse,173.3,17.0,5079.06,599.25,609.49,,388.55,152.37,285.0,3643.65
2025-08-31,E021,Warehouse,173.3,10.0,6249.99,502.5,750.0,0.0,478.12,375.0,410.0,4236.87
2025-08-31,E022,,,,9208.33,0,1105.0,0.0,704.44,460.42,,6653.47
2025-08-31,E023,Sales,,0,4375.0,0,525.0,0.0,334.69,0.0,285.0,3230.31
2025-08-31,E024,SALES,,0,6375.0,0,765.0,0.0,487.69,382.5,410.0,4329.81
2025-08-31,E025,HR,,0,7541.67,0,905.0,0.0,576.94,452.5,142.5,5464.73
2025-09-30,E001,Executive,,0,7083.33,0,850.0,0.0,541.87,0.0,285.0,5406.46
2025-09-30,E002,Finance,,0,7875.0,0,945.0,0.0,602.44,0.0,410.0,5917.56
2025-09-30,E003,Purchasing,,0,7166.67,0,860.0,0.0,548.25,358.33,285.0,5115.09
2025-09-30,E005,,,0,6333.33,0,760.0,0.0,484.5,0.0,142.5,4946.33
2025-09-30,E006,Sales,,0,6875.0,0,825.0,0.0,525.94,412.5,0,5111.56
2025-09-30,E007,Sales,,0,6500.0,0,780.0,0.0,497.25,390.0,142.5,4690.25
2025-09-30,E008,Sales,,0,6791.67,0,815.0,0.0,519.56,339.58,142.5,4975.03
2025-09-30,E009,Sales,,0,5291.67,0,635.0,0.0,404.81,0.0,0,4251.86
2025-09-30,E010,Sales,,0,,0,1350.0,0.0,860.62,0.0,142.5,8896.88
2025-09-30,E011,Sales,,0,4666.67,0,560.0,0.0,357.0,233.33,0,3516.34
2025-09-30,E012,Warehouse,173.3,21.0,6736.53,1063.12,808.38,0.0,515.34,202.1,285.0,4925.71
2025-09-30,E013,Warehouse,173.3,16.0,4614.55,516.0,553.75,0.0,353.01,0.0,410.0,3297.79
2025-09-30,E014,Warehouse,173.3,8.0,6478.93,387.0,777.47,0.0,495.64,194.37,0,5011.45
2025-09-30,E015,Warehouse,173.3,3.0,5392.67,133.88,647.12,0.0,412.54,0.0,0,4333.01
2025-09-30,E016,,173.3,2.0,3599.07,63.75,431.89,0.0,275.33,215.94,142.5,2533.41
2025-09-30,E017,WAREHOUSE,173.3,14.0,5293.15,593.25,635.18,0.0,404.93,0.0,0,4253.04
2025-09-30,E018,Warehouse,173.3,18.0,6453.43,877.5,774.41,0.0,493.69,193.6,285.0,4706.73
2025-09-30,E019,Warehouse,173.3,4.0,4173.36,132.0,500.8,0.0,319.26,250.4,285.0,2817.9
2025-09-30,E020,Warehouse,173.3,13.0,4693.7,458.25,563.24,0.0,359.07,140.81,142.5,3488.08
2025-09-30,E021,Warehouse,173.3,6.0,6455.38,301.5,774.65,0.0,493.84,193.66,285.0,4708.23
2025-09-30,E022,Sales,,0,9208.33,0,1105.0,0.0,704.44,276.25,142.5,
2025-09-30,E023,Sales,,0,4375.0,0,525.0,0.0,334.69,131.25,285.0,3099.06
2025-09-30,E024,Sales,,0,6375.0,0,765.0,0.0,487.69,0.0,410.0,4712.31
2025-12-31,E018,,173.3,20.0,7226.8,975.0,867.22,0.0,552.85,0.0,0,5806.73
2025-09-30,E025,HR,,0,7541.67,0,905.0,0.0,576.94,452.5,410.0,5197.23
2025-10-31,E001,Executive,,0,7083.33,0,850.0,0.0,541.87,0.0,0,5691.46
2025-10-31,E002,Finance,,0,7875.0,0,945.0,0.0,602.44,236.25,410.0,5681.31
2025-10-31,E003,Purchasing,,0,7166.67,0,860.0,0.0,548.25,215.0,0,5543.42
2025-10-31,E004,Sales,,0,13083.33,0,1570.0,0.0,1000.87,392.5,142.5,9977.46
2025-10-31,E005,Sales,,0,6333.33,0,760.0,0.0,484.5,190.0,285.0,4613.83
2025-10-31,E006,Sales,,0,6875.0,0,825.0,0.0,525.94,412.5,0,5111.56
2025-10-31,E007,Sales,,0,6500.0,0,780.0,0.0,497.25,0.0,285.0,4937.75
2025-10-31,E008,Sales,,0,6791.67,0,815.0,0.0,519.56,203.75,0,5253.36
2025-10-31,E009 ,Sales,,0,5291.67,0,635.0,0.0,404.81,158.75,285.0,3808.11
,E010,Sales,,0,11250.0,0,1350.0,0.0,860.62,337.5,410.0,8291.88
2025-10-31,E011,Sales,,0,4666.67,0,560.0,0.0,357.0,233.33,142.5,3373.84
2025-10-31,E012,Warehouse,173.3,10.0,6589.08,506.25,790.69,0.0,504.06,329.45,142.5,4822.38
2025-10-31,E013,WAREHOUSE,173.3,20.0,4557.25,645.0,546.87,0.0,348.63,273.44,285.0,3103.31
2025-10-31,E014,Warehouse,173.3,,5942.58,241.88,713.11,0.0,454.61,297.13,142.5,4335.23
2025-10-31,E015,Warehouse,173.3,18.0,6526.05,803.25,783.13,0.0,499.24,195.78,142.5,4905.4
2025-10-31,E016,Warehouse,173.3,1.0,3714.51,31.88,445.74,0.0,284.16,0.0,285.0,2699.61
2025-06-30,E001,Executive,,0,,0,850.0,0.0,541.87,212.5,142.5,5336.46
2025-10-31,E017,Warehouse,173.3,16.0,6063.3,678.0,727.6,0.0,463.84,363.8,285.0,4223.06
2025-10-31,E018,Warehouse,173.3,17.0,6517.32,828.75,782.08,0.0,498.57,195.52,410.0,4631.15
2025-10-31,E019,Warehouse,,17.0,4182.97,561.0,501.96,0.0,320.0,250.98,,2700.03
2025-10-31 ,E020,Warehouse,173.3,18.0,4666.32,634.5,559.96,,356.97,233.32,410.0,3106.07
2025-12-31,E022,Sales,,0,9208.33,0,1105.0,0.0,704.44,552.5,0,6846.39
2026-01-31,E014,Warehouse,173.3,2.0,5629.79,96.75,675.57,0.0,430.68,168.89,0,4354.65
2025-10-31,E021,Warehouse,173.3,14.0,6334.88,703.5,760.19,0.0,484.62,316.74,285.0,4488.33
2025-10-31,E022,Sales,,0,9208.33,0,1105.0,,704.44,460.42,142.5,6795.97
2025-10-31,E023,Sales,,0,4375.0,0,525.0,0.0,334.69,131.25,0,3384.06
2025-10-31,E024,Sales,,0,6375.0,0,765.0,0.0,487.69,,0,5122.31
2025-10-31,E025,HR,,0,7541.67,0,905.0,0.0,576.94,0.0,410.0,5649.73
2025-11-30,E001,Executive,,0,7083.33,0,850.0,0.0,541.87,425.0,285.0,4981.46
2025-11-30,E002,Finance,,0,7875.0,0,945.0,0.0,602.44,393.75,0,5933.81
2025-11-30,E003,Purchasing,,0,7166.67,0,860.0,,548.25,358.33,285.0,5115.09
2025-11-30,E004,Sales,,0,13083.33,0,1570.0,0.0,1000.87,785.0,0,9727.46
2025-11-30,,Sales,,0,6333.33,0,760.0,0.0,484.5,0.0,285.0,4803.83
2025-11-30,,Sales,,0,6875.0,0,825.0,0.0,525.94,412.5,142.5,4969.06
2025-11-30,E007,Sales,,0,6500.0,0,780.0,0.0,497.25,325.0,285.0,4612.75
2025-11-30,E008,Sales,,0,6791.67,0,815.0,0.0,519.56,339.58,285.0,4832.53
2025-11-30,E009,Sales,,0,5291.67,0,635.0,0.0,404.81,264.58,0,3987.28
2025-11-30,E010,Sales,,0,11250.0,0,1350.0,0.0,860.62,675.0,285.0,8079.38
2025-11-30,E011,Sales,,0,4666.67,0,560.0,0.0,357.0,140.0,285.0,3324.67
2025-11-30,E012,Warehouse,173.3,12.0,6339.4,607.5,760.73,0.0,484.96,0.0,285.0,4808.71
,E013,Warehouse,173.3,22.0,4360.93,709.5,523.31,0.0,333.61,0.0,0,3504.01
2025-11-30,E014 ,Warehouse,173.3,4.0,6117.76,193.5,734.13,0.0,468.01,367.07,0,4548.55
2025-11-30,E015,Warehouse,173.3,2.0,5812.05,89.25,697.45,0.0,444.62,290.6,142.5,4236.88
2025-11-30,E016,Warehouse,173.3,14.0,4018.4,446.25,482.21,0.0,307.41,241.1,410.0,2577.68
2025-11-30,E017,Warehouse,173.3,21.0,6226.22,889.88,747.15,0.0,476.31,186.79,285.0,4530.97
2025-11-30,E018,Warehouse,173.3,6.0,5981.07,292.5,717.73,0.0,457.55,0.0,410.0,
2025-11-30,E019,Warehouse,173.3,11.0,4442.48,363.0,533.1,0.0,339.85,0.0,285.0,3284.53
2025-11-30,E020,Warehouse,173.3,5.0,4370.98,176.25,524.52,0.0,334.38,0.0,0,3512.08
2025-11-30,E021,Warehouse,173.3,19.0,6934.47,954.75,832.14,0.0,530.49,0.0,142.5,5429.34
2025-11-30,E022,,,0,9208.33,0,1105.0,0.0,704.44,460.42,285.0,6653.47
,E023,Sales,,0,4375.0,0,525.0,0.0,334.69,131.25,410.0,2974.06
2025-11-30,E024,Sales,,0,6375.0,0,765.0,0.0,487.69,382.5,410.0,4329.81
2025-11-30,E025,HR,,0,7541.67,0,905.0,0.0,576.94,377.08,410.0,5272.65
2025-12-31,E001,Executive,,0,7083.33,0,850.0,0.0,541.87,354.17,410.0,4927.29
2025-12-31,E002,FINANCE,,0,7875.0,0,945.0,,602.44,236.25,285.0,5806.31
2025-12-31,E003,Purchasing,,0,7166.67,0,860.0,0.0,548.25,215.0,410.0,5133.42
2025-12-31,E004,Sales,,0,13083.33,,1570.0,0.0,1000.87,0.0,142.5,
2025-12-31,E005,Sales,,0,6333.33,0,,0.0,484.5,316.67,285.0,4487.16
2025-12-31,E006,Sales,,0,6875.0,0,825.0,0.0,525.94,343.75,410.0,4770.31
2025-12-31,E007,Sales,,0,6500.0,0,780.0,0.0,,195.0,,4885.25
2025-12-31,E008,Sales,,0,6791.67,0,815.0,0.0,519.56,203.75,410.0,4843.36
2025-12-31,E009,Sales,,0,5291.67,0,635.0,0.0,404.81,264.58,142.5,3844.78
2025-12-31,E010,Sales,,0,11250.0,0,1350.0,0.0,860.62,0.0,0,9039.38
2025-12-31,E011,Sales,,0,4666.67,0,560.0,0.0,357.0,0.0,410.0,3339.67
2025-12-31,E012,Warehouse,,10.0,6589.08,506.25,790.69,0.0,504.06,329.45,142.5,4822.38
2025-12-31,E013,Warehouse,173.3,13.0,4033.42,419.25,484.01,0.0,308.56,121.0,0,3119.85
2025-12-31,E014,Warehouse,173.3,17.0,6523.08,822.38,782.77,0.0,499.02,0.0,285.0,4956.29
2025-12-31,E015,WAREHOUSE,173.3,6.0,5629.65,267.75,675.56,0.0,430.67,337.78,142.5,4043.14
,E016,Warehouse,173.3,11.0,4327.86,350.62,519.34,0.0,,129.84,0,3347.6
2025-12-31,E017,Warehouse,173.3,8.0,5724.3,339.0,686.92,0.0,437.91,343.46,142.5,4113.51
2025-12-31,E018,,173.3,20.0,7226.8,975.0,867.22,0.0,552.85,0.0,0,5806.73
2025-12-31,E019,Warehouse,173.3,5.0,4015.73,165.0,481.89,0.0,307.2,120.47,410.0,2696.17
,E020,Warehouse,173.3,15.0,4723.48,528.75,566.82,0.0,361.35,236.17,142.5,3416.64
2025-12-31,E021,Warehouse,173.3,6.0,,301.5,725.88,0.0,462.75,181.47,410.0,
2025-12-31,E022,Sales,,0,9208.33,0,1105.0,0.0,704.44,552.5,0,6846.39
2025-12-31,E023,Sales,,0,4375.0,0,525.0,0.0,334.69,218.75,0,3296.56
2025-12-31,E024,Sales,,0,6375.0,0,765.0,0.0,487.69,382.5,410.0,4329.81
2025-12-31,E025,HR,,0,,0,905.0,0.0,576.94,226.25,410.0,5423.48
2026-01-31,E001,Executive,,0,7083.33,0,850.0,0.0,541.87,0.0,142.5,5548.96
2026-01-31,E002,Finance,,0,7875.0,0,945.0,0.0,602.44,236.25,410.0,5681.31
2026-01-31,E003,,,0,7166.67,,860.0,0.0,548.25,430.0,0,5328.42
2026-01-31,E004,Sales ,,0,13083.33,0,1570.0,0.0,1000.87,654.17,142.5,9715.79
2026-01-31,E005,Sales,,0,6333.33,0,760.0,0.0,,380.0,142.5,4566.33
2026-01-31,E006,Sales,,0,6875.0,0,825.0,0.0,525.94,412.5,410.0,
2026-01-31,E007,Sales,,0,6500.0,0,780.0,0.0,497.25,0.0,0,5222.75
2026-01-31,E008,Sales,,0,6791.67,0,815.0,0.0,519.56,407.5,142.5,4907.11
2026-01-31,E009,Sales ,,0,5291.67,0,635.0,0.0,404.81,158.75,142.5,3950.61
2026-01-31,E010,Sales,,0,11250.0,0,1350.0,0.0,860.62,562.5,410.0,8066.88
2025-04-30,E016,Warehouse,173.3,6.0,4242.14,191.25,509.06,0.0,324.52,212.11,410.0,2786.45
2026-01-31,E011,Sales,,0,4666.67,0,560.0,0.0,357.0,0.0,0,3749.67
2026-01-31,E012,Warehouse,,22.0,7138.09,1113.75,856.57,0.0,546.06,0.0,410.0,5325.46
2026-01-31 ,E013,Warehouse,173.3,13.0,4219.72,419.25,506.37,0.0,322.81,0.0,410.0,2980.54
2026-01-31,E014,Warehouse,173.3,2.0,5629.79,96.75,675.57,0.0,430.68,168.89,0,4354.65
2026-01-31,E015,Warehouse,173.3,4.0,5231.06,178.5,627.73,0.0,,261.55,142.5,3799.1
2026-01-31,E016,Warehouse,173.3,4.0,4104.74,127.5,492.57,0.0,314.01,0.0,410.0,2888.16
2026-01-31,E017,Warehouse,173.3,11.0,5214.97,466.12,625.8,0.0,398.95,0.0,142.5,4047.72
2026-01-31 ,E018,Warehouse,173.3,9.0,6127.32,438.75,735.28,0.0,468.74,367.64,142.5,4413.16
2026-01-31,E019,Warehouse,173.3,11.0,4404.36,363.0,528.52,0.0,336.93,132.13,142.5,3264.28
2026-01-31,E020,,173.3,13.0,4938.06,458.25,592.57,0.0,377.76,0.0,142.5,3825.23
2026-01-31,E021,Warehouse,173.3,13.0,7097.41,653.25,851.69,0.0,542.95,0.0,410.0,5292.77
2026-01-31,E022,Sales ,,0,9208.33,0,1105.0,,704.44,0.0,410.0,6988.89
2026-01-31,E023,Sales,,0,4375.0,0,525.0,0.0,334.69,131.25,285.0,3099.06
2026-01-31,E024,Sales,,0,6375.0,0,765.0,0.0,487.69,382.5,0,4739.81
2026-01-31,E025,HR ,,0,7541.67,0,905.0,0.0,576.94,377.08,285.0,5397.65
2026-02-28,E001,Executive,,0,7083.33,0,850.0,0.0,541.87,,410.0,5068.96
2026-02-28,E002,Finance,,0,,0,945.0,0.0,602.44,0.0,0,6327.56
2026-02-28,E003,Purchasing,,0,7166.67,0,860.0,0.0,548.25,215.0,142.5,5400.92
2026-02-28,E004,Sales,,0,13083.33,0,1570.0,0.0,1000.87,0.0,410.0,10102.46
2026-02-28,E005,Sales,,0,6333.33,0,760.0,0.0,484.5,380.0,410.0,4298.83
2026-02-28,E006,Sales,,0,6875.0,0,825.0,0.0,525.94,343.75,410.0,4770.31
2026-02-28,E007,Sales,,0,6500.0,0,780.0,0.0,497.25,390.0,142.5,4690.25
2026-02-28,E008,Sales,,0,6791.67,0,815.0,0.0,519.56,0.0,410.0,
2026-02-28,E009,Sales,,0,5291.67,0,635.0,0.0,404.81,0.0,0,4251.86
2026-02-28,E010,Sales,,0,11250.0,0,1350.0,0.0,860.62,675.0,142.5,8221.88
2026-02-28,E011,Sales,,0,4666.67,0,560.0,0.0,357.0,0.0,285.0,3464.67
2026-03-31,E008 ,Sales,,0,6791.67,0,815.0,0.0,519.56,0.0,410.0,5047.11
2026-02-28,E012,Warehouse,173.3,22.0,7606.0,1113.75,912.72,0.0,581.86,0.0,142.5,5968.92
2026-02-28,E013,Warehouse,173.3,1.0,4130.8,,495.7,0.0,316.01,123.92,142.5,3052.67
2026-02-28,E014,Warehouse,173.3,8.0,5920.04,387.0,710.4,0.0,452.88,355.2,0,4401.56
2026-02-28,E015,Warehouse,173.3,10.0,5962.82,446.25,715.54,,456.16,178.88,285.0,4327.24
2026-02-28,E016,Warehouse,173.3,0,4087.71,0.0,490.53,0.0,312.71,0.0,285.0,2999.47
,E017,Warehouse,173.3,6.0,4905.19,254.25,588.62,0.0,375.25,147.16,285.0,3509.16
2026-02-28,E018,Warehouse,173.3,20.0,6494.6,975.0,779.35,0.0,496.84,0.0,142.5,5075.91
