pay_period_end,employee_id,department,regular_hours,overtime_hours,gross_pay,overtime_pay,federal_tax,state_tax,fica,401k,health_deduction,net_pay
2025-04-30,E063,Purchasing,,0,12041.67,0,1445.0,596.06,921.19,0.0,142.5,8936.92
2025-04-30,E064,Sales,,0,7583.33,0,910.0,375.37,580.12,227.5,285.0,5205.34
2025-04-30,E065,Sales,,0,5333.33,0,640.0,264.0,408.0,320.0,410.0,3291.33
2025-04-30,E066,Sales,,0,12583.33,0,1510.0,622.87,962.62,629.17,285.0,8573.67
2025-04-30,E067,Sales,,0,8083.33,0,970.0,400.12,618.37,242.5,410.0,5442.34
2025-04-30,E068,Sales,,0,6958.33,0,835.0,344.44,532.31,208.75,142.5,4895.33
2025-04-30,E069,Sales,,0,6791.67,0,815.0,336.19,519.56,0.0,0,5120.92
2025-04-30,E070,Sales,,0,10791.67,0,1295.0,534.19,825.56,323.75,142.5,7670.67
2025-04-30,E071,Sales,,0,13083.33,0,1570.0,647.62,1000.87,392.5,285.0,9187.34
2025-04-30,E072,Sales,,0,5625.0,0,675.0,278.44,430.31,337.5,142.5,3761.25
2025-04-30,E073,Sales,,0,8791.67,0,1055.0,435.19,672.56,0.0,142.5,6486.42
2025-04-30,E074,Sales,,0,11833.33,0,1420.0,585.75,905.25,355.0,0,8567.33
2025-04-30,E075,Sales,,0,4458.33,0,535.0,220.69,341.06,222.92,0,3138.66
2025-04-30,E076,Warehouse,173.3,8.0,4725.15,306.0,567.02,233.89,361.47,0.0,142.5,3420.27
2025-04-30,E077,Warehouse,173.3,10.0,6042.33,495.0,725.08,299.1,462.24,0.0,410.0,4145.91
2025-04-30,E078,Warehouse,173.3,15.0,5037.09,573.75,604.45,249.34,385.34,302.23,410.0,3085.73
2025-04-30,E079,Warehouse,173.3,21.0,4518.25,700.88,542.19,223.65,345.65,271.09,285.0,2850.67
2025-04-30,E080,Warehouse,173.3,4.0,5143.14,175.5,617.18,254.59,393.45,154.29,410.0,3313.63
2025-04-30,E081,Warehouse,173.3,5.0,3313.6,144.38,397.63,164.02,253.49,99.41,410.0,1989.05
2025-04-30,E082,Warehouse,173.3,16.0,6299.6,780.0,755.95,311.83,481.92,314.98,0,4434.92
2025-04-30,E083,Warehouse,173.3,7.0,6127.58,325.5,735.31,303.32,468.76,183.83,410.0,4026.36
2025-04-30,E084,Maintenance,173.3,16.0,4266.28,510.0,511.95,211.18,326.37,127.99,410.0,2678.79
2025-04-30,E085,Maintenance,173.3,9.0,5016.6,337.5,601.99,248.32,383.77,301.0,0,3481.52
2025-04-30,E086,Maintenance,173.3,15.0,6265.6,720.0,751.87,310.15,479.32,0.0,0,4724.26
2025-04-30,E087,Maintenance,173.3,4.0,6354.88,201.0,762.59,314.57,486.15,317.74,285.0,4188.83
2025-04-30,E088,Engineering,,0,8750.0,0,1050.0,433.12,669.38,437.5,142.5,6017.5
2025-04-30,E089,Engineering,,0,8125.0,0,975.0,402.19,621.56,487.5,285.0,5353.75
2025-04-30,E090,Engineering,,0,10833.33,0,1300.0,536.25,828.75,325.0,410.0,7433.33
2025-04-30,E091,Engineering,,0,7125.0,0,855.0,352.69,545.06,0.0,410.0,4962.25
2025-04-30,E092,Engineering,,0,13083.33,0,1570.0,647.62,1000.87,785.0,0,9079.84
2025-04-30,E093,Engineering,,0,6333.33,0,760.0,313.5,484.5,316.67,0,4458.66
2025-04-30,E094,Operations,173.3,2.0,4014.01,64.5,481.68,198.69,307.07,240.84,0,2785.73
2025-04-30,E095,Operations,173.3,16.0,4381.35,486.0,525.76,216.88,335.17,131.44,285.0,2887.1
2025-04-30,E096,HR,,0,6583.33,0,790.0,325.87,503.62,395.0,410.0,4158.84
2025-04-30,E097,HR,,0,4416.67,0,530.0,218.63,337.88,132.5,285.0,2912.66
2025-04-30,E098,IT,,0,9375.0,0,1125.0,464.06,717.19,562.5,142.5,6363.75
2025-04-30,E099,Warehouse,173.3,17.0,5491.45,669.38,658.97,271.83,420.1,0.0,142.5,3998.05
2025-04-30,E100,Warehouse,173.3,18.0,5019.61,627.75,602.35,248.47,384.0,250.98,410.0,3123.81
2025-04-30,E101,Warehouse,173.3,12.0,5594.35,495.0,671.32,276.92,427.97,0.0,410.0,3808.14
2025-04-30,E102,Warehouse,173.3,21.0,5730.32,819.0,687.64,283.65,438.37,0.0,410.0,3910.66
2025-04-30,E103,Warehouse,173.3,1.0,6262.19,50.25,751.46,309.98,479.06,187.87,0,4533.82
2025-04-30,E104,Warehouse,173.3,22.0,6034.31,981.75,724.12,298.7,461.62,301.72,410.0,3838.15
2025-04-30,E105,Warehouse,173.3,1.0,5119.97,45.75,614.4,253.44,391.68,0.0,285.0,3575.45
2025-04-30,E106,Warehouse,173.3,17.0,5431.47,656.62,651.78,268.86,415.51,325.89,285.0,3484.43
2025-05-31,E001,Executive,,0,13208.33,0,1585.0,653.81,1010.44,0.0,0,9959.08
2025-05-31,E002,Finance,,0,10833.33,0,1300.0,536.25,828.75,0.0,285.0,7883.33
2025-05-31,E003,Finance,,0,7666.67,0,920.0,379.5,586.5,383.33,285.0,5112.34
2025-05-31,E004,Finance,,0,6458.33,0,775.0,319.69,494.06,322.92,285.0,4261.66
2025-05-31,E005,Operations,,0,10208.33,0,1225.0,505.31,780.94,306.25,285.0,7105.83
2025-05-31,E006,Operations,,0,6833.33,0,820.0,338.25,522.75,410.0,0,4742.33
2025-05-31,E007,Operations,,0,6791.67,0,815.0,336.19,519.56,203.75,0,4917.17
2025-05-31,E008,Operations,,0,13625.0,0,1635.0,674.44,1042.31,408.75,142.5,9722.0
2025-05-31,E009,Operations,173.3,8.0,4946.11,306.0,593.53,244.83,378.38,148.38,142.5,3438.49
2025-05-31,E010,Operations,173.3,15.0,6817.55,725.62,818.11,337.47,521.54,204.53,142.5,4793.4
2025-05-31,E011,Operations,173.3,10.0,3890.06,296.25,466.81,192.56,297.59,0.0,285.0,2648.1
2025-05-31,E012,Operations,173.3,1.0,4952.2,40.88,594.26,245.13,378.84,247.61,0,3486.36
2025-05-31,E013,Operations,173.3,13.0,6144.68,594.75,737.36,304.16,470.07,368.68,142.5,4121.91
2025-05-31,E014,Operations,173.3,9.0,3912.05,280.12,469.45,193.65,299.27,117.36,142.5,2689.82
2025-05-31,E015,Operations,173.3,14.0,5581.54,577.5,669.78,276.29,426.99,334.89,285.0,3588.59
2025-05-31,E016,Operations,173.3,7.0,4274.01,223.12,512.88,211.56,326.96,213.7,285.0,2723.91
2025-05-31,E017,Operations,173.3,1.0,5669.97,47.25,680.4,280.66,433.75,0.0,285.0,3990.16
2025-05-31,E018,Operations,173.3,22.0,4084.34,627.0,490.12,202.17,312.45,0.0,410.0,2669.6
2025-05-31,E019,Operations,173.3,8.0,5358.5,312.0,643.02,265.25,409.93,160.75,0,3879.55
2025-05-31,E020,Operations,173.3,7.0,4348.61,231.0,521.83,215.26,332.67,0.0,142.5,3136.35
2025-05-31,E021,Operations,173.3,5.0,4428.6,170.62,531.43,219.22,338.79,132.86,0,3206.3
2025-05-31,E022,Operations,173.3,0,5087.22,0.0,610.47,251.82,389.17,305.23,410.0,3120.53
2025-05-31,E023,Operations,173.3,5.0,4872.92,208.12,584.75,241.21,372.78,146.19,410.0,3117.99
2025-05-31,E024,Operations,173.3,6.0,4640.6,222.75,556.87,229.71,355.01,278.44,0,3220.57
2025-05-31,E025,Operations,173.3,19.0,5615.68,748.12,673.88,277.98,429.6,0.0,285.0,3949.22
2025-05-31,E026,Operations,173.3,14.0,5227.39,514.5,627.29,258.76,399.9,261.37,410.0,3270.07
2025-05-31,E027,Operations,173.3,5.0,4517.13,172.5,542.06,223.6,345.56,225.86,0,3180.05
2025-05-31,E028,Operations,173.3,7.0,6226.42,330.75,747.17,308.21,476.32,0.0,285.0,4409.72
2025-05-31,E029,Operations,173.3,0,3368.95,0.0,404.27,166.76,257.72,0.0,285.0,2255.2
2025-05-31,E030,Operations,173.3,4.0,3936.23,124.5,472.35,194.84,301.12,0.0,410.0,2557.92
2025-05-31,E031,Operations,173.3,19.0,4915.02,712.5,589.8,243.29,376.0,294.9,0,3411.03
2025-05-31,E032,Operations,173.3,0,4627.98,0.0,555.36,229.09,354.04,0.0,0,3489.49
2025-05-31,E033,Operations,173.3,15.0,4992.9,573.75,599.15,247.15,381.96,299.57,142.5,3322.57
2025-05-31,E034,Operations,173.3,7.0,3624.72,194.25,434.97,179.42,277.29,181.24,410.0,2141.8
2025-05-31,E035,Operations,173.3,19.0,5553.97,805.12,666.48,274.92,424.88,0.0,410.0,3777.69
2025-05-31,E036,Operations,173.3,8.0,4680.83,318.0,561.7,231.7,358.08,234.04,410.0,2885.31
2025-05-31,E037,Operations,173.3,11.0,5394.61,486.75,647.35,267.03,412.69,269.73,285.0,3512.81
2025-05-31,E038,Operations,173.3,6.0,3244.31,166.5,389.32,160.59,248.19,0.0,285.0,2161.21
2025-05-31,E039,Operations,173.3,18.0,4302.44,600.75,516.29,212.97,329.14,215.12,0,3028.92
2025-05-31,E040,Operations,173.3,5.0,3376.86,138.75,405.22,167.15,258.33,202.61,0,2343.55
2025-05-31,E041,Operations,173.3,1.0,4545.72,38.62,545.49,225.01,347.75,272.74,285.0,2869.73
2025-05-31,E042,Operations,173.3,3.0,6014.36,150.75,721.72,297.71,460.1,180.43,410.0,3944.4
2025-05-31,E043,Operations,173.3,6.0,6073.09,297.0,728.77,300.62,464.59,0.0,410.0,4169.11
2025-05-31,E044,Operations,173.3,1.0,3488.84,31.5,418.66,172.7,266.9,104.67,142.5,2383.41
2025-05-31,E045,Operations,173.3,5.0,4099.92,166.88,491.99,202.95,313.64,0.0,285.0,2806.34
2025-05-31,E046,Operations,173.3,9.0,4016.2,290.25,481.94,198.8,307.24,240.97,0,2787.25
2025-05-31,E047,Operations,173.3,3.0,5512.42,127.12,661.49,272.86,421.7,330.75,285.0,3540.62
2025-05-31,E048,Operations,173.3,13.0,4724.36,453.38,566.92,233.86,361.41,283.46,142.5,3136.21
2025-05-31,E049,Operations,173.3,16.0,5766.56,714.0,691.99,285.44,441.14,288.33,142.5,3917.16
2025-05-31,E050,Operations,173.3,1.0,4907.75,39.75,588.93,242.93,375.44,294.46,410.0,2995.99
2025-05-31,E051,Operations,173.3,10.0,5178.4,408.75,621.41,256.33,396.15,0.0,410.0,3494.51
2025-05-31,E053,Operations,173.3,3.0,3402.98,82.12,408.36,168.45,260.33,0.0,0,2565.84
2025-05-31,E054,Operations,173.3,16.0,4322.27,540.0,518.67,213.95,330.65,216.11,285.0,2757.89
2025-05-31,E055,Quality,,0,9458.33,0,1135.0,468.19,723.56,0.0,410.0,6721.58
2025-05-31,E056,Quality,173.3,12.0,5798.66,571.5,695.84,287.03,443.6,0.0,142.5,4229.69
2025-05-31,E057,Quality,173.3,11.0,5802.46,466.12,696.3,287.22,443.89,174.07,410.0,3790.98
2025-05-31,E058,Quality,173.3,15.0,6234.05,658.12,748.09,308.59,476.9,374.04,0,4326.43
2025-05-31,E059,Quality,173.3,0,4790.88,0.0,574.91,237.15,366.5,287.45,285.0,3039.87
2025-05-31,E060,Purchasing,,0,5583.33,0,670.0,276.37,427.12,167.5,0,4042.34
2025-05-31,E061,Purchasing,,0,6458.33,0,775.0,319.69,494.06,387.5,285.0,4197.08
2025-05-31,E062,Purchasing,,0,8791.67,0,1055.0,435.19,672.56,527.5,142.5,5958.92
2025-05-31,E063,Purchasing,,0,12041.67,0,1445.0,596.06,921.19,0.0,0,9079.42
2025-05-31,E064,Sales,,0,7583.33,0,910.0,375.37,580.12,0.0,285.0,5432.84
2025-05-31,E065,Sales,,0,5333.33,0,640.0,264.0,408.0,160.0,410.0,3451.33
2025-05-31,E066,Sales,,0,12583.33,0,1510.0,622.87,962.62,0.0,410.0,9077.84
2025-05-31,E067,Sales,,0,8083.33,0,970.0,400.12,618.37,0.0,0,6094.84
2025-05-31,E068,Sales,,0,6958.33,0,835.0,344.44,532.31,0.0,0,5246.58
2025-05-31,E069,Sales,,0,6791.67,0,815.0,336.19,519.56,407.5,142.5,4570.92
2025-05-31,E070,Sales,,0,10791.67,0,1295.0,534.19,825.56,323.75,142.5,7670.67
2025-05-31,E071,Sales,,0,13083.33,0,1570.0,647.62,1000.87,785.0,410.0,8669.84
2025-05-31,E072,Sales,,0,5625.0,0,675.0,278.44,430.31,168.75,285.0,3787.5
2025-05-31,E073,Sales,,0,8791.67,0,1055.0,435.19,672.56,527.5,142.5,5958.92
2025-05-31,E074,Sales,,0,11833.33,0,1420.0,585.75,905.25,0.0,285.0,8637.33
2025-05-31,E075,Sales,,0,4458.33,0,535.0,220.69,341.06,133.75,0,3227.83
2025-05-31,E076,Warehouse,173.3,18.0,5416.99,688.5,650.04,268.14,414.4,0.0,410.0,3674.41
2025-05-31,E077,Warehouse,173.3,19.0,7345.67,940.5,881.48,363.61,561.94,367.28,0,5171.36
2025-05-31,E078,Warehouse,173.3,8.0,4592.58,306.0,551.11,227.33,351.33,275.55,285.0,2902.26
2025-05-31,E079,Warehouse,173.3,11.0,4415.84,367.12,529.9,218.58,337.81,220.79,410.0,2698.76
2025-05-31,E080,Warehouse,173.3,20.0,5895.83,877.5,707.5,291.84,451.03,353.75,285.0,3806.71
2025-05-31,E081,Warehouse,173.3,18.0,3989.22,519.75,478.71,197.47,305.18,239.35,410.0,2358.51
2025-05-31,E082,Warehouse,173.3,17.0,6517.32,828.75,782.08,322.61,498.57,0.0,0,4914.06
2025-05-31,E083,Warehouse,173.3,12.0,5715.41,558.0,685.85,282.91,437.23,0.0,410.0,3899.42
2025-05-31,E084,Maintenance,173.3,6.0,3800.22,191.25,456.03,188.11,290.72,190.01,0,2675.35
2025-05-31,E085,Maintenance,173.3,0,4505.8,0.0,540.7,223.04,344.69,135.17,285.0,2977.2
2025-05-31,E086,Maintenance,173.3,22.0,6435.23,1056.0,772.23,318.54,492.3,0.0,0,4852.16
2025-05-31,E087,Maintenance,173.3,7.0,6099.24,351.75,731.91,301.91,466.59,365.95,0,4232.88
2025-05-31,E088,Engineering,,0,8750.0,0,1050.0,433.12,669.38,437.5,410.0,5750.0
2025-05-31,E089,Engineering,,0,8125.0,0,975.0,402.19,621.56,243.75,142.5,5740.0
2025-05-31,E090,Engineering,,0,10833.33,0,1300.0,536.25,828.75,325.0,285.0,7558.33
2025-05-31,E091,Engineering,,0,7125.0,0,855.0,352.69,545.06,427.5,410.0,4534.75
2025-05-31,E092,Engineering,,0,13083.33,0,1570.0,647.62,1000.87,0.0,410.0,9454.84
2025-05-31,E093,Engineering,,0,6333.33,0,760.0,313.5,484.5,316.67,285.0,4173.66
2025-05-31,E094,Operations,173.3,17.0,4311.46,548.25,517.38,213.42,329.83,215.57,0,3035.26
2025-05-31,E095,Operations,173.3,22.0,4493.41,668.25,539.21,222.42,343.75,134.8,0,3253.23
2025-05-31,E096,HR,,0,6583.33,0,790.0,325.87,503.62,0.0,0,4963.84
2025-05-31,E097,HR,,0,4416.67,0,530.0,218.63,337.88,132.5,285.0,2912.66
2025-05-31,E098,IT,,0,9375.0,0,1125.0,464.06,717.19,468.75,0,6600.0
2025-05-31,E099,Warehouse,173.3,16.0,5588.55,630.0,670.63,276.63,427.52,279.43,285.0,3649.34
2025-05-31,E100,Warehouse,173.3,10.0,4660.02,348.75,559.2,230.67,356.49,279.6,142.5,3091.56
2025-05-31,E101,Warehouse,173.3,7.0,5340.45,288.75,640.85,264.35,408.54,267.02,142.5,3617.19
2025-05-31,E102,Warehouse,173.3,13.0,5147.97,507.0,617.76,254.82,393.82,308.88,142.5,3430.19
2025-05-31,E103,Warehouse,173.3,2.0,6428.55,100.5,771.43,318.21,491.78,321.43,142.5,4383.2
2025-05-31,E104,Warehouse,173.3,7.0,5725.84,312.38,687.1,283.43,438.03,286.29,142.5,3888.49
2025-05-31,E105,Warehouse,173.3,5.0,5250.12,228.75,630.01,259.88,401.63,262.51,142.5,3553.59
2025-05-31,E106,Warehouse,173.3,2.0,4628.97,77.25,555.48,229.13,354.12,138.87,0,3351.37
2025-06-30,E001,Executive,,0,13208.33,0,1585.0,653.81,1010.44,0.0,0,9959.08
2025-06-30,E002,Finance,,0,10833.33,0,1300.0,536.25,828.75,0.0,0,8168.33
2025-06-30,E003,Finance,,0,7666.67,0,920.0,379.5,586.5,0.0,285.0,5495.67
2025-06-30,E004,Finance,,0,6458.33,0,775.0,319.69,494.06,0.0,0,4869.58
2025-06-30,E005,Operations,,0,10208.33,0,1225.0,505.31,780.94,612.5,142.5,6942.08
2025-06-30,E006,Operations,,0,6833.33,0,820.0,338.25,522.75,410.0,0,4742.33
2025-06-30,E007,Operations,,0,6791.67,0,815.0,336.19,519.56,407.5,285.0,4428.42
2025-06-30,E008,Operations,,0,13625.0,0,1635.0,674.44,1042.31,817.5,285.0,9170.75
2025-06-30,E009,Operations,173.3,1.0,4369.02,38.25,524.28,216.27,334.23,262.14,142.5,2889.6
2025-06-30,E010,Operations,173.3,5.0,6054.36,241.88,726.52,299.69,463.16,302.72,285.0,3977.27
2025-06-30,E011,Operations,173.3,1.0,3486.52,29.62,418.38,172.58,266.72,174.33,142.5,2312.01
2025-06-30,E012,Operations,173.3,18.0,5505.4,735.75,660.65,272.52,421.16,165.16,285.0,3700.91
2025-06-30,E013,Operations,173.3,0,5761.36,0.0,691.36,285.19,440.74,172.84,142.5,4028.73
2025-06-30,E014,Operations,173.3,0,3991.53,0.0,478.98,197.58,305.35,119.75,0,2889.87
2025-06-30,E015,Operations,173.3,8.0,5572.33,330.0,668.68,275.83,426.28,334.34,142.5,3724.7
2025-06-30,E016,Operations,173.3,17.0,4150.85,541.88,498.1,205.47,317.54,0.0,285.0,2844.74
2025-06-30,E017,Operations,173.3,18.0,6309.45,850.5,757.13,312.32,482.67,0.0,285.0,4472.33
2025-06-30,E018,Operations,173.3,16.0,3682.85,456.0,441.94,182.3,281.74,220.97,285.0,2270.9
2025-06-30,E019,Operations,173.3,21.0,5144.57,819.0,617.35,254.66,393.56,308.67,142.5,3427.83
2025-06-30,E020,Operations,173.3,13.0,4432.23,429.0,531.87,219.4,339.07,0.0,285.0,3056.89
2025-06-30,E021,Operations,173.3,0,4415.68,0.0,529.88,218.58,337.8,0.0,285.0,3044.42
2025-06-30,E022,Operations,173.3,17.0,5468.24,726.75,656.19,270.68,418.32,273.41,410.0,3439.64
2025-06-30,E023,Operations,173.3,21.0,5971.74,874.12,716.61,295.6,456.84,358.3,142.5,4001.89
2025-06-30,E024,Operations,173.3,11.0,4654.66,408.38,558.56,230.41,356.08,279.28,285.0,2945.33
2025-06-30,E025,Operations,173.3,5.0,4927.97,196.88,591.36,243.93,376.99,246.4,285.0,3184.29
2025-06-30,E026,Operations,173.3,9.0,4491.68,330.75,539.0,222.34,343.61,269.5,410.0,2707.23
2025-06-30,E027,Operations,173.3,12.0,4559.34,414.0,547.12,225.69,348.79,136.78,285.0,3015.96
2025-06-30,E028,Operations,173.3,14.0,6447.99,661.5,773.76,319.18,493.27,386.88,0,4474.9
2025-06-30,E029,Operations,173.3,21.0,4112.11,637.88,493.45,203.55,314.58,0.0,285.0,2815.53
2025-06-30,E030,Operations,173.3,1.0,3950.73,31.12,474.09,195.56,302.23,0.0,142.5,2836.35
2025-06-30,E031,Operations,173.3,20.0,5212.48,750.0,625.5,258.02,398.75,0.0,0,3930.21
2025-06-30,E032,Operations,173.3,0,4911.32,0.0,589.36,243.11,375.72,294.68,142.5,3265.95
2025-06-30,E033,Operations,173.3,11.0,4928.28,420.75,591.39,243.95,377.01,0.0,285.0,3430.93
2025-06-30,E034,Operations,173.3,17.0,3934.28,471.75,472.11,194.75,300.97,196.71,285.0,2484.74
2025-06-30,E035,Operations,173.3,2.0,4931.52,84.75,591.78,244.11,377.26,147.95,410.0,3160.42
2025-06-30,E036,Operations,173.3,13.0,4971.43,516.75,596.57,246.09,380.31,298.29,410.0,3040.17
2025-06-30,E037,Operations,173.3,17.0,6273.59,752.25,752.83,310.54,479.93,376.42,285.0,4068.87
2025-06-30,E038,Operations,173.3,15.0,3558.18,416.25,426.98,176.13,272.2,213.49,0,2469.38
2025-06-30,E039,Operations,173.3,9.0,4349.1,300.38,521.89,215.28,332.71,260.95,142.5,2875.77
2025-06-30,E040,Operations,173.3,9.0,3680.22,249.75,441.63,182.17,281.54,0.0,285.0,2489.88
2025-06-30,E041,Operations,173.3,3.0,5069.23,115.88,608.31,250.93,387.8,304.15,410.0,3108.04
2025-06-30,E042,Operations,173.3,22.0,7491.61,1105.5,898.99,370.83,573.11,224.75,142.5,5281.43
2025-06-30,E043,Operations,173.3,5.0,6481.1,247.5,777.73,320.81,495.8,0.0,142.5,4744.26
2025-06-30,E044,Operations,173.3,22.0,4368.69,693.0,524.24,216.25,334.2,0.0,410.0,2884.0
2025-06-30,E045,Operations,173.3,22.0,4860.09,734.25,583.21,240.57,371.8,145.8,410.0,3108.71
2025-06-30,E046,Operations,173.3,4.0,4302.06,129.0,516.25,212.95,329.11,258.12,0,2985.63
2025-06-30,E047,Operations,173.3,14.0,5586.89,593.25,670.43,276.55,427.4,335.21,142.5,3734.8
